"","gene","Granulocytes 1","Granulocytes 2","Granulocytes 3","Granulocytes 4","Granulocytes 5","Granulocytes 6","Granulocytes 7","C7","Granulocytes 8"
"27","Ube2w",0.157197787825484,0.142052720754313,0.249067450635864,0.128118858414822,0.175543489972179,0.190062238314453,0.218639064751155,0.225388237198468,0.0606427359555613
"28","Eloc",0.791176393816061,0.925624732992324,1.34531134039504,0.789511145328065,0.869349436739907,1.24754231493525,0.850426594346542,1.04269704628354,0.790799882778534
"29","Tmem70",0.0198455535533557,0.0603278245681982,0.18409471325394,0.0202554618715191,0.107400875150499,0.190231427038304,0.0634690240504501,0.0919266898074088,0.0405569164805136
"30","Ly96",0.183432148506143,0.507669483964839,0.592329353104698,0.347337636264938,0.369693495551083,0.97581513194559,0.483618966552702,0.293505398948057,0.236494643605426
"31","Mcm3",0,0,0.00905717273229646,0,0,0,0,0.0284392997044307,0
"32","Tram2",0.0292629791191172,0.0867056958427172,0.0947484586468085,0.0944707287238587,0.0477796082091945,0.0553787590645748,0.10667293147162,0.193646687633755,0.0525431009237997
"33","Ogfrl1",0.494311082923943,0.47209717078247,0.543710373881846,0.300565817436743,0.446513572724138,0.522139908768593,1.09692223817218,0.254709516400232,0.619110573480862
"34","B3gat2",0.0319399893369077,0.048255140296202,0.047603616673223,0.0451366627959332,0.0462917692423034,0.0537069207389967,0.0222894074139171,0.0231170482659702,0.0247419543872058
"35","Smap1",0.476724427064849,0.64678210183167,0.873898336282332,0.507591278622288,0.775375154645712,0.732384960371347,0.602535150461974,0.809235046545646,0.343496184030252
"36","Sdhaf4",0.0026953161081275,0.0118537950711259,0.0771313491091016,0.00082859080344929,0.00854701728884334,0.0308369524733286,0,0.091242062014473,0
"37","Lmbrd1",0.400224292216848,0.488193217870033,0.304768934595312,0.517273523236782,0.417093201749993,0.407808098628063,0.352681976180155,0.382264741282173,0.363033700080904
"38","Phf3",0.49352775175704,0.660487022394171,0.725347250025751,0.466598828956577,0.518852059897415,0.722498415455459,0.605755727662951,0.422856688183998,0.596256002699423
"39","Ptp4a1",0.0705309952322394,0.0600868824035794,0.0424724009569702,0.0645880656633698,0.0848373759537121,0.066437968745341,0.04576309335987,0.0401003053036784,0.194410246758663
"40","Ptp4a1.1",0.0815787877254684,0.0975526799046083,0.0683147639844832,0.150870676323053,0.0912412847005867,0.157109351588903,0.0495992114391276,0,0.104591351016769
"41","Prim2",0.0492828429736013,0.0341394238517969,0.0433804490503406,0.0547689222306882,0.0247490568902558,0.0404380634762759,0.0343110631282732,0.0625944987806667,0.075526321824313
"42","Rab23",0.00343362733880066,0.00463379116344281,0.0107981098734891,0,0,0.0129839658271186,0,0.0167886219683655,0
"43","Bag2",0,0.00356590266724902,0,0.00263487267392547,0,0,0,0.0336329465686659,0
"44","Zfp451",0.0503460050309397,0.0608739259151993,0.11085575604555,0.0343837109252615,0.0402237114655246,0.0836119283404713,0.0895994764320141,0.274669536896116,0.0943721633487729
"45","Dst",0.000806151820110721,0,0.00607075445732434,0.00394429594982681,0,0,0,0.529475339658567,0.106996669369887
"46","Gm37233",0.00369131308305225,0,0.00125666362336324,0.00102176427920584,0.0047875638004528,0,0.0136398176066941,0.0202771745322934,0
