"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tprgl",1.66960739290052e-10,0.582414349899404,0.392,0.197,2.79742718680483e-06,"Granulocytes 1","Tprgl"
"Hist1h4i",1.69802102556774e-10,0.847516196753527,0.367,0.195,2.84503422833874e-06,"Granulocytes 1","Hist1h4i"
"Maff",1.7172831036073e-10,-0.713916322492266,0.061,0.195,2.87730784009403e-06,"Granulocytes 1","Maff"
"I830077J02Rik",1.77372795317042e-10,0.443594590894341,0.157,0.034,2.97188118553704e-06,"Granulocytes 1","I830077J02Rik"
"Srsf5",1.79253890069639e-10,0.586672682001934,0.712,0.519,3.0033989281168e-06,"Granulocytes 1","Srsf5"
"Cox6b1",1.88953180779206e-10,0.508518114039151,0.78,0.601,3.1659105439556e-06,"Granulocytes 1","Cox6b1"
"Sfxn5",1.94948664675801e-10,0.533515038333104,0.173,0.043,3.26636487664305e-06,"Granulocytes 1","Sfxn5"
"Trip11",1.97315132270779e-10,0.647793151216096,0.171,0.052,3.3060150411969e-06,"Granulocytes 1","Trip11"
"Tmem189",2.03605039478983e-10,-0.647966727214199,0.3,0.487,3.41140243647036e-06,"Granulocytes 1","Tmem189"
"Mmp8",2.27160460385534e-10,1.05667053971384,0.245,0.092,3.80607351375962e-06,"Granulocytes 1","Mmp8"
"Tnrc6b",2.3228479668116e-10,0.601283904436884,0.29,0.12,3.89193176839283e-06,"Granulocytes 1","Tnrc6b"
"Rmdn1",2.5798156595956e-10,0.544064217111925,0.153,0.036,4.32248113765242e-06,"Granulocytes 1","Rmdn1"
"Slc40a1",2.88696303985565e-10,0.603624784011181,0.3,0.127,4.83710657327815e-06,"Granulocytes 1","Slc40a1"
"Kdm7a",2.98728007854881e-10,0.710556942541415,0.365,0.18,5.00518777160853e-06,"Granulocytes 1","Kdm7a"
"Rgs18",3.09296182401984e-10,0.367160661327312,0.092,0.006,5.18225753614523e-06,"Granulocytes 1","Rgs18"
"Bmx",3.22855544454363e-10,0.394077830145201,0.09,0.006,5.40944464733285e-06,"Granulocytes 1","Bmx"
"Cbx3",3.31647041237417e-10,0.560072138158686,0.192,0.058,5.55674617593293e-06,"Granulocytes 1","Cbx3"
"Rsu1",3.3277130894249e-10,0.456048757935048,0.171,0.043,5.57558328133142e-06,"Granulocytes 1","Rsu1"
"Usp18",3.58572630736361e-10,-0.870606490014725,0.067,0.182,6.00788442798773e-06,"Granulocytes 1","Usp18"
"Ccnl1",3.62431304108224e-10,-0.670301921189747,0.359,0.536,6.0725365003333e-06,"Granulocytes 1","Ccnl1"
"Malat1",3.72787409401348e-10,0.416286771233681,0.998,0.998,6.24605304451959e-06,"Granulocytes 1","Malat1"
"Ebi3",3.7978468630246e-10,-0.695515092816929,0.198,0.343,6.36329241899772e-06,"Granulocytes 1","Ebi3"
"Slc25a5",3.92151322267667e-10,0.610580501390418,0.433,0.24,6.57049540459476e-06,"Granulocytes 1","Slc25a5"
"Nfkb2",3.93056641412686e-10,-0.668004872901485,0.106,0.26,6.58566402686955e-06,"Granulocytes 1","Nfkb2"
"S100a13",3.93644937254404e-10,0.576272090484965,0.371,0.182,6.59552092369754e-06,"Granulocytes 1","S100a13"
"H2-K1",3.97913794201365e-10,-0.667952779773529,0.671,0.736,6.66704562184387e-06,"Granulocytes 1","H2-K1"
"Tceal9",4.65667262312644e-10,-0.726282236310543,0.151,0.313,7.80225498004834e-06,"Granulocytes 1","Tceal9"
"Ifit2",4.79098314841545e-10,-1.1733315283071,0.018,0.109,8.02729226517008e-06,"Granulocytes 1","Ifit2"
"Ccdc12",4.83939373428807e-10,0.584407763037582,0.547,0.354,8.10840420179966e-06,"Granulocytes 1","Ccdc12"
"Cdkn1b",4.84334199489072e-10,0.572659228747006,0.451,0.251,8.1150195124394e-06,"Granulocytes 1","Cdkn1b"
"Fam20c",5.16693582961904e-10,-0.607164998835618,0.067,0.21,8.65720098252671e-06,"Granulocytes 1","Fam20c"
"Slc22a15",5.20242448953799e-10,0.443751074919949,0.155,0.036,8.7166622322209e-06,"Granulocytes 1","Slc22a15"
"Ndufa13",5.23628945535105e-10,0.450260560223945,0.671,0.464,8.77340298244068e-06,"Granulocytes 1","Ndufa13"
"Scp2",5.6769874699749e-10,0.64829253931055,0.339,0.167,9.51179250594295e-06,"Granulocytes 1","Scp2"
"Tma7",5.80133140900699e-10,0.595468368176536,0.645,0.466,9.72013077579121e-06,"Granulocytes 1","Tma7"
"Ggta1",5.85369277244387e-10,-0.594989836946814,0.051,0.178,9.80786224022971e-06,"Granulocytes 1","Ggta1"
"Srxn1",5.91780231996115e-10,-0.744921278311768,0.059,0.193,9.91527778709491e-06,"Granulocytes 1","Srxn1"
"Gm36913",5.99442710004635e-10,-0.577947321322904,0.041,0.161,1.00436626061277e-05,"Granulocytes 1","Gm36913"
"Rgs14",6.06157250784337e-10,0.316204138761275,0.106,0.015,1.01561647368916e-05,"Granulocytes 1","Rgs14"
"Ppp1r3d",6.57846300988896e-10,0.474803119150744,0.127,0.024,1.10222147730689e-05,"Granulocytes 1","Ppp1r3d"
"Ptma",6.57914752973618e-10,0.708240828679285,0.588,0.408,1.1023361686073e-05,"Granulocytes 1","Ptma"
"Hacd4",6.68099141358514e-10,0.50337427790479,0.184,0.052,1.11940011134619e-05,"Granulocytes 1","Hacd4"
"Tma16",6.70188770668155e-10,-0.912979962195664,0.027,0.129,1.12290128525449e-05,"Granulocytes 1","Tma16"
"Actn1",7.22288116212014e-10,0.632152715305713,0.369,0.189,1.21019373871323e-05,"Granulocytes 1","Actn1"
"Impa2",7.57302547899521e-10,-0.72691736249242,0.135,0.273,1.26886041900565e-05,"Granulocytes 1","Impa2"
"Dusp6",8.17969170138739e-10,0.680245925376984,0.253,0.101,1.37050734456746e-05,"Granulocytes 1","Dusp6"
"Stat5b",8.55286996139963e-10,0.35999161853347,0.153,0.041,1.43303336203251e-05,"Granulocytes 1","Stat5b"
"Ppp2r5c",8.63957115351709e-10,0.506591517873976,0.231,0.082,1.44756014677179e-05,"Granulocytes 1","Ppp2r5c"
"Pdcd2l",8.7909159593652e-10,0.589018903187895,0.153,0.036,1.47291796899164e-05,"Granulocytes 1","Pdcd2l"
"Cr1l",1.05592159005347e-09,0.555464820921656,0.286,0.12,1.7691966241346e-05,"Granulocytes 1","Cr1l"
"Zfp710",1.08075952579056e-09,0.479070571219026,0.151,0.034,1.81081258546209e-05,"Granulocytes 1","Zfp710"
"Thbs1",1.0977322603323e-09,-1.08463349384479,0.098,0.253,1.83925040218677e-05,"Granulocytes 1","Thbs1"
"Gng2",1.09924055393338e-09,0.538463843472135,0.28,0.116,1.84177754811538e-05,"Granulocytes 1","Gng2"
"Zc3h12a",1.10861272373955e-09,-0.537597059701795,0.153,0.328,1.85748061862561e-05,"Granulocytes 1","Zc3h12a"
"Ndst1",1.16548404805944e-09,0.51729244960285,0.165,0.043,1.95276852252359e-05,"Granulocytes 1","Ndst1"
"Cdkn2d",1.22653347857491e-09,0.708431342363611,0.296,0.131,2.05505684335227e-05,"Granulocytes 1","Cdkn2d"
"Arid4a",1.23363681264952e-09,0.435694534726885,0.237,0.09,2.06695847959427e-05,"Granulocytes 1","Arid4a"
"Naa50",1.29290746300896e-09,-0.698875245250799,0.182,0.333,2.16626645427152e-05,"Granulocytes 1","Naa50"
"Arl11",1.29489678970643e-09,0.587214239365437,0.357,0.176,2.16959957115312e-05,"Granulocytes 1","Arl11"
"Max",1.29809561333363e-09,0.56092031182213,0.29,0.124,2.17495920014049e-05,"Granulocytes 1","Max"
"Ogfrl1",1.40269813440839e-09,0.501686874419553,0.378,0.193,2.35022072420126e-05,"Granulocytes 1","Ogfrl1"
"Tsc22d4",1.43919919683267e-09,0.553893601824921,0.667,0.485,2.41137825429313e-05,"Granulocytes 1","Tsc22d4"
"H3f3b",1.47960344470525e-09,0.385144413658795,0.988,0.944,2.47907557160364e-05,"Granulocytes 1","H3f3b"
"Psmd8",1.51233056968397e-09,-0.64032315867548,0.302,0.421,2.5339098695055e-05,"Granulocytes 1","Psmd8"
"Pfkl",1.58137146311216e-09,-0.613954657223668,0.151,0.313,2.64958788644442e-05,"Granulocytes 1","Pfkl"
"Abcd2",1.66765382922818e-09,0.289267919016016,0.071,0.002,2.79415399087181e-05,"Granulocytes 1","Abcd2"
"Iqgap1",1.67867579873168e-09,0.497875287740533,0.753,0.575,2.81262130077492e-05,"Granulocytes 1","Iqgap1"
"Pram1",1.70552539799705e-09,0.429959183869141,0.141,0.03,2.85760780434406e-05,"Granulocytes 1","Pram1"
"Padi4",1.79076143434882e-09,0.368996979261187,0.112,0.017,3.00042078325144e-05,"Granulocytes 1","Padi4"
"Casp4",1.88657050198003e-09,-0.713780586000258,0.304,0.468,3.16094887606754e-05,"Granulocytes 1","Casp4"
"Gbp3",1.92465183956044e-09,-0.658848334270416,0.016,0.109,3.22475415718352e-05,"Granulocytes 1","Gbp3"
"Nfe2",1.95784903522998e-09,0.407891655473352,0.118,0.019,3.28037605852784e-05,"Granulocytes 1","Nfe2"
"Parp14",1.96029964566076e-09,-0.926442390955086,0.206,0.324,3.28448205630461e-05,"Granulocytes 1","Parp14"
"Ralbp1",2.02661066706811e-09,0.611146928261209,0.333,0.163,3.39558617267261e-05,"Granulocytes 1","Ralbp1"
"Gclm",2.03618869140455e-09,-0.74497166954755,0.237,0.384,3.41163415244832e-05,"Granulocytes 1","Gclm"
"Ly6i",2.04993778610447e-09,-1.11753153691008,0.139,0.288,3.43467076061805e-05,"Granulocytes 1","Ly6i"
"Tbl1xr1",2.06002710332902e-09,0.507927168073646,0.186,0.056,3.45157541162777e-05,"Granulocytes 1","Tbl1xr1"
"Stk26",2.13417367542131e-09,0.334234739570435,0.092,0.009,3.5758079931684e-05,"Granulocytes 1","Stk26"
"Atxn10",2.19484138226111e-09,0.510072296958069,0.249,0.097,3.67745673597849e-05,"Granulocytes 1","Atxn10"
"Myl12b",2.37738199229542e-09,0.380821253954164,0.857,0.719,3.98330352809097e-05,"Granulocytes 1","Myl12b"
"Hmgn2",2.4196746386752e-09,0.626833766117332,0.459,0.275,4.0541648571003e-05,"Granulocytes 1","Hmgn2"
"Tnfrsf1a",2.63254441518437e-09,0.491706171330772,0.345,0.17,4.41082816764141e-05,"Granulocytes 1","Tnfrsf1a"
"Cd300c2",2.675503989197e-09,0.411731167791569,0.718,0.526,4.48280693389958e-05,"Granulocytes 1","Cd300c2"
"Ramp1",2.70330758863431e-09,0.411721690850932,0.131,0.026,4.52939186475679e-05,"Granulocytes 1","Ramp1"
"Fcgr4",2.77514151572497e-09,0.505689675951701,0.327,0.157,4.64974960959719e-05,"Granulocytes 1","Fcgr4"
"Acp5",2.93651940489197e-09,-1.56660949412182,0.029,0.127,4.92013826289649e-05,"Granulocytes 1","Acp5"
"Znrf1",3.12630653890445e-09,-0.641335496661979,0.173,0.318,5.23812660593441e-05,"Granulocytes 1","Znrf1"
"Hist1h1e",3.28122722846634e-09,0.718138425327819,0.316,0.15,5.49769622129535e-05,"Granulocytes 1","Hist1h1e"
"Adam17",3.38995877545303e-09,-0.550135753025606,0.157,0.328,5.67987592827156e-05,"Granulocytes 1","Adam17"
"Rab9",3.64374032899301e-09,-0.606381866200839,0.143,0.279,6.1050869212278e-05,"Granulocytes 1","Rab9"
"Pwp1",3.77125490292419e-09,-0.555432130502644,0.043,0.144,6.31873758984947e-05,"Granulocytes 1","Pwp1"
"Ap1s2",4.06432604388444e-09,0.551409578108066,0.208,0.075,6.80977828652838e-05,"Granulocytes 1","Ap1s2"
"Il18rap",4.10886494518414e-09,0.371466672575929,0.171,0.056,6.88440321565603e-05,"Granulocytes 1","Il18rap"
"Cycs",4.39543360043905e-09,-0.678309999548303,0.253,0.416,7.36454899753563e-05,"Granulocytes 1","Cycs"
"Ly6g",4.40183018065585e-09,0.873288050068541,0.133,0.032,7.37526646768887e-05,"Granulocytes 1","Ly6g"
"Arpc5",4.67050387251698e-09,0.475536882674952,0.735,0.577,7.8254292384022e-05,"Granulocytes 1","Arpc5"
"Fam32a",4.97932155651498e-09,0.595829049864859,0.541,0.363,8.34285326794086e-05,"Granulocytes 1","Fam32a"
"Atp5j",5.14725965828042e-09,0.499670626705274,0.72,0.554,8.62423355744884e-05,"Granulocytes 1","Atp5j"
"Klhl2",5.25274555341301e-09,0.559296187549441,0.173,0.056,8.80097517474349e-05,"Granulocytes 1","Klhl2"
"Evi2a",5.30071063212082e-09,0.432123488140005,0.2,0.069,8.88134066411844e-05,"Granulocytes 1","Evi2a"
"Rbpms",5.30114179422589e-09,-0.614647451624548,0.09,0.23,8.88206307622547e-05,"Granulocytes 1","Rbpms"
"Ppp1ca",5.50926786642066e-09,0.4877687190448,0.488,0.294,9.23077831018781e-05,"Granulocytes 1","Ppp1ca"
"H3f3a",5.51425821916462e-09,-0.401718603723068,0.976,0.987,9.23913964621031e-05,"Granulocytes 1","H3f3a"
"Ggt5",5.72083977450718e-09,0.562607709200064,0.133,0.03,9.58526704218678e-05,"Granulocytes 1","Ggt5"
"Hmgb1",5.89905684448664e-09,0.462935283175935,0.694,0.504,9.88386974293736e-05,"Granulocytes 1","Hmgb1"
"Ifi211",6.22194849426771e-09,-0.761057285707766,0.01,0.082,0.000104248747021455,"Granulocytes 1","Ifi211"
"Abtb1",6.99827964603739e-09,0.5069299020016,0.208,0.073,0.000117256175469357,"Granulocytes 1","Abtb1"
"Tm6sf1",7.11557837418724e-09,0.636731756905055,0.22,0.086,0.000119221515659507,"Granulocytes 1","Tm6sf1"
"Gm19696",7.12384761394212e-09,0.591565904608945,0.165,0.047,0.0001193600667716,"Granulocytes 1","Gm19696"
"H2-T23",7.19697809972234e-09,-0.479290213463101,0.451,0.44,0.000120585368060848,"Granulocytes 1","H2-T23"
"Leprotl1",7.27155496005256e-09,0.534478905299643,0.539,0.35,0.000121834903355681,"Granulocytes 1","Leprotl1"
"H2afy",7.35860222951051e-09,0.405046798706509,0.196,0.067,0.000123293380355449,"Granulocytes 1","H2afy"
"Slfn2",7.41277973781849e-09,-0.604586791279586,0.698,0.79,0.000124201124507149,"Granulocytes 1","Slfn2"
"Vgll4",7.49024924839756e-09,0.518189373600108,0.165,0.047,0.000125499126156901,"Granulocytes 1","Vgll4"
"Atp5h",7.514689746688e-09,0.460383529680989,0.686,0.506,0.000125908626705757,"Granulocytes 1","Atp5h"
"Rps3",7.59180199738005e-09,0.379012490064792,0.892,0.751,0.000127200642466103,"Granulocytes 1","Rps3"
"Tcp11l2",7.68695478670512e-09,0.343290270661674,0.114,0.021,0.000128794927451244,"Granulocytes 1","Tcp11l2"
"Sgms2",8.09235961058887e-09,-0.675257904052232,0.122,0.255,0.000135587485275417,"Granulocytes 1","Sgms2"
"Atxn7l1",9.41228553562212e-09,0.324486324712956,0.112,0.021,0.000157702844149349,"Granulocytes 1","Atxn7l1"
"Traf3ip3",9.67807875874848e-09,0.320520294890182,0.092,0.011,0.000162156209602831,"Granulocytes 1","Traf3ip3"
"Entpd3",9.82920469034841e-09,0.415866980779669,0.096,0.013,0.000164688324586788,"Granulocytes 1","Entpd3"
"Slc25a37",9.84764814125204e-09,-0.614062935020251,0.22,0.384,0.000164997344606678,"Granulocytes 1","Slc25a37"
"Tacc1",9.99268310021755e-09,0.508893711454199,0.173,0.054,0.000167427405344145,"Granulocytes 1","Tacc1"
"2410006H16Rik",1.05753177447294e-08,0.504340456765167,0.5,0.309,0.000177189448812941,"Granulocytes 1","2410006H16Rik"
"Rab11fip1",1.06073691838709e-08,-0.738207650320253,0.194,0.328,0.000177726470675757,"Granulocytes 1","Rab11fip1"
"Ube2e1",1.1079224216752e-08,0.443882549314413,0.133,0.03,0.000185632401751679,"Granulocytes 1","Ube2e1"
"Ppp3ca",1.10849668029911e-08,0.632025957834089,0.296,0.139,0.000185728618784115,"Granulocytes 1","Ppp3ca"
"Hipk1",1.11044542808951e-08,0.473403132334787,0.322,0.157,0.000186055131476397,"Granulocytes 1","Hipk1"
"H2-T22",1.1155441217089e-08,-0.587993503694217,0.084,0.215,0.000186909417592326,"Granulocytes 1","H2-T22"
"Rab4b",1.17882834517772e-08,0.434476724385615,0.292,0.135,0.000197512689234527,"Granulocytes 1","Rab4b"
"Irgm1",1.19520815772268e-08,-0.804446085922568,0.086,0.195,0.000200257126826435,"Granulocytes 1","Irgm1"
"Capzb",1.20831717924639e-08,0.47161878660345,0.6,0.41,0.000202453543382733,"Granulocytes 1","Capzb"
"Tm2d2",1.22557473834538e-08,0.491866421932269,0.198,0.069,0.000205345047409768,"Granulocytes 1","Tm2d2"
"Cxcl1",1.25274998579297e-08,-0.777799280682072,0,0.049,0.000209898260119612,"Granulocytes 1","Cxcl1"
"Fndc3a",1.32434771866866e-08,-0.551780946362078,0.108,0.255,0.000221894460262935,"Granulocytes 1","Fndc3a"
"Mpc2",1.37686234075718e-08,0.521860500606445,0.447,0.273,0.000230693285193866,"Granulocytes 1","Mpc2"
"Stat3",1.42814552197479e-08,0.576449684012487,0.347,0.18,0.000239285782206876,"Granulocytes 1","Stat3"
"Efhd2",1.43092320325666e-08,-0.516181341900659,0.529,0.674,0.000239751182705653,"Granulocytes 1","Efhd2"
"Plk2",1.43594945060177e-08,-0.744108769776173,0.047,0.161,0.000240593330448327,"Granulocytes 1","Plk2"
"Mgam",1.47655436345533e-08,0.225835515497002,0.071,0.004,0.00024739668359694,"Granulocytes 1","Mgam"
"Clic4",1.508530664079e-08,-0.597922912084026,0.022,0.116,0.000252754312766436,"Granulocytes 1","Clic4"
"C130050O18Rik",1.5301394172699e-08,0.578957825851909,0.155,0.058,0.000256374859363572,"Granulocytes 1","C130050O18Rik"
"P2ry13",1.53596531036644e-08,0.476861651504007,0.129,0.028,0.000257350987751897,"Granulocytes 1","P2ry13"
"Klf13",1.54409546605268e-08,0.583093642126691,0.437,0.264,0.000258713195337126,"Granulocytes 1","Klf13"
"Slfn1",1.58035840017015e-08,0.178846115934756,0.612,0.421,0.000264789049948509,"Granulocytes 1","Slfn1"
"Cmtm7",1.68550176366511e-08,0.533450516477465,0.518,0.335,0.00028240582050209,"Granulocytes 1","Cmtm7"
"Ubap1",1.88419424457201e-08,-0.576990347037722,0.104,0.245,0.00031569674567804,"Granulocytes 1","Ubap1"
"Surf4",1.94477060884381e-08,-0.609264691250375,0.182,0.33,0.00032584631551178,"Granulocytes 1","Surf4"
"Hk2",2.01909751617025e-08,-0.773072323540942,0.329,0.485,0.000338299788834326,"Granulocytes 1","Hk2"
"Ly75",2.06878013387362e-08,-0.518096600717587,0.037,0.103,0.000346624111430525,"Granulocytes 1","Ly75"
"Osbpl9",2.11308409403606e-08,0.419176598959979,0.339,0.176,0.000354047239955742,"Granulocytes 1","Osbpl9"
"Snx10",2.1849384161988e-08,-0.648380664196871,0.282,0.418,0.00036608643163411,"Granulocytes 1","Snx10"
"Cox6a1",2.20174926600378e-08,0.48020268034487,0.594,0.403,0.000368903089518933,"Granulocytes 1","Cox6a1"
"Zzef1",2.22935661201138e-08,0.382389801878015,0.145,0.039,0.000373528700342506,"Granulocytes 1","Zzef1"
"Zdhhc18",2.2642505538516e-08,-0.615123271149112,0.229,0.35,0.000379375180297835,"Granulocytes 1","Zdhhc18"
"Ggct",2.30470676757848e-08,-0.653074184656425,0.063,0.185,0.000386153618907775,"Granulocytes 1","Ggct"
"Rpl27",2.35667612347269e-08,0.377893553132485,0.9,0.777,0.000394861084487849,"Granulocytes 1","Rpl27"
"Cpeb2",2.3758067213128e-08,0.6354384324733,0.194,0.071,0.00039806641615596,"Granulocytes 1","Cpeb2"
"Limd2",2.41233865679655e-08,0.443190146996156,0.19,0.064,0.000404187341946262,"Granulocytes 1","Limd2"
"Was",2.46847854135507e-08,0.56549170324569,0.249,0.109,0.000413593579604042,"Granulocytes 1","Was"
"Galnt7",2.5374837591064e-08,0.375874984065066,0.09,0.013,0.000425155403838277,"Granulocytes 1","Galnt7"
"Rps6ka2",2.5395484757379e-08,-0.430231392974435,0.016,0.099,0.000425501347109884,"Granulocytes 1","Rps6ka2"
"Zdhhc9",2.54236095715911e-08,0.348817073359915,0.084,0.009,0.000425972578372008,"Granulocytes 1","Zdhhc9"
"Egln3",2.57990270373024e-08,-0.746306577591531,0.135,0.26,0.000432262698010002,"Granulocytes 1","Egln3"
"Actg1",2.67784217576677e-08,0.572242761000408,0.771,0.657,0.000448672456549722,"Granulocytes 1","Actg1"
"D430020J02Rik",2.68010809361796e-08,-0.27663113887318,0,0.047,0.000449052111085689,"Granulocytes 1","D430020J02Rik"
"Il10",2.68010809361811e-08,-0.652258056420926,0,0.047,0.000449052111085715,"Granulocytes 1","Il10"
"Sfxn1",2.68010809361847e-08,-0.190479773750314,0,0.047,0.000449052111085774,"Granulocytes 1","Sfxn1"
"Rchy1",2.71164335932802e-08,0.488765540022644,0.208,0.077,0.000454335844855409,"Granulocytes 1","Rchy1"
"Stom",2.77533456647348e-08,-0.42446230501934,0.037,0.142,0.000465007306612632,"Granulocytes 1","Stom"
"Iscu",2.790582035802e-08,0.536470664937849,0.427,0.249,0.000467562020098625,"Granulocytes 1","Iscu"
"Mbd2",2.88990393729075e-08,0.514290169499321,0.355,0.187,0.000484203404693065,"Granulocytes 1","Mbd2"
"Evi2",2.96231161488258e-08,0.339944508739526,0.102,0.017,0.000496335311073576,"Granulocytes 1","Evi2"
"Pmf1",3.0070856504649e-08,0.461077676946597,0.094,0.013,0.000503837200735394,"Granulocytes 1","Pmf1"
"Tmem71",3.03985506842226e-08,0.370354776118167,0.133,0.032,0.00050932771671415,"Granulocytes 1","Tmem71"
"H2afv",3.27463979406828e-08,0.491401623725115,0.257,0.112,0.00054866589749614,"Granulocytes 1","H2afv"
"Rpl22",3.32219012260817e-08,0.541915414754496,0.78,0.646,0.000556632955042999,"Granulocytes 1","Rpl22"
"Ndufs5",3.394688514451e-08,0.534115917090177,0.422,0.255,0.000568780060596265,"Granulocytes 1","Ndufs5"
"2810013P06Rik",3.51211269611891e-08,0.546889810083331,0.276,0.127,0.000588454482234724,"Granulocytes 1","2810013P06Rik"
"Tut7",3.5632603403014e-08,0.493445897670836,0.476,0.292,0.000597024270017499,"Granulocytes 1","Tut7"
"Prkd3",3.61130946380482e-08,-0.491583251870931,0.035,0.133,0.000605074900660497,"Granulocytes 1","Prkd3"
"Gsr",3.89889644017254e-08,0.455715246423124,0.751,0.601,0.000653260098550909,"Granulocytes 1","Gsr"
"Mfsd1",3.90185150589916e-08,-0.545927568044756,0.137,0.279,0.000653755219813403,"Granulocytes 1","Mfsd1"
"Tnrc18",3.97994125365408e-08,0.499448643947833,0.204,0.075,0.000666839157049741,"Granulocytes 1","Tnrc18"
"Mvb12b",4.34224456616641e-08,0.42551503760742,0.12,0.026,0.000727543077061181,"Granulocytes 1","Mvb12b"
"Slamf7",4.41886595805354e-08,-0.683826702128288,0.01,0.084,0.00074038099127187,"Granulocytes 1","Slamf7"
"Mir142hg",4.43371302619466e-08,0.488707687754664,0.184,0.062,0.000742868617538916,"Granulocytes 1","Mir142hg"
"Tiparp",4.43572224230475e-08,-0.811353866409748,0.173,0.296,0.000743205261698161,"Granulocytes 1","Tiparp"
"Bst1",4.58512668198393e-08,-0.470526132666125,0.48,0.526,0.000768237975566408,"Granulocytes 1","Bst1"
"1600014C10Rik",4.7090085543452e-08,0.527926211461714,0.276,0.127,0.000788994383280538,"Granulocytes 1","1600014C10Rik"
"Tmem50a",4.74637269229252e-08,0.504744574377492,0.504,0.328,0.000795254744593611,"Granulocytes 1","Tmem50a"
"Gas7",4.81129614244944e-08,-0.379078281829419,0.018,0.069,0.000806132668667403,"Granulocytes 1","Gas7"
"Csk",4.94630880017722e-08,0.483450599710121,0.237,0.099,0.000828754039469693,"Granulocytes 1","Csk"
"Tnfsf14",5.34947544990747e-08,0.365045667763216,0.135,0.036,0.000896304611631997,"Granulocytes 1","Tnfsf14"
"Rab5if",5.38987216090918e-08,0.437246242280338,0.545,0.363,0.000903073080560333,"Granulocytes 1","Rab5if"
"Snap23",5.48481312206529e-08,0.501302527780221,0.578,0.41,0.000918980438602039,"Granulocytes 1","Snap23"
"Cox7a2",5.55213630542892e-08,0.00647145737661647,0.733,0.607,0.000930260437974616,"Granulocytes 1","Cox7a2"
"Cd177",5.65737910732933e-08,0.520075843278043,0.061,0.002,0.00094789386943303,"Granulocytes 1","Cd177"
"Plek",5.8347136802976e-08,-0.543953370924565,0.612,0.672,0.000977606277133863,"Granulocytes 1","Plek"
"Irak2",5.85713451835726e-08,-0.542956314147527,0.178,0.339,0.00098136288855076,"Granulocytes 1","Irak2"
"2310001H17Rik",5.95906890509682e-08,0.576658425827101,0.604,0.451,0.000998441995048972,"Granulocytes 1","2310001H17Rik"
"Sema4d",6.07565141733391e-08,-0.58656274518051,0.247,0.406,0.0010179753949743,"Granulocytes 1","Sema4d"
"Rnasel",6.11175014940229e-08,0.335715038675922,0.169,0.058,0.00102402373753235,"Granulocytes 1","Rnasel"
"Ufc1",6.16663064707813e-08,0.474238275641932,0.22,0.092,0.00103321896491794,"Granulocytes 1","Ufc1"
"Eif2ak3",6.65230752904441e-08,0.334707748657481,0.086,0.011,0.00111459412649139,"Granulocytes 1","Eif2ak3"
"Gnb2",6.7470906840827e-08,0.437264538480731,0.729,0.575,0.00113047504411806,"Granulocytes 1","Gnb2"
"Fbxo31",6.86061829644308e-08,0.313198518038273,0.073,0.006,0.00114949659556904,"Granulocytes 1","Fbxo31"
"Emc2",6.96797069018355e-08,0.389521474526986,0.171,0.056,0.00116748348914025,"Granulocytes 1","Emc2"
"Agpat2",7.17661410538281e-08,0.374341165916718,0.131,0.032,0.00120244169335689,"Granulocytes 1","Agpat2"
"Fmnl2",7.351448255051e-08,-0.506842169365402,0.045,0.144,0.00123173515513379,"Granulocytes 1","Fmnl2"
"Ctc1",7.40353669509021e-08,0.279099519594926,0.067,0.004,0.00124046257326236,"Granulocytes 1","Ctc1"
"Polr2j",7.45120015434935e-08,0.54300047786522,0.357,0.212,0.00124844858586123,"Granulocytes 1","Polr2j"
"Elk3",7.72957380018774e-08,0.436221102890623,0.116,0.03,0.00129509009022146,"Granulocytes 1","Elk3"
"Pptc7",7.83815840597008e-08,0.499063820017559,0.116,0.028,0.00131328344092029,"Granulocytes 1","Pptc7"
"Son",7.97887282904477e-08,0.434523696437804,0.81,0.661,0.00133686014250645,"Granulocytes 1","Son"
"Tmpo",7.98317764872928e-08,0.522373375168435,0.196,0.075,0.00133758141504459,"Granulocytes 1","Tmpo"
"Cd300lb",8.27790403990311e-08,0.548741584883969,0.192,0.073,0.00138696282188577,"Granulocytes 1","Cd300lb"
"D830025C05Rik",8.31366869269126e-08,0.484633454348221,0.1,0.017,0.00139295518946042,"Granulocytes 1","D830025C05Rik"
"Xaf1",8.84626455290976e-08,-0.88316650417657,0.088,0.185,0.00148219162584003,"Granulocytes 1","Xaf1"
"Ptpn22",9.04522840624724e-08,0.313542154546866,0.059,0.002,0.00151552801946673,"Granulocytes 1","Ptpn22"
"Ripor2",9.08263535569679e-08,0.394823078931377,0.21,0.088,0.001521795553847,"Granulocytes 1","Ripor2"
"P2rx4",9.23885834135698e-08,-0.518410583568283,0.084,0.204,0.00154797071509436,"Granulocytes 1","P2rx4"
"Gm35853",9.25301077542657e-08,0.260658860886209,0.073,0.006,0.00155034195542272,"Granulocytes 1","Gm35853"
"Lsm6",9.38552731731548e-08,0.448331746369253,0.165,0.054,0.00157254510201621,"Granulocytes 1","Lsm6"
"Fam71f2",9.84078341211146e-08,-0.334814254478722,0.008,0.077,0.00164882326069928,"Granulocytes 1","Fam71f2"
"Srp14",9.91651809194786e-08,0.449475283907909,0.594,0.414,0.00166151260630586,"Granulocytes 1","Srp14"
