"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"P2ry12",1.50118747048902e-186,1.65100373779479,0.995,0.715,2.51523960680435e-182,"Microglia 1","P2ry12"
"Cx3cr1",2.41878293009789e-178,1.43824921817668,1,0.866,4.05267079937902e-174,"Microglia 1","Cx3cr1"
"Gpr34",3.08342605608783e-152,1.31980845723537,0.997,0.777,5.16628035697515e-148,"Microglia 1","Gpr34"
"Malat1",5.76861554638688e-151,1.54791685500147,1,0.667,9.66531534797121e-147,"Microglia 1","Malat1"
"Arhgap5",2.90517443327759e-149,1.55409000593709,0.948,0.482,4.8676197629566e-145,"Microglia 1","Arhgap5"
"Rhob",3.35166182300195e-148,1.47726454048462,0.967,0.577,5.61570938443977e-144,"Microglia 1","Rhob"
"Gapdh",1.7788185701954e-146,-1.80221877805307,0.808,0.964,2.9804105143624e-142,"Microglia 1","Gapdh"
"Selplg",3.78910662396846e-145,1.22562426622099,0.998,0.769,6.34864814845916e-141,"Microglia 1","Selplg"
"Serinc3",4.20520363849867e-145,1.12649352787473,1,0.852,7.04581869630453e-141,"Microglia 1","Serinc3"
"Jun",4.90677444600238e-136,1.75816801030975,0.938,0.522,8.22130058427699e-132,"Microglia 1","Jun"
"Tgfbr1",1.70977798780691e-132,1.40030320472761,0.958,0.571,2.86473301857048e-128,"Microglia 1","Tgfbr1"
"Rpl41",4.56214632511046e-132,-0.999128186805148,0.995,0.997,7.64387616772258e-128,"Microglia 1","Rpl41"
"Rps2",6.16995657805348e-132,-1.14960275255249,0.957,0.991,1.03377622465286e-127,"Microglia 1","Rps2"
"Maf",6.45453127967556e-132,1.42757367678387,0.953,0.607,1.08145671590964e-127,"Microglia 1","Maf"
"Kctd12",2.51293358022692e-128,1.31186641221045,0.978,0.694,4.21042021367021e-124,"Microglia 1","Kctd12"
"Mef2a",3.46922201194821e-127,1.29814459798816,0.957,0.549,5.81268148101923e-123,"Microglia 1","Mef2a"
"Siglech",6.98845528182208e-121,1.23793154928449,0.982,0.64,1.17091568246929e-116,"Microglia 1","Siglech"
"Marcks",1.24251234809972e-118,1.0005834317597,1,0.889,2.08182943924108e-114,"Microglia 1","Marcks"
"Zfhx3",1.77104313207679e-118,1.33528727553009,0.92,0.536,2.96738276779467e-114,"Microglia 1","Zfhx3"
"Csf1r",2.87024191070816e-117,0.929229974906593,1,0.917,4.80909032139153e-113,"Microglia 1","Csf1r"
"Tspo",2.02496543537857e-116,-1.57873063973749,0.577,0.893,3.3928295869768e-112,"Microglia 1","Tspo"
"Epb41l2",3.16188779400819e-111,1.2122325419453,0.95,0.643,5.29774299886072e-107,"Microglia 1","Epb41l2"
"Jund",2.28078249905589e-110,1.43456703207497,0.923,0.533,3.82145107716815e-106,"Microglia 1","Jund"
"Nme2",8.75364888560296e-109,-1.29735170618099,0.772,0.945,1.46667387078278e-104,"Microglia 1","Nme2"
"Rgs2",2.67956579194724e-108,1.26135040776616,0.942,0.569,4.4896124844076e-104,"Microglia 1","Rgs2"
"Vsir",1.77370486158381e-106,1.15135321766693,0.962,0.616,2.97184249558367e-102,"Microglia 1","Vsir"
"Tanc2",6.20478482246343e-106,1.28844589688935,0.872,0.432,1.03961169700375e-101,"Microglia 1","Tanc2"
"Qk",1.99546417131518e-105,1.0797212224272,0.98,0.721,3.34340021903859e-101,"Microglia 1","Qk"
"Cst3",5.36466442631864e-105,0.944562589583464,1,0.997,8.98849524629688e-101,"Microglia 1","Cst3"
"Rpsa",6.0484477770522e-105,-0.949946811708857,0.973,0.987,1.0134174250451e-100,"Microglia 1","Rpsa"
"Rps8",2.52763041025217e-101,-0.755279067593962,0.993,0.995,4.23504475237751e-97,"Microglia 1","Rps8"
"Rps19",1.3994145046226e-100,-0.844878004795173,0.982,0.991,2.34471900249516e-96,"Microglia 1","Rps19"
"Cd52",5.8608770913638e-100,-1.32590783844122,0.857,0.962,9.81989956658004e-96,"Microglia 1","Cd52"
"Btg2",2.37564695589419e-99,1.6042462084276,0.85,0.398,3.98039647460072e-95,"Microglia 1","Btg2"
"Entpd1",3.6471958515501e-99,1.3097041850566,0.857,0.434,6.11087664927219e-95,"Microglia 1","Entpd1"
"Rps20",1.13272879135446e-98,-0.792281819714653,0.99,0.996,1.8978870899144e-94,"Microglia 1","Rps20"
"Rpl19",7.46199483325567e-97,-0.725779411534218,0.992,0.988,1.25025723431199e-92,"Microglia 1","Rpl19"
"Ftl1",8.98389041884442e-97,-1.98343053224143,0.995,0.994,1.50525083967738e-92,"Microglia 1","Ftl1"
"Srgap2",1.17149682227763e-96,1.14969865023102,0.893,0.486,1.96284292572617e-92,"Microglia 1","Srgap2"
"Fth1",3.09423898945982e-96,-1.87009005397002,0.998,1,5.18439742683993e-92,"Microglia 1","Fth1"
"Cfl1",4.02808164765951e-94,-1.01493758860129,0.928,0.964,6.74905080065351e-90,"Microglia 1","Cfl1"
"Tmem119",1.39765425221833e-93,1.0488704483703,0.972,0.741,2.34176969959181e-89,"Microglia 1","Tmem119"
"Ifngr1",2.17476371889559e-93,1.0131066524652,0.968,0.669,3.64381661100956e-89,"Microglia 1","Ifngr1"
"Ppia",2.45809320983839e-92,-0.99344311596134,0.983,0.995,4.11853517308423e-88,"Microglia 1","Ppia"
"Mef2c",7.80542860664651e-92,1.01100439361925,0.972,0.726,1.30779956304362e-87,"Microglia 1","Mef2c"
"Ssh2",8.11286374433378e-92,1.18309833993741,0.887,0.484,1.35931032036313e-87,"Microglia 1","Ssh2"
"Rps26",2.36754530654316e-91,-0.886855352880035,0.98,0.989,3.96682216111307e-87,"Microglia 1","Rps26"
"Mtdh",2.74733532942219e-90,1.07371469497751,0.945,0.642,4.60316034444688e-86,"Microglia 1","Mtdh"
"Rps28",1.11975934304486e-89,-0.733634449128112,0.997,0.995,1.87615677927166e-85,"Microglia 1","Rps28"
"Rpl32",9.79970750448573e-88,-0.694541288960353,0.997,0.991,1.64194099237658e-83,"Microglia 1","Rpl32"
"Ivns1abp",7.7893723896876e-86,1.12794604072552,0.828,0.423,1.30510934389216e-81,"Microglia 1","Ivns1abp"
"Serf2",2.83003297811815e-85,-0.967309835104623,0.947,0.973,4.74172025483696e-81,"Microglia 1","Serf2"
"Nrip1",1.47841826172128e-84,1.18118043258931,0.788,0.354,2.47708979751401e-80,"Microglia 1","Nrip1"
"Dleu2",3.25932666251491e-84,1.16406562690365,0.858,0.429,5.46100182304373e-80,"Microglia 1","Dleu2"
"Mafb",8.49129541635942e-84,1.05599350760765,0.96,0.76,1.42271654701102e-79,"Microglia 1","Mafb"
"Btg1",1.03517415825862e-83,1.09720013199227,0.943,0.633,1.73443430216232e-79,"Microglia 1","Btg1"
"Rpl35",6.11968721230765e-83,-0.835588102636519,0.948,0.981,1.02535359242215e-78,"Microglia 1","Rpl35"
"Ddx5",6.19199767710717e-83,0.911862240681552,0.98,0.809,1.03746921079931e-78,"Microglia 1","Ddx5"
"Rps18",1.46028676007771e-82,-0.743516774759102,0.978,0.991,2.4467104665102e-78,"Microglia 1","Rps18"
"Rpl28",2.37595482830026e-82,-0.703636709210441,0.987,0.986,3.98091231481709e-78,"Microglia 1","Rpl28"
"Plxdc2",6.65370347802263e-82,1.07456763274846,0.887,0.566,1.11482801774269e-77,"Microglia 1","Plxdc2"
"Rplp0",2.10104439598936e-80,-0.72107577288048,0.987,0.991,3.52029988548017e-76,"Microglia 1","Rplp0"
"Hexb",2.13340298591493e-80,0.655585217163763,1,0.978,3.57451670290047e-76,"Microglia 1","Hexb"
"Gng5",2.76889311868509e-80,-1.09208198030187,0.883,0.974,4.63928042035686e-76,"Microglia 1","Gng5"
"Cd63",4.66379632265154e-80,-1.30246265081567,0.885,0.953,7.81419073860265e-76,"Microglia 1","Cd63"
"Rps24",7.55420453432418e-80,-0.604850243649516,0.998,0.993,1.26570696972602e-75,"Microglia 1","Rps24"
"Rpl38",3.66364944701797e-79,-0.784116270625761,0.977,0.992,6.13844464847861e-75,"Microglia 1","Rpl38"
"Abca9",3.67975900261545e-79,1.17294383116097,0.677,0.26,6.16543620888218e-75,"Microglia 1","Abca9"
"Sparc",1.11269322292786e-78,0.785325605387501,0.998,0.885,1.86431749501563e-74,"Microglia 1","Sparc"
"Hpgd",1.45281235770866e-78,1.20657110127759,0.837,0.455,2.43418710534086e-74,"Microglia 1","Hpgd"
"Txnip",1.46419067104884e-78,1.18742763967168,0.792,0.372,2.45325146934233e-74,"Microglia 1","Txnip"
"Rpl13",3.68714754849396e-78,-0.611797077954032,0.997,0.996,6.17781571750163e-74,"Microglia 1","Rpl13"
"AC149090.1",6.3038120492643e-78,1.03211588940454,0.895,0.478,1.05620370885423e-73,"Microglia 1","AC149090.1"
"Mbnl1",3.05809395223118e-77,1.00235602643544,0.923,0.627,5.12383641696334e-73,"Microglia 1","Mbnl1"
"Zfp36l1",2.36315807464107e-76,1.2287289591708,0.885,0.562,3.95947135406112e-72,"Microglia 1","Zfp36l1"
"Rps27a",7.31147486320358e-76,-0.640540901884007,0.992,0.994,1.22503761332976e-71,"Microglia 1","Rps27a"
"Cd72",8.66715145371964e-76,-1.54918335253643,0.11,0.533,1.45218122607073e-71,"Microglia 1","Cd72"
"Smap2",4.40202269068878e-75,1.04739793330173,0.835,0.479,7.37558901824905e-71,"Microglia 1","Smap2"
"Rps3",3.00654471241634e-74,-0.625563569668163,0.983,0.988,5.03746566565357e-70,"Microglia 1","Rps3"
"Tmsb4x",1.78231504331249e-73,-0.88466306852858,0.997,0.993,2.98626885507008e-69,"Microglia 1","Tmsb4x"
"Mertk",2.23520190870871e-73,1.128406211933,0.815,0.436,3.74508079804145e-69,"Microglia 1","Mertk"
"Mif",4.41804001586912e-73,-1.74483790336944,0.383,0.716,7.40242604658871e-69,"Microglia 1","Mif"
"Rbm39",5.78509962907529e-73,0.807071905286315,0.967,0.68,9.69293442851565e-69,"Microglia 1","Rbm39"
"Atp5e",1.72230257118267e-72,-1.00455388346613,0.807,0.945,2.88571795801656e-68,"Microglia 1","Atp5e"
"Rps16",3.65576261776681e-72,-0.638695856829361,0.99,0.994,6.12523026606829e-68,"Microglia 1","Rps16"
"Rps11",6.41663506352513e-72,-0.614195899387858,1,0.994,1.07510720489364e-67,"Microglia 1","Rps11"
"Rpl23",6.54921037212286e-72,-0.62748316855583,0.99,0.995,1.09732019784919e-67,"Microglia 1","Rpl23"
"Rpl39",1.99229321003175e-71,-0.643501036608888,0.99,0.994,3.33808727340819e-67,"Microglia 1","Rpl39"
"Rps5",1.45147534718616e-70,-0.683730543521461,0.977,0.987,2.43194694421041e-66,"Microglia 1","Rps5"
"Rps15a",1.53300756167863e-70,-0.64093348512029,0.99,0.987,2.56855416959254e-66,"Microglia 1","Rps15a"
"Slco2b1",2.23220978795979e-70,1.01098669925556,0.837,0.48,3.74006749972662e-66,"Microglia 1","Slco2b1"
"Rsrp1",4.99804390029015e-70,0.808799701399349,0.968,0.675,8.37422255493615e-66,"Microglia 1","Rsrp1"
"Pag1",7.01944086731569e-70,1.08047777595238,0.77,0.378,1.17610731731874e-65,"Microglia 1","Pag1"
"Rps23",1.45109438675348e-69,-0.580594433158218,0.998,0.994,2.43130864500546e-65,"Microglia 1","Rps23"
"Frmd4a",6.43086275880158e-69,1.02746769346453,0.813,0.421,1.0774910552372e-64,"Microglia 1","Frmd4a"
"Cd33",1.65697734802091e-68,1.00828298193082,0.818,0.474,2.77626554660904e-64,"Microglia 1","Cd33"
"Stmn1",1.90382267123479e-68,-1.85540820278901,0.118,0.501,3.18985488565389e-64,"Microglia 1","Stmn1"
"Pou2f2",2.22642487113332e-68,1.00726273906703,0.867,0.507,3.73037487158388e-64,"Microglia 1","Pou2f2"
"Rpl27",4.51553659233187e-68,-0.72068378765616,0.97,0.985,7.56578156045205e-64,"Microglia 1","Rpl27"
"Dock10",6.43166126030563e-68,1.05804889166094,0.753,0.372,1.07762484416421e-63,"Microglia 1","Dock10"
"Rpl26",1.33999508813304e-67,-0.594459828639736,0.987,0.994,2.24516177016691e-63,"Microglia 1","Rpl26"
"Hpgds",2.31375510878927e-67,0.90698640068929,0.93,0.699,3.87669668477642e-63,"Microglia 1","Hpgds"
"Cox6c",1.05270558713701e-66,-1.11678037162519,0.687,0.883,1.76380821124806e-62,"Microglia 1","Cox6c"
"Jmjd1c",3.05132373955985e-66,1.06044248138814,0.725,0.35,5.11249292563252e-62,"Microglia 1","Jmjd1c"
"Pkm",4.54179055309365e-66,-1.43010122262139,0.3,0.665,7.6097700717084e-62,"Microglia 1","Pkm"
"Rpl29",7.62916167123542e-66,-0.68253792095459,0.945,0.975,1.2782660380155e-61,"Microglia 1","Rpl29"
"Sall1",1.03277046379826e-65,1.0540734770169,0.74,0.355,1.73040691209399e-61,"Microglia 1","Sall1"
"Fcer1g",2.33680927481618e-65,-0.515168267303477,0.998,0.983,3.9153239399545e-61,"Microglia 1","Fcer1g"
"Sh3bgrl3",2.77694091259566e-65,-0.907415437212443,0.89,0.96,4.65276449905403e-61,"Microglia 1","Sh3bgrl3"
"Rpl11",4.9898079551638e-65,-0.578773147351577,0.993,0.992,8.36042322887695e-61,"Microglia 1","Rpl11"
"Dusp6",1.03846789072565e-64,1.11878894148002,0.627,0.261,1.73995295091083e-60,"Microglia 1","Dusp6"
"Nav2",1.4252117436732e-64,1.07007935036384,0.657,0.264,2.38794227652445e-60,"Microglia 1","Nav2"
"Rplp2",3.13891718322962e-64,-0.595452753364881,0.99,0.986,5.25925574050124e-60,"Microglia 1","Rplp2"
"Laptm5",4.4563156759399e-64,0.653367664318533,0.997,0.91,7.4665569150373e-60,"Microglia 1","Laptm5"
"Egr1",1.11555033071768e-63,1.47776185595424,0.52,0.141,1.86910457911747e-59,"Microglia 1","Egr1"
"Mylip",1.13638873744044e-63,1.00918615235713,0.792,0.449,1.90401932958146e-59,"Microglia 1","Mylip"
"Inpp5d",1.47731782552988e-63,0.894623074858188,0.867,0.538,2.47524601667532e-59,"Microglia 1","Inpp5d"
"Git2",1.4958894250484e-63,1.02900852711592,0.717,0.331,2.5063627316686e-59,"Microglia 1","Git2"
"Rpl15",1.91667582523526e-63,-0.625111899222141,0.967,0.987,3.21139034518168e-59,"Microglia 1","Rpl15"
"Ifi30",6.33395326116e-63,-0.97071809692045,0.862,0.931,1.06125386890736e-58,"Microglia 1","Ifi30"
"Rpl18",8.80857522546304e-63,-0.634084566245212,0.98,0.984,1.47587677902633e-58,"Microglia 1","Rpl18"
"Prdx1",1.05440940450743e-62,-1.52920658177085,0.518,0.809,1.7666629572522e-58,"Microglia 1","Prdx1"
"Apbb1ip",1.46378483899877e-62,0.922495626717341,0.89,0.628,2.45257149774244e-58,"Microglia 1","Apbb1ip"
"Lgals1",1.67567819354283e-62,-2.08185730535262,0.077,0.413,2.80759881328102e-58,"Microglia 1","Lgals1"
"Apoe",2.5620385003931e-62,-2.44372186492091,0.792,0.873,4.29269550740864e-58,"Microglia 1","Apoe"
"H2afz",6.40754489557757e-62,-1.503709321204,0.765,0.886,1.07358414725402e-57,"Microglia 1","H2afz"
"Lpcat2",9.6093852081844e-62,0.752706876664938,0.96,0.727,1.6100524916313e-57,"Microglia 1","Lpcat2"
"Zfp36l2",1.37600527904789e-61,1.01212471684226,0.808,0.459,2.30549684504475e-57,"Microglia 1","Zfp36l2"
"Pmepa1",2.24158112497669e-61,0.9674715608568,0.9,0.673,3.75576917489844e-57,"Microglia 1","Pmepa1"
"Lair1",7.457741645586e-61,0.829232191477422,0.945,0.67,1.24954461271793e-56,"Microglia 1","Lair1"
"Il6ra",8.36801417939709e-61,0.978980020330715,0.658,0.275,1.40206077575798e-56,"Microglia 1","Il6ra"
"Tpt1",8.44297273428632e-61,-0.498151824570085,0.998,0.997,1.41462008162967e-56,"Microglia 1","Tpt1"
"Ptgs1",2.7525726935179e-60,0.913883026269889,0.842,0.544,4.61193554798925e-56,"Microglia 1","Ptgs1"
"Son",4.60618560382925e-60,0.775997073101604,0.955,0.74,7.71766397921592e-56,"Microglia 1","Son"
"Elmo1",6.44591169481455e-60,0.996006589091325,0.692,0.315,1.08001250446618e-55,"Microglia 1","Elmo1"
"Unc93b1",2.22190712403368e-59,0.718296969192518,0.968,0.768,3.72280538631844e-55,"Microglia 1","Unc93b1"
"Ccr5",4.72533554309235e-59,0.920270773035336,0.885,0.599,7.91729970245124e-55,"Microglia 1","Ccr5"
"Cox8a",4.91944735846086e-59,-0.891797951375788,0.88,0.952,8.24253404910116e-55,"Microglia 1","Cox8a"
"Cttnbp2nl",5.75069626888264e-59,0.956203210582494,0.762,0.425,9.63529159851287e-55,"Microglia 1","Cttnbp2nl"
"Dock4",7.82806270198436e-59,0.984046885942581,0.69,0.321,1.31159190571748e-54,"Microglia 1","Dock4"
"Pfn1",7.83457308773506e-59,-0.823292265946508,0.96,0.973,1.31268272085001e-54,"Microglia 1","Pfn1"
"Atox1",8.99138292230626e-59,-0.994534636176122,0.738,0.899,1.50650620863241e-54,"Microglia 1","Atox1"
"Adap2",1.29518924123932e-58,0.960646344153746,0.68,0.319,2.17008957369648e-54,"Microglia 1","Adap2"
"Spp1",1.32760951276046e-58,-4.8515637364924,0.187,0.449,2.22440973863016e-54,"Microglia 1","Spp1"
"Rpl9",1.86319611299649e-58,-0.584685928423586,0.978,0.987,3.12178508732563e-54,"Microglia 1","Rpl9"
"Rps12",2.88570102667577e-58,-0.544180802303733,0.995,0.994,4.83499207019525e-54,"Microglia 1","Rps12"
"Rps10",3.07364834590101e-58,-0.547882680130706,0.995,0.994,5.14989780355714e-54,"Microglia 1","Rps10"
"Tmcc3",4.02906776736768e-58,0.923674283269938,0.757,0.374,6.75070304422455e-54,"Microglia 1","Tmcc3"
"Uqcrq",4.55396731688764e-58,-1.11508236342406,0.56,0.807,7.63017223944524e-54,"Microglia 1","Uqcrq"
"Celf2",3.17678627935957e-57,0.962427105615801,0.795,0.471,5.32270541106696e-53,"Microglia 1","Celf2"
"Rpl24",7.90481297881168e-57,-0.604718915073854,0.985,0.988,1.3244514145999e-52,"Microglia 1","Rpl24"
"Rpl27a",8.89482247376678e-57,-0.535030632196451,0.995,0.996,1.49032750547962e-52,"Microglia 1","Rpl27a"
"Rpl35a",2.06743461560451e-56,-0.488504182775572,0.998,0.999,3.46398669844536e-52,"Microglia 1","Rpl35a"
"Rpl37a",4.73535136828833e-56,-0.55022223314637,0.997,0.994,7.93408121756709e-52,"Microglia 1","Rpl37a"
"Rpl8",8.05894955475572e-56,-0.622007150826402,0.965,0.983,1.35027699789932e-51,"Microglia 1","Rpl8"
"Arhgap45",2.66360889698397e-55,0.862361516176647,0.79,0.432,4.46287670689665e-51,"Microglia 1","Arhgap45"
"Rpl10a",6.13529210125482e-55,-0.633422437799883,0.97,0.989,1.02796819156525e-50,"Microglia 1","Rpl10a"
"Luc7l2",6.32833658257534e-55,0.909817196494006,0.797,0.456,1.0603127944105e-50,"Microglia 1","Luc7l2"
"Rpl22l1",6.48737815387859e-55,-0.977581062293413,0.645,0.854,1.08696020968236e-50,"Microglia 1","Rpl22l1"
"Ier5",6.63576148374706e-55,0.972886824126194,0.808,0.491,1.11182183660182e-50,"Microglia 1","Ier5"
"P2ry13",7.07172562594118e-55,0.96601365550362,0.785,0.486,1.18486762862644e-50,"Microglia 1","P2ry13"
"Ccl12",1.0680920330448e-54,-2.28715571928761,0.462,0.749,1.78958820136656e-50,"Microglia 1","Ccl12"
"Sox4",1.37982360322777e-54,1.21212510968294,0.438,0.114,2.31189444720812e-50,"Microglia 1","Sox4"
"Glul",2.57588616999417e-54,0.834437794315078,0.895,0.686,4.31589727782524e-50,"Microglia 1","Glul"
"Atp5j2",7.12242295086019e-54,-1.01131334476974,0.653,0.872,1.19336196541663e-49,"Microglia 1","Atp5j2"
"Rpl12",1.856967216073e-53,-0.63358877244294,0.963,0.986,3.11134857053032e-49,"Microglia 1","Rpl12"
"Cfh",3.7658363391733e-53,0.834453419143728,0.877,0.584,6.30965878628487e-49,"Microglia 1","Cfh"
"Rasgrp3",3.83229962720322e-53,0.970673354292478,0.63,0.275,6.421018025379e-49,"Microglia 1","Rasgrp3"
"Rps7",6.9939882864037e-53,-0.55016533819193,0.992,0.984,1.17184273738694e-48,"Microglia 1","Rps7"
"Srrm2",1.49489033393464e-52,0.822182882195464,0.862,0.586,2.50468875450748e-48,"Microglia 1","Srrm2"
"Junb",1.02529825170995e-51,1.00321029199135,0.85,0.582,1.71788722074002e-47,"Microglia 1","Junb"
"Clk1",1.55247710489583e-51,0.936724663787756,0.688,0.359,2.60117538925296e-47,"Microglia 1","Clk1"
"Cox6b1",1.59337226189912e-51,-0.917783782563435,0.715,0.874,2.66969522481197e-47,"Microglia 1","Cox6b1"
"Selenow",2.30103448033102e-51,-1.24050992562624,0.225,0.566,3.85538327179463e-47,"Microglia 1","Selenow"
"Ndufa4",4.05568100543344e-51,-0.989585751194208,0.672,0.863,6.79529352460373e-47,"Microglia 1","Ndufa4"
"Cox4i1",5.55162868316783e-51,-0.713888601180873,0.885,0.959,9.3017538586477e-47,"Microglia 1","Cox4i1"
"Ms4a6c",7.05258166220452e-51,-1.22378942939496,0.26,0.601,1.18166005750237e-46,"Microglia 1","Ms4a6c"
"Tomm6",7.61660315107307e-51,-1.02770595191801,0.57,0.808,1.27616185796229e-46,"Microglia 1","Tomm6"
"Elob",8.37457313554608e-51,-1.00077421323259,0.665,0.85,1.40315972886074e-46,"Microglia 1","Elob"
"Golm1",9.69718654946825e-51,0.830982734765211,0.875,0.62,1.62476360636341e-46,"Microglia 1","Golm1"
"Cstb",1.81615824658064e-50,-1.51754132554759,0.395,0.679,3.04297314214587e-46,"Microglia 1","Cstb"
"St3gal6",1.90526360774141e-50,0.915560361769872,0.682,0.352,3.19226917477073e-46,"Microglia 1","St3gal6"
"Fos",2.74693362022524e-50,1.33840750508755,0.548,0.205,4.60248728068739e-46,"Microglia 1","Fos"
"Zfp36",3.19995976521938e-50,0.963536638001149,0.783,0.451,5.36153258662507e-46,"Microglia 1","Zfp36"
"Scoc",4.03459884288596e-50,0.775609004470241,0.918,0.726,6.75997036125543e-46,"Microglia 1","Scoc"
"Rpl37",4.70244853701533e-50,-0.535315950852628,0.992,0.998,7.87895252376919e-46,"Microglia 1","Rpl37"
"Rhoh",4.89945515008422e-50,0.853029898703715,0.802,0.469,8.20903710396612e-46,"Microglia 1","Rhoh"
"Rpl14",5.73470751650577e-50,-0.641604175834312,0.907,0.962,9.60850244390542e-46,"Microglia 1","Rpl14"
"Smad7",8.8728019502867e-50,0.966428440277548,0.742,0.412,1.48663796677054e-45,"Microglia 1","Smad7"
"Wasf2",9.35037717916827e-50,0.833912467166193,0.777,0.516,1.56665569636964e-45,"Microglia 1","Wasf2"
"Ifitm2",1.32591535341896e-49,-1.34783828649207,0.148,0.476,2.22157117465346e-45,"Microglia 1","Ifitm2"
"Arhgap17",2.08081938071908e-49,0.881538140441919,0.687,0.342,3.48641287239482e-45,"Microglia 1","Arhgap17"
"Myl6",6.55674505728233e-49,-0.867873575589056,0.79,0.894,1.09858263434765e-44,"Microglia 1","Myl6"
"Zeb2",2.20945225971049e-48,0.803201752438509,0.892,0.592,3.70193726114493e-44,"Microglia 1","Zeb2"
"Ifitm3",3.12480880642165e-48,-1.71544416001233,0.252,0.568,5.23561715515947e-44,"Microglia 1","Ifitm3"
"Macf1",3.29405254864215e-48,0.930180049897309,0.742,0.457,5.51918504524992e-44,"Microglia 1","Macf1"
"Tcf4",3.3528656851558e-48,0.899032063350517,0.77,0.466,5.61772645547854e-44,"Microglia 1","Tcf4"
"Txn1",4.61947244873735e-48,-1.31175595002656,0.328,0.598,7.73992608785944e-44,"Microglia 1","Txn1"
"Rps29",7.73423019387455e-48,-0.431814425745531,1,0.996,1.29587026898368e-43,"Microglia 1","Rps29"
"Wnk1",1.30948466064568e-47,0.835625653105592,0.798,0.493,2.19404154891183e-43,"Microglia 1","Wnk1"
"Arpc3",1.86045043634132e-47,-0.879761940227356,0.787,0.899,3.11718470608988e-43,"Microglia 1","Arpc3"
"9930111J21Rik2",3.29513671992063e-47,0.844033635952257,0.682,0.346,5.52100157422702e-43,"Microglia 1","9930111J21Rik2"
"Fau",3.47718701676919e-47,-0.477513308838963,0.998,0.994,5.82602684659678e-43,"Microglia 1","Fau"
"Fam102b",3.67157818317029e-47,0.906601183918735,0.643,0.323,6.15172924590182e-43,"Microglia 1","Fam102b"
"Hint1",5.19462127016299e-47,-0.901569400971626,0.683,0.855,8.70358793815809e-43,"Microglia 1","Hint1"
"Sirpa",6.13660962964786e-47,0.769242900916491,0.883,0.641,1.0281889434475e-42,"Microglia 1","Sirpa"
"Ep300",8.42328750917072e-47,0.875228170505665,0.572,0.248,1.41132182216155e-42,"Microglia 1","Ep300"
"Cd164",9.5421811950576e-47,0.892471014304253,0.67,0.382,1.5987924592319e-42,"Microglia 1","Cd164"
"Rbm5",1.47983707560096e-46,0.86583161559772,0.645,0.313,2.4794670201694e-42,"Microglia 1","Rbm5"
"Selenop",1.75627916501857e-46,0.612535254653909,0.982,0.83,2.94264574098862e-42,"Microglia 1","Selenop"
"Ndufa13",1.76142650757717e-46,-0.844555982948118,0.663,0.858,2.95127011344554e-42,"Microglia 1","Ndufa13"
"Chchd2",1.77006872824005e-46,-0.851872840019322,0.783,0.917,2.9657501541662e-42,"Microglia 1","Chchd2"
"Pde3b",1.90839184427233e-46,0.820124521354384,0.735,0.437,3.1975105350783e-42,"Microglia 1","Pde3b"
"Man2b1",2.70237830282965e-46,0.7261716983904,0.912,0.664,4.52783484639108e-42,"Microglia 1","Man2b1"
"Uqcr11",5.04046463231739e-46,-0.949651332802411,0.557,0.803,8.44529849144778e-42,"Microglia 1","Uqcr11"
"Bst2",5.38394585771701e-46,-1.27471040227245,0.533,0.753,9.02080128460486e-42,"Microglia 1","Bst2"
"Rock2",6.53498300632378e-46,0.911908096335726,0.602,0.302,1.09493640270955e-41,"Microglia 1","Rock2"
"Rps13",7.28343953150553e-46,-0.489364307346936,0.983,0.985,1.22034029350375e-41,"Microglia 1","Rps13"
"Pnisr",1.11952092977292e-45,0.85411070974008,0.648,0.316,1.87575731783453e-41,"Microglia 1","Pnisr"
"Nme1",1.91997931059877e-45,-1.10452416012222,0.247,0.564,3.21692533490823e-41,"Microglia 1","Nme1"
"Dusp7",2.40378690163991e-45,0.863225298417657,0.533,0.212,4.02754495369768e-41,"Microglia 1","Dusp7"
"E230029C05Rik",2.66308610594467e-45,0.848545295523289,0.725,0.393,4.46200077051029e-41,"Microglia 1","E230029C05Rik"
"Pdgfb",2.98438105444038e-45,0.862061064692061,0.755,0.439,5.00033045671486e-41,"Microglia 1","Pdgfb"
"Adrb2",4.42619296346407e-45,0.873261685670321,0.535,0.204,7.41608631028406e-41,"Microglia 1","Adrb2"
"Ctsz",9.19671099168476e-45,-0.554632428653984,0.995,0.975,1.54090892665678e-40,"Microglia 1","Ctsz"
"Arglu1",2.094863762784e-44,0.83547091738362,0.723,0.421,3.50994423454459e-40,"Microglia 1","Arglu1"
"Ran",4.38905305859006e-44,-1.09054648896635,0.438,0.681,7.35385839966764e-40,"Microglia 1","Ran"
"Rps21",4.92848791878528e-44,-0.489581921966828,0.993,0.992,8.25768150792474e-40,"Microglia 1","Rps21"
"Sem1",5.47130008598577e-44,-0.901318681924948,0.685,0.857,9.16716329406915e-40,"Microglia 1","Sem1"
"Birc5",7.52547793339118e-44,-1.10278087960209,0.005,0.213,1.26089382773969e-39,"Microglia 1","Birc5"
"Rpl18a",9.60634520935802e-44,-0.463167261875416,0.997,0.997,1.60954313982794e-39,"Microglia 1","Rpl18a"
"Rpl3",1.03657363719204e-43,-0.523669822099827,0.967,0.977,1.73677912911526e-39,"Microglia 1","Rpl3"
