"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Tlr3",9.05304505277421e-15,0.462488945046397,0.358,0.188,1.51683769859232e-10,"Microglia 1","Tlr3"
"Ccna2",9.49733646360578e-15,-0.267189090167612,0.002,0.076,1.59127872447715e-10,"Microglia 1","Ccna2"
"H3f3b",9.55073351832167e-15,0.413795979188482,0.983,0.948,1.6002254009948e-10,"Microglia 1","H3f3b"
"Nuak1",9.77771392160796e-15,0.463247320839205,0.367,0.226,1.63825596756541e-10,"Microglia 1","Nuak1"
"Brd2",9.867382578786e-15,0.451991122989557,0.438,0.273,1.65327995107559e-10,"Microglia 1","Brd2"
"4833420G17Rik",1.01231221525629e-14,0.425485713061284,0.3,0.148,1.69612911666191e-10,"Microglia 1","4833420G17Rik"
"Hmmr",1.01658886527672e-14,-0.314700291545292,0,0.064,1.70329464377114e-10,"Microglia 1","Hmmr"
"Lgmn",1.04979863037277e-14,0.16662109670484,1,0.971,1.75893760518958e-10,"Microglia 1","Lgmn"
"Phgdh",1.05906992792948e-14,-0.522927534631226,0.272,0.45,1.77447166424584e-10,"Microglia 1","Phgdh"
"Akap13",1.11665417827156e-14,0.401623403177675,0.723,0.552,1.87095407569399e-10,"Microglia 1","Akap13"
"Gtf2h5",1.1264139159338e-14,-0.557332681534707,0.257,0.429,1.88730651614708e-10,"Microglia 1","Gtf2h5"
"Ulk2",1.15386239239103e-14,0.437323226257689,0.403,0.258,1.93329643845117e-10,"Microglia 1","Ulk2"
"C5ar2",1.22847036097639e-14,0.442237776556114,0.268,0.12,2.05830208981594e-10,"Microglia 1","C5ar2"
"Slc15a4",1.23435790166373e-14,0.459714296491516,0.357,0.218,2.06816666423758e-10,"Microglia 1","Slc15a4"
"Ddx6",1.27234711277109e-14,0.441828055953057,0.5,0.313,2.13181758744796e-10,"Microglia 1","Ddx6"
"Iffo1",1.28404645651858e-14,0.416424635154365,0.322,0.153,2.15141983789688e-10,"Microglia 1","Iffo1"
"Krtcap2",1.36119009051468e-14,-0.489831447382026,0.632,0.73,2.28067399665735e-10,"Microglia 1","Krtcap2"
"Ebf3",1.39425726986869e-14,0.351604552561976,0.13,0.032,2.33607805566499e-10,"Microglia 1","Ebf3"
"Samsn1",1.40670687597985e-14,0.424180270832784,0.687,0.532,2.35693737070424e-10,"Microglia 1","Samsn1"
"Tns3",1.43282116898641e-14,0.454949548768361,0.422,0.243,2.40069186863673e-10,"Microglia 1","Tns3"
"Fermt3",1.43580760346418e-14,0.415130003491507,0.728,0.57,2.40569563960423e-10,"Microglia 1","Fermt3"
"Itgav",1.49832418121918e-14,0.472830737102284,0.388,0.237,2.51044216563274e-10,"Microglia 1","Itgav"
"Slc38a2",1.53157450269488e-14,0.519802256714924,0.54,0.36,2.56615307926527e-10,"Microglia 1","Slc38a2"
"Tmem245",1.62277492768173e-14,0.428922410045008,0.25,0.112,2.71895939133075e-10,"Microglia 1","Tmem245"
"Galnt11",1.68032067200763e-14,0.428813436251089,0.318,0.173,2.81537728594878e-10,"Microglia 1","Galnt11"
"Resf1",1.71743005823582e-14,0.482993206425014,0.452,0.262,2.87755406257411e-10,"Microglia 1","Resf1"
"Cd81",1.7361604588444e-14,0.156233272149967,0.997,0.961,2.90893684879379e-10,"Microglia 1","Cd81"
"Zup1",1.73797790048227e-14,0.511725519860203,0.452,0.283,2.91198197225805e-10,"Microglia 1","Zup1"
"Snrk",1.87474719496919e-14,0.423158400716992,0.273,0.144,3.14113892517087e-10,"Microglia 1","Snrk"
"Ncf2",1.92683521030612e-14,0.448074211752611,0.56,0.433,3.2284123948679e-10,"Microglia 1","Ncf2"
"Tyrobp",1.92723644770274e-14,-0.24961831224599,0.997,0.984,3.22908466812594e-10,"Microglia 1","Tyrobp"
"Pros1",2.08851651864381e-14,0.439604111174783,0.593,0.444,3.4993094269877e-10,"Microglia 1","Pros1"
"Kcnk6",2.08907741784858e-14,0.438258621941359,0.352,0.191,3.50024921360529e-10,"Microglia 1","Kcnk6"
"Rps15",2.11138271726844e-14,-0.399997025370282,0.94,0.963,3.53762174278327e-10,"Microglia 1","Rps15"
"Brd9",2.20613046266263e-14,0.440853628579091,0.365,0.203,3.69637159019124e-10,"Microglia 1","Brd9"
"Zfp148",2.22724076759008e-14,0.447976654839363,0.348,0.185,3.73174190609718e-10,"Microglia 1","Zfp148"
"Gpatch8",2.33404829503039e-14,0.420283750638119,0.353,0.188,3.91069791832343e-10,"Microglia 1","Gpatch8"
"Cdk5r1",2.44067768563406e-14,0.465646653258942,0.29,0.148,4.08935546227987e-10,"Microglia 1","Cdk5r1"
"Gla",2.46595725243145e-14,-0.369630186044618,0.022,0.126,4.13171137644889e-10,"Microglia 1","Gla"
"Kdm5b",2.47568987215049e-14,0.351167353942003,0.18,0.067,4.14801838078814e-10,"Microglia 1","Kdm5b"
"Atp2b1",2.71698661073871e-14,0.461620986792083,0.608,0.44,4.55231106629271e-10,"Microglia 1","Atp2b1"
"Zfp260",2.73581996706974e-14,0.364843578186151,0.198,0.094,4.58386635482535e-10,"Microglia 1","Zfp260"
"Smc2",2.75058406001579e-14,-0.503981097962061,0.037,0.153,4.60860359255646e-10,"Microglia 1","Smc2"
"Ecscr",2.7760151477554e-14,0.463999167737814,0.713,0.554,4.65121338006418e-10,"Microglia 1","Ecscr"
"Slc4a7",2.86050096635667e-14,0.428344914764789,0.315,0.159,4.7927693691306e-10,"Microglia 1","Slc4a7"
"Tm9sf2",2.88794351254656e-14,0.448248433395395,0.593,0.438,4.83874935527176e-10,"Microglia 1","Tm9sf2"
"Nfkb1",2.98294826412833e-14,0.437575758169917,0.432,0.251,4.99792981654701e-10,"Microglia 1","Nfkb1"
"Tspan13",2.98335535428392e-14,0.470756488264109,0.445,0.26,4.9986118961027e-10,"Microglia 1","Tspan13"
"Cyb561a3",3.03870810235662e-14,0.412734301901915,0.275,0.145,5.09135542549852e-10,"Microglia 1","Cyb561a3"
"Crebbp",3.07756259829715e-14,0.438367358653135,0.347,0.19,5.15645613344687e-10,"Microglia 1","Crebbp"
"Rtn4",3.07891654029278e-14,0.441206329546087,0.73,0.586,5.15872466326055e-10,"Microglia 1","Rtn4"
"Rasal3",3.23149564016044e-14,0.440222820153158,0.343,0.195,5.41437094508882e-10,"Microglia 1","Rasal3"
"Gatad2b",3.29013324391649e-14,0.419213712555314,0.358,0.182,5.51261825018208e-10,"Microglia 1","Gatad2b"
"Phf20l1",3.34141664532259e-14,0.442143755249028,0.398,0.241,5.59854358923799e-10,"Microglia 1","Phf20l1"
"Mindy2",3.43833885615742e-14,0.464963273461247,0.363,0.195,5.76093675349175e-10,"Microglia 1","Mindy2"
"Psmb1",3.53644133219479e-14,-0.452273053398308,0.567,0.705,5.92530745209238e-10,"Microglia 1","Psmb1"
"Manf",3.57410220725014e-14,-0.519303088969989,0.622,0.747,5.9884082482476e-10,"Microglia 1","Manf"
"Atp6v1f",3.6585927133166e-14,-0.454076735978872,0.705,0.816,6.12997209116196e-10,"Microglia 1","Atp6v1f"
"Nhp2",3.78323993795784e-14,-0.479737482295218,0.163,0.337,6.33881851604837e-10,"Microglia 1","Nhp2"
"Myadm",3.87703403350111e-14,0.450333098459522,0.318,0.17,6.49597052313111e-10,"Microglia 1","Myadm"
"Kif21b",3.88553237226867e-14,0.457446548354378,0.3,0.15,6.51020948973615e-10,"Microglia 1","Kif21b"
"Nlrp3",3.89424998983204e-14,0.39920832062088,0.242,0.124,6.52481585796358e-10,"Microglia 1","Nlrp3"
"Smurf2",3.90947289806391e-14,0.35317351213296,0.158,0.072,6.55032184070608e-10,"Microglia 1","Smurf2"
"Fam193a",3.93265711025832e-14,0.435680425554204,0.29,0.137,6.58916698823781e-10,"Microglia 1","Fam193a"
"Fam168a",3.94170332449958e-14,0.400676221835262,0.265,0.116,6.60432392019905e-10,"Microglia 1","Fam168a"
"Ppp1r21",4.16538661317076e-14,0.41397256305205,0.282,0.135,6.97910527036761e-10,"Microglia 1","Ppp1r21"
"Daglb",4.27577267411768e-14,0.409254772220484,0.592,0.405,7.16405711548417e-10,"Microglia 1","Daglb"
"Traf3ip3",4.38046568095872e-14,0.459819478397048,0.327,0.168,7.33947024844633e-10,"Microglia 1","Traf3ip3"
"Synrg",4.40441236145955e-14,0.428015833877068,0.308,0.163,7.37959291162547e-10,"Microglia 1","Synrg"
"Rsbn1",4.43790687210168e-14,0.438575768235913,0.298,0.15,7.43571296420637e-10,"Microglia 1","Rsbn1"
"Leng8",4.5911847601496e-14,0.408343420185963,0.263,0.134,7.69253006563066e-10,"Microglia 1","Leng8"
"Apc",4.62962338132955e-14,0.445422143063501,0.318,0.174,7.75693397541767e-10,"Microglia 1","Apc"
"Cited2",4.9064670983811e-14,0.539380799307651,0.36,0.195,8.22078562333754e-10,"Microglia 1","Cited2"
"Wdr37",5.02586124608054e-14,0.335800759081193,0.202,0.094,8.42083051780794e-10,"Microglia 1","Wdr37"
"Cask",5.08564768397892e-14,0.348541228265958,0.157,0.042,8.52100269450668e-10,"Microglia 1","Cask"
"Rcbtb2",5.10423478572492e-14,0.4344415962243,0.582,0.419,8.5521453834821e-10,"Microglia 1","Rcbtb2"
"Fmnl3",5.7101324347489e-14,0.421565119464522,0.357,0.193,9.56732689442178e-10,"Microglia 1","Fmnl3"
"Gm29488",5.84662220039088e-14,0.376270463568268,0.188,0.064,9.79601549675492e-10,"Microglia 1","Gm29488"
"Uhrf2",5.92449567818206e-14,0.470614819904028,0.318,0.187,9.92649250879404e-10,"Microglia 1","Uhrf2"
"Prpf39",6.00969700167921e-14,0.364893700362997,0.25,0.156,1.00692473263135e-09,"Microglia 1","Prpf39"
"Chd8",6.06571617931523e-14,0.419260395215954,0.262,0.118,1.01631074584427e-09,"Microglia 1","Chd8"
"Wdr26",6.21625115939704e-14,0.449092062823727,0.488,0.332,1.04153288175697e-09,"Microglia 1","Wdr26"
"Nfix",6.38900954322304e-14,0.432589660464807,0.315,0.169,1.07047854896702e-09,"Microglia 1","Nfix"
"Zfand5",6.79146128242868e-14,0.473079650308658,0.535,0.365,1.13790933787093e-09,"Microglia 1","Zfand5"
"Trim12a",6.79649743701049e-14,0.446678167991336,0.355,0.185,1.13875314557111e-09,"Microglia 1","Trim12a"
"Slf2",7.00551779527457e-14,0.419580514437771,0.248,0.13,1.17377450659825e-09,"Microglia 1","Slf2"
"Map4",7.74209568156644e-14,0.433462920876479,0.37,0.228,1.29718813144646e-09,"Microglia 1","Map4"
"Smg1",7.91954133272287e-14,0.438069234026643,0.328,0.185,1.32691915029772e-09,"Microglia 1","Smg1"
"Tln2",8.19934411881405e-14,0.378089956564239,0.225,0.093,1.37380010710729e-09,"Microglia 1","Tln2"
"Xiap",8.36203311106645e-14,0.450527066464766,0.442,0.276,1.40105864775918e-09,"Microglia 1","Xiap"
"Prcp",8.42090677013746e-14,0.425617411689896,0.44,0.294,1.41092292933653e-09,"Microglia 1","Prcp"
"Etfb",8.54390792054307e-14,-0.509252849567568,0.363,0.551,1.43153177208699e-09,"Microglia 1","Etfb"
"Nfam1",9.08153633865374e-14,0.431692903577742,0.443,0.267,1.52161141354143e-09,"Microglia 1","Nfam1"
"Tnfrsf1b",9.3551655978044e-14,0.454556069097745,0.377,0.238,1.56745799591213e-09,"Microglia 1","Tnfrsf1b"
"Rsbn1l",9.56094232994216e-14,0.436801947177092,0.457,0.293,1.60193588738181e-09,"Microglia 1","Rsbn1l"
"Pcf11",9.68142705413292e-14,0.420232891245666,0.235,0.115,1.62212310291997e-09,"Microglia 1","Pcf11"
"Tmsb10",1.02077006078042e-13,-0.753606080571228,0.413,0.576,1.71030023683759e-09,"Microglia 1","Tmsb10"
"Bsg",1.02884567269877e-13,-0.365382815957906,0.858,0.869,1.72383092460678e-09,"Microglia 1","Bsg"
"Hspa8",1.04614398892902e-13,-0.431228127262238,0.86,0.908,1.75281425345058e-09,"Microglia 1","Hspa8"
"H2afv",1.07626427642244e-13,-0.64792920922109,0.245,0.407,1.80328079514579e-09,"Microglia 1","H2afv"
"Itpripl1",1.08562016178768e-13,0.390662485111768,0.25,0.113,1.81895658107525e-09,"Microglia 1","Itpripl1"
"Pak2",1.08973278031536e-13,0.433765553855282,0.617,0.458,1.82584727341839e-09,"Microglia 1","Pak2"
"Nbea",1.13632749300923e-13,0.326713140710084,0.133,0.034,1.90391671453696e-09,"Microglia 1","Nbea"
"Fbrsl1",1.14147779165363e-13,0.422145072768022,0.342,0.184,1.91254603991566e-09,"Microglia 1","Fbrsl1"
"Cpsf6",1.16635912947568e-13,0.435431707782912,0.29,0.168,1.9542347214365e-09,"Microglia 1","Cpsf6"
"Rac2",1.2067027402549e-13,-0.442791812366816,0.437,0.63,2.02183044129709e-09,"Microglia 1","Rac2"
"Ncor1",1.22102538119915e-13,0.470312958539687,0.497,0.347,2.04582802619917e-09,"Microglia 1","Ncor1"
"Zbtb1",1.23391160527599e-13,0.41664390184868,0.255,0.127,2.06741889463991e-09,"Microglia 1","Zbtb1"
"Nr2c2",1.28775055122308e-13,0.371293641410029,0.218,0.088,2.15762604857428e-09,"Microglia 1","Nr2c2"
"Rptor",1.30790612016503e-13,0.418598365145219,0.287,0.139,2.19139670433651e-09,"Microglia 1","Rptor"
"Rassf5",1.36041296816227e-13,0.383598575253903,0.225,0.111,2.27937192815588e-09,"Microglia 1","Rassf5"
"Pik3cd",1.38235240435569e-13,0.418446966766315,0.323,0.178,2.31613145349796e-09,"Microglia 1","Pik3cd"
"Scaf11",1.4039142283146e-13,0.460075568066442,0.52,0.368,2.35225828954112e-09,"Microglia 1","Scaf11"
"Capza2",1.42332179745961e-13,0.31208473302289,0.948,0.864,2.38477567164357e-09,"Microglia 1","Capza2"
"Tmem100",1.50203515987862e-13,0.457682315071016,0.308,0.161,2.51665991037663e-09,"Microglia 1","Tmem100"
"Vps4b",1.55984149743852e-13,0.412278387900341,0.403,0.264,2.61351442895824e-09,"Microglia 1","Vps4b"
"Cox6a2",1.6282265517593e-13,-0.417457712540171,0.05,0.175,2.72809358747271e-09,"Microglia 1","Cox6a2"
"Igfbp6",1.64577176111156e-13,-0.34813972035024,0.035,0.148,2.75749058574242e-09,"Microglia 1","Igfbp6"
"Gabbr1",1.65240291046935e-13,0.356185008596143,0.2,0.08,2.76860107649140e-09,"Microglia 1","Gabbr1"
"Gm1673",1.65894194225966e-13,-0.381618186392288,0.033,0.144,2.77955722425606e-09,"Microglia 1","Gm1673"
"Gpbp1l1",1.70072545278996e-13,0.383957715357914,0.288,0.155,2.84956549614958e-09,"Microglia 1","Gpbp1l1"
"Tmem258",1.7614804853664e-13,-0.508381799538752,0.552,0.668,2.9513605532314e-09,"Microglia 1","Tmem258"
"Pafah1b1",1.78194829806671e-13,0.414709139489956,0.63,0.465,2.98565437341077e-09,"Microglia 1","Pafah1b1"
"Rab11fip2",1.79259811015805e-13,0.365117296376918,0.215,0.1,3.00349813356981e-09,"Microglia 1","Rab11fip2"
"Gmnn",1.8083290421283e-13,-0.368819027173197,0.027,0.131,3.02985531008596e-09,"Microglia 1","Gmnn"
"Kdm7a",1.8513322063784e-13,0.446690492490063,0.323,0.186,3.10190711178701e-09,"Microglia 1","Kdm7a"
"Msl2",2.02146144268575e-13,0.391011322251369,0.252,0.123,3.38695864721997e-09,"Microglia 1","Msl2"
"Cybb",2.08229674012174e-13,-0.427134860790563,0.02,0.118,3.48888818807398e-09,"Microglia 1","Cybb"
"Mga",2.12384018930669e-13,0.42955571018204,0.252,0.117,3.55849423718336e-09,"Microglia 1","Mga"
"Sod2",2.2293151765277e-13,-0.574925955806871,0.168,0.33,3.73521757827217e-09,"Microglia 1","Sod2"
"Ralgps2",2.2952616989914e-13,0.410152237287246,0.265,0.139,3.84571097666009e-09,"Microglia 1","Ralgps2"
"Tnpo3",2.46371383411168e-13,0.417981691277252,0.298,0.162,4.12795252905413e-09,"Microglia 1","Tnpo3"
"Cep68",2.49644701561802e-13,0.37658229533166,0.202,0.076,4.18279697466799e-09,"Microglia 1","Cep68"
"Sumo2",2.57228626320638e-13,-0.506258680711211,0.557,0.692,4.30986563400230e-09,"Microglia 1","Sumo2"
"Cdkn3",2.63471149211243e-13,-0.378736257726347,0.015,0.106,4.41445910503438e-09,"Microglia 1","Cdkn3"
"Tnfaip8l2",2.65086932394964e-13,0.387838300108715,0.768,0.64,4.44153155227763e-09,"Microglia 1","Tnfaip8l2"
"Upk1b",2.84921016089566e-13,0.31928283768522,0.118,0.024,4.77385162458067e-09,"Microglia 1","Upk1b"
"Psmb3",2.8500053845308e-13,-0.511051852960822,0.423,0.576,4.77518402178135e-09,"Microglia 1","Psmb3"
"Mrps14",2.88816596473479e-13,-0.510224573466205,0.333,0.51,4.83912207391314e-09,"Microglia 1","Mrps14"
"Rasa1",2.97159461260667e-13,0.408669280862927,0.343,0.204,4.97890677342248e-09,"Microglia 1","Rasa1"
"Lig1",3.0390257493752e-13,-0.475066211043878,0.037,0.146,5.09188764307814e-09,"Microglia 1","Lig1"
"Brd4",3.16999319406474e-13,0.430689675906372,0.353,0.214,5.31132359665548e-09,"Microglia 1","Brd4"
"Rps9",3.19694124937893e-13,-0.244912619675338,0.997,0.993,5.3564750633344e-09,"Microglia 1","Rps9"
"Esd",3.20865445867188e-13,-0.550056805511817,0.373,0.553,5.37610054550474e-09,"Microglia 1","Esd"
"Erbin",3.20921687621673e-13,0.402372807324671,0.322,0.169,5.37704287610113e-09,"Microglia 1","Erbin"
"Cnot6l",3.33682898262598e-13,0.411520601395842,0.293,0.174,5.59085696038984e-09,"Microglia 1","Cnot6l"
"Ckap2l",3.41862952548057e-13,-0.271512793576175,0.002,0.069,5.7279137699427e-09,"Microglia 1","Ckap2l"
"Mbd6",3.51536867030872e-13,0.309638304176645,0.175,0.06,5.89000020710226e-09,"Microglia 1","Mbd6"
"Krit1",3.67828865414041e-13,0.414395295815425,0.382,0.221,6.16297264001225e-09,"Microglia 1","Krit1"
"Psmd8",3.84783005183262e-13,-0.474828820464123,0.37,0.541,6.44703925184556e-09,"Microglia 1","Psmd8"
"Hebp1",3.93466470445128e-13,-0.464701953592789,0.322,0.509,6.59253071230811e-09,"Microglia 1","Hebp1"
"Prc1",3.94042432693521e-13,-0.400455223891563,0.008,0.087,6.60218095977994e-09,"Microglia 1","Prc1"
"Adora3",4.03515331974401e-13,0.424240942630567,0.377,0.209,6.76089938723109e-09,"Microglia 1","Adora3"
"Csnk1a1",4.09692968775303e-13,0.398272487995302,0.59,0.439,6.86440569183021e-09,"Microglia 1","Csnk1a1"
"Tpm4",4.12805638882614e-13,-0.474343112460582,0.132,0.285,6.91655847947819e-09,"Microglia 1","Tpm4"
"Tmem205",4.14612560883751e-13,-0.323964466084159,0.02,0.116,6.94683345760724e-09,"Microglia 1","Tmem205"
"Ubap2l",4.23295779209921e-13,0.434451056147431,0.518,0.383,7.09232078066223e-09,"Microglia 1","Ubap2l"
"Ndufb10",4.28837419208329e-13,-0.508712599314919,0.45,0.594,7.18517095883555e-09,"Microglia 1","Ndufb10"
"Hnrnpul1",4.30022615675285e-13,0.433597179792236,0.443,0.3,7.20502892563939e-09,"Microglia 1","Hnrnpul1"
"Fam117b",4.47381865934348e-13,0.381633187674899,0.292,0.138,7.49588316373000e-09,"Microglia 1","Fam117b"
"Zfand6",4.49042474503724e-13,0.402226276406541,0.462,0.315,7.5237066603099e-09,"Microglia 1","Zfand6"
"Npm1",4.80105600359424e-13,-0.421315053352089,0.75,0.859,8.04416933402216e-09,"Microglia 1","Npm1"
"Bcl9l",4.8421607361415e-13,0.359424462410585,0.205,0.081,8.11304031340508e-09,"Microglia 1","Bcl9l"
"Ndufb6",4.84768956727778e-13,-0.496798771458432,0.2,0.362,8.12230386997392e-09,"Microglia 1","Ndufb6"
"Psma5",4.86409584944017e-13,-0.532675252450022,0.342,0.499,8.14979259573701e-09,"Microglia 1","Psma5"
"Ddx39",4.89097763984127e-13,-0.347076766737475,0.082,0.219,8.19483303555405e-09,"Microglia 1","Ddx39"
"Usp24",4.9309812378185e-13,0.375617078681881,0.227,0.127,8.26185906396489e-09,"Microglia 1","Usp24"
"Tox4",4.95981748254097e-13,0.42518461926172,0.428,0.274,8.31017419199739e-09,"Microglia 1","Tox4"
"Ccni",4.99205746272704e-13,0.385964457607757,0.557,0.408,8.36419227879915e-09,"Microglia 1","Ccni"
"Hipk2",5.0243521447229e-13,0.368227075880096,0.18,0.068,8.41830201848322e-09,"Microglia 1","Hipk2"
"Fmnl1",5.06168345112924e-13,0.405479316796174,0.36,0.194,8.48085062236703e-09,"Microglia 1","Fmnl1"
"Lhfpl2",5.35947845233435e-13,0.430624933269246,0.427,0.294,8.9798061468862e-09,"Microglia 1","Lhfpl2"
"Hist1h2ac",5.37114213149609e-13,0.518897789059418,0.173,0.062,8.99934864132170e-09,"Microglia 1","Hist1h2ac"
"Ncoa3",5.37195512261754e-13,0.439025135347826,0.352,0.202,9.00071080794569e-09,"Microglia 1","Ncoa3"
"Tmem204",5.40850071942302e-13,0.275821402237502,0.115,0.023,9.06194295539327e-09,"Microglia 1","Tmem204"
"Rab3il1",5.61075544564653e-13,0.40082236447824,0.662,0.497,9.40082074918076e-09,"Microglia 1","Rab3il1"
"Dennd6a",5.635614227388e-13,0.396534558127562,0.263,0.135,9.4424716379886e-09,"Microglia 1","Dennd6a"
"Mier1",5.7143077791716e-13,0.430546426206202,0.435,0.258,9.57432268400202e-09,"Microglia 1","Mier1"
"Gfm2",5.81622946234109e-13,0.409319247864144,0.232,0.105,9.74509246415249e-09,"Microglia 1","Gfm2"
"Erh",6.11440243340153e-13,-0.500235123686614,0.195,0.363,1.02446812771643e-08,"Microglia 1","Erh"
"Pkn2",6.44794860801019e-13,0.420297797834707,0.337,0.193,1.08035378927211e-08,"Microglia 1","Pkn2"
"Cadm1",6.64600130821871e-13,0.460477351178775,0.432,0.255,1.11353751919204e-08,"Microglia 1","Cadm1"
"Accs",6.71456206310757e-13,0.35131326123502,0.182,0.071,1.12502487367367e-08,"Microglia 1","Accs"
"D8Ertd738e",6.77641496353498e-13,-0.461143848848343,0.487,0.648,1.13538832714029e-08,"Microglia 1","D8Ertd738e"
"Rex1bd",6.77944058276411e-13,-0.514979613148498,0.257,0.424,1.13589526964213e-08,"Microglia 1","Rex1bd"
"Ldb1",7.23850630001354e-13,0.403494969385658,0.312,0.178,1.21281173056727e-08,"Microglia 1","Ldb1"
"Ctdsp2",7.77735022435532e-13,0.342492803841549,0.195,0.073,1.30309503009073e-08,"Microglia 1","Ctdsp2"
"Adrb1",8.11068461626502e-13,0.401780971827745,0.247,0.109,1.3589452074552e-08,"Microglia 1","Adrb1"
"Snn",8.31452014924227e-13,0.386058600422306,0.248,0.115,1.39309785100554e-08,"Microglia 1","Snn"
"Wdfy2",8.72620196139901e-13,0.370490132533065,0.253,0.122,1.4620751386324e-08,"Microglia 1","Wdfy2"
"Tifab",8.94611654369198e-13,0.42653579989329,0.39,0.248,1.49892182689559e-08,"Microglia 1","Tifab"
"4930581F22Rik",9.2110823548792e-13,0.335656514624684,0.15,0.053,1.54331684856001e-08,"Microglia 1","4930581F22Rik"
"Clic1",9.66345601412117e-13,-0.304621032193523,0.923,0.934,1.619112055166e-08,"Microglia 1","Clic1"
"Znrf2",9.82041366515423e-13,0.399830311134713,0.378,0.215,1.64541030959659e-08,"Microglia 1","Znrf2"
"Aim2",1.00669156594474e-12,0.415869277478134,0.343,0.203,1.68671171874041e-08,"Microglia 1","Aim2"
"Ndufb9",1.03556138254276e-12,-0.458495233387718,0.582,0.706,1.7350830964504e-08,"Microglia 1","Ndufb9"
"Pcmtd2",1.04493888778358e-12,0.352384363205212,0.203,0.082,1.75079510648139e-08,"Microglia 1","Pcmtd2"
"Tnfrsf13b",1.08770026872156e-12,0.427625352051845,0.383,0.254,1.82244180024298e-08,"Microglia 1","Tnfrsf13b"
"Parp8",1.09220960952114e-12,0.368710127946064,0.25,0.134,1.82999720075267e-08,"Microglia 1","Parp8"
"Cd5l",1.12426145051939e-12,-0.498442543380398,0.012,0.093,1.88370006034524e-08,"Microglia 1","Cd5l"
"Fam120b",1.21696894108358e-12,0.393508347811159,0.22,0.095,2.03903146078554e-08,"Microglia 1","Fam120b"
"Fbxl3",1.22393166726866e-12,0.374104584454619,0.262,0.145,2.05069750850863e-08,"Microglia 1","Fbxl3"
"Arhgap22",1.24178185747678e-12,0.377721670562255,0.207,0.081,2.08060550220234e-08,"Microglia 1","Arhgap22"
"Slmap",1.28319968330478e-12,0.397383439516511,0.29,0.152,2.15000106937716e-08,"Microglia 1","Slmap"
"Sesn1",1.31967713068602e-12,0.419423056685675,0.323,0.172,2.21111903246442e-08,"Microglia 1","Sesn1"
"Pomp",1.31988379994516e-12,-0.436519431396201,0.733,0.814,2.21146530680812e-08,"Microglia 1","Pomp"
"Atraid",1.33914481825272e-12,0.396267017249691,0.688,0.538,2.24373714298243e-08,"Microglia 1","Atraid"
"Stk10",1.38410052841895e-12,0.368835846923793,0.215,0.105,2.31906043536595e-08,"Microglia 1","Stk10"
"Trim44",1.42540393828218e-12,0.381214970904694,0.308,0.158,2.38826429859179e-08,"Microglia 1","Trim44"
"Mysm1",1.43446499420724e-12,0.408842394019681,0.272,0.149,2.40344609779422e-08,"Microglia 1","Mysm1"
"R3hdm1",1.49122598630608e-12,0.39658030386087,0.342,0.189,2.49854914005583e-08,"Microglia 1","R3hdm1"
"Zfx",1.55522298774179e-12,0.370095356810503,0.252,0.141,2.60577611596136e-08,"Microglia 1","Zfx"
"Zfp950",1.60810443481918e-12,0.378604569342453,0.267,0.145,2.69437898053954e-08,"Microglia 1","Zfp950"
"Yes1",1.62709465017188e-12,0.324184273969774,0.15,0.053,2.72619708636299e-08,"Microglia 1","Yes1"
"Usf2",1.64088718265975e-12,0.398046386182901,0.478,0.335,2.7493064745464e-08,"Microglia 1","Usf2"
"Sirt7",1.68706487636055e-12,0.396782870880457,0.333,0.199,2.8266772003421e-08,"Microglia 1","Sirt7"
"Mef2d",1.69702060444458e-12,0.347097982024806,0.228,0.116,2.84335802274689e-08,"Microglia 1","Mef2d"
"Rab5if",1.73683376148183e-12,-0.451938691828355,0.463,0.613,2.9100649673628e-08,"Microglia 1","Rab5if"
"Oga",1.82079836051686e-12,0.355069601379322,0.222,0.124,3.050747653046e-08,"Microglia 1","Oga"
"Mlph",1.83586147366171e-12,0.377598639599196,0.182,0.076,3.0759858991202e-08,"Microglia 1","Mlph"
"Nek7",1.84815327423626e-12,0.436454193516109,0.452,0.307,3.09658081098286e-08,"Microglia 1","Nek7"
"Prkab1",1.88642018306148e-12,0.363337488276014,0.182,0.082,3.16069701671951e-08,"Microglia 1","Prkab1"
"Psmb2",1.94744619865351e-12,-0.485778661230467,0.407,0.572,3.26294610584396e-08,"Microglia 1","Psmb2"
"Nup88",2.00646531560618e-12,0.382598371648987,0.263,0.135,3.36183263629816e-08,"Microglia 1","Nup88"
"Ralbp1",2.02796216387664e-12,0.425701339593565,0.415,0.257,3.39785060557531e-08,"Microglia 1","Ralbp1"
"Mrpl54",2.09069339943489e-12,-0.445225052962747,0.18,0.343,3.50295679075316e-08,"Microglia 1","Mrpl54"
"Zyg11b",2.09655666953483e-12,0.390851960463909,0.222,0.099,3.51278069980561e-08,"Microglia 1","Zyg11b"
"Slc25a5",2.13253434743579e-12,-0.39306762806133,0.735,0.816,3.57306129912866e-08,"Microglia 1","Slc25a5"
"Srek1",2.17691997056655e-12,0.408416046522732,0.365,0.21,3.64742941068425e-08,"Microglia 1","Srek1"
"Zbtb4",2.27204300371425e-12,0.347144314988264,0.202,0.085,3.80680805272323e-08,"Microglia 1","Zbtb4"
"Lgals8",2.29152420389094e-12,0.385406225732551,0.335,0.194,3.83944880361927e-08,"Microglia 1","Lgals8"
