"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Saa3",3.36373664370207e-10,2.75739020573902,0.293,0.131,5.63594074652282e-06
"Ccl3",6.18747003105568e-59,2.27109380124525,0.757,0.244,1.03671060370338e-54
"Sod2",5.05937208207701e-64,2.25678429486127,0.774,0.288,8.47697792352004e-60
"Cxcl3",3.30482811904333e-15,2.17326689597604,0.275,0.075,5.53723951345710e-11
"Psap",3.16542695303818e-56,2.13613784763719,0.81,0.476,5.30367285981547e-52
"Tnf",9.48442313926768e-28,2.11520070877851,0.436,0.123,1.5891150969843e-23
"Ccl4",3.13739855749314e-32,2.09458066339192,0.549,0.175,5.25671128307975e-28
"Cstb",1.17629252900006e-90,2.07153152793285,0.954,0.668,1.97087813233959e-86
"Gadd45b",5.45321911474482e-58,2.0638941412417,0.859,0.504,9.13686862675495e-54
"Hspa1a",0.036901317121859,2.0584844926953,0.035,0.01,1
"Gdf15",3.46924733049034e-20,2.03981596691546,0.212,0.021,5.81272390223656e-16
"Creg1",5.79721825832335e-48,1.91552112991496,0.732,0.442,9.71323919182077e-44
"F10",1.41338217328729e-58,1.91067332312974,0.654,0.144,2.36812183134286e-54
"Ccrl2",2.48152821807151e-53,1.86230703995629,0.737,0.252,4.15780052937881e-49
"Il1rn",3.05209636232087e-41,1.83920803183973,0.727,0.36,5.11378745506861e-37
"Esd",8.62542503304326e-52,1.79497866624867,0.808,0.463,1.4451899642864e-47
"Ftl1",1.5142664269014e-79,1.78313156932082,1,0.995,2.5371533982733e-75
"Prdx1",2.80990393021823e-33,1.77383727807905,0.545,0.172,4.70799403508064e-29
"Cxcl2",1.11800455556418e-23,1.76060501130906,0.771,0.491,1.87321663284779e-19
"Fth1",4.19959407615566e-93,1.71684820591907,1,0.997,7.03641987459881e-89
"Blvrb",5.57658127523305e-32,1.64299630844802,0.464,0.129,9.34356192665297e-28
"Lcn2",2.32145564534636e-30,1.6189793068036,0.825,0.614,3.88959893377782e-26
"Hilpda",7.16678335956895e-43,1.61200501499649,0.64,0.195,1.20079455189578e-38
"Bcl2a1b",2.45989125366901e-33,1.60030295938824,0.503,0.139,4.12154779552243e-29
"Hspa1b",0.17972321343197,1.58636621071377,0.039,0.021,1
"Acp5",5.60487884886867e-11,1.58111672252447,0.12,0.013,9.39097451127946e-07
"Cd274",3.96353862131266e-33,1.57198900185343,0.538,0.165,6.64090896000937e-29
"Anxa5",6.52749938170736e-32,1.47295194988486,0.319,0.039,1.09368252140507e-27
"Serf1",1.88661465875025e-19,1.44283694067776,0.3,0.069,3.16102286073605e-15
"Cd63",8.50413134456469e-41,1.42654095007116,0.806,0.463,1.42486720678181e-36
"Rilpl2",2.92510994600417e-30,1.42188875390375,0.459,0.126,4.90102171452999e-26
"Hsp90aa1",8.04573653874723e-17,1.41867106263924,0.6,0.362,1.3480631570671e-12
"Capg",9.44193212074e-42,1.4143855622022,0.683,0.265,1.58199572682999e-37
"Ero1l",1.43556082163274e-16,1.39367075302001,0.513,0.265,2.40528215664565e-12
"Bax",9.05210111801055e-35,1.39081814247719,0.61,0.237,1.51667954232267e-30
"Ctsb",1.2690849023093e-55,1.36602982156827,0.944,0.71,2.12635175381923e-51
"Gstm1",3.41796757400044e-24,1.35488698114499,0.245,0.023,5.72680467023774e-20
"Slc7a11",8.1490496682296e-29,1.34749728100039,0.635,0.29,1.36537327191187e-24
"Bri3",1.18226355164666e-52,1.3405635194447,0.864,0.671,1.98088258078397e-48
"Itpr2",2.21846993330123e-19,1.33584961741739,0.436,0.188,3.71704637324622e-15
"Cd68",1.80372152460056e-39,1.33579247664215,0.702,0.347,3.02213541446824e-35
"Lamp1",4.33379614755449e-41,1.33085883270012,0.751,0.38,7.26127544522755e-37
"Ctsz",1.90932424184318e-44,1.30601119024991,0.843,0.527,3.19907276720826e-40
"Zeb2",5.74096172790607e-26,1.27868817196463,0.575,0.247,9.61898137510661e-22
"Gpnmb",7.66763112840146e-13,1.26878136441749,0.12,0.008,1.28471159556367e-08
"Traf1",4.1575771227186e-27,1.24056678159709,0.333,0.054,6.96602046911502e-23
"Prok2",2.15714682474122e-06,1.22775983079695,0.217,0.116,0.0361429950485391
"Hcar2",4.33434038083871e-20,1.22515079058811,0.517,0.234,7.26218730809527e-16
"Sqstm1",4.30002272136375e-32,1.22220555924172,0.573,0.195,7.20468806964497e-28
"Hmox1",1.53813222400091e-31,1.20581378818208,0.64,0.27,2.57714054131352e-27
"Nfkbia",2.0569727164698e-29,1.20015570822271,0.825,0.568,3.44645778644515e-25
"Tnfaip3",3.41807027867505e-21,1.17775190728596,0.369,0.105,5.72697675192004e-17
"Plgrkt",1.05179001775096e-33,1.17368384847261,0.566,0.183,1.76227417474174e-29
"Plin2",5.17437122469727e-31,1.16401186357096,0.757,0.404,8.66965898698028e-27
"Ehd1",7.32710258327952e-25,1.15760347097771,0.644,0.337,1.22765603782848e-20
"Cpne2",9.66284344837403e-20,1.15577322165125,0.369,0.129,1.61900941977507e-15
"Il1a",7.19499252596929e-16,1.1537032184475,0.247,0.054,1.20552099772616e-11
"Slc31a2",6.94480413645727e-28,1.14275957239422,0.506,0.167,1.16360193306342e-23
"Cd9",7.2160932705346e-38,1.13571833937219,0.903,0.676,1.20905642747807e-33
"Atp6v0c",3.10948441034403e-50,1.13508372963604,0.965,0.838,5.20994112953142e-46
"Bcl2a1a",3.38817536034943e-21,1.1235108579126,0.309,0.064,5.67688781626547e-17
"Basp1",2.65926026002815e-28,1.12068899063854,0.804,0.501,4.45559056567717e-24
"Atp6v1e1",1.50679420596166e-30,1.11157958987523,0.795,0.535,2.52463369208875e-26
"Ifrd1",1.11333684620366e-22,1.10156516195054,0.45,0.154,1.86539588581423e-18
"Txnrd1",2.50132458918816e-22,1.09828479358266,0.455,0.162,4.19096934918476e-18
"Cybb",1.29042067760898e-09,1.08983138711236,0.266,0.108,2.16209984533385e-05
"AA467197",2.04439313558941e-22,1.08410672972076,0.734,0.44,3.42538069868006e-18
"Acod1",2.88329278660442e-21,1.06985265742053,0.603,0.293,4.8309570639557e-17
"Fnip2",1.31415875224008e-25,1.06484611411589,0.443,0.129,2.20187298937826e-21
"Tnfrsf1b",4.45505448802343e-25,1.06387467876576,0.637,0.308,7.46444379468326e-21
"Lipa",1.5937224908124e-19,1.06224160566825,0.407,0.141,2.67028203335618e-15
"Clec4e",2.90789714843996e-10,1.0517998467382,0.753,0.694,4.87218167221116e-06
"Mpeg1",4.44721828075943e-22,1.0454610500033,0.728,0.458,7.45131422941242e-18
"Ppia",1.61028630472005e-18,1.03944473601011,0.728,0.563,2.69803470355844e-14
"Card19",4.47281393788049e-32,1.03844954241746,0.854,0.609,7.49419975291876e-28
"Pdcd1lg2",1.43699944357683e-22,1.03681692143465,0.263,0.036,2.40769256771298e-18
"Npc2",2.6996886399765e-30,1.02573964865129,0.727,0.391,4.52332831628062e-26
"Aoah",4.01742313194527e-20,1.01591410763838,0.282,0.057,6.73119245757429e-16
"Ninj1",4.37231605557778e-30,1.01464562322852,0.799,0.478,7.32581555112058e-26
"Nfkbib",1.075149872381e-18,1.00388012910631,0.377,0.131,1.80141361117437e-14
"Rnh1",2.04794666171445e-21,0.989193512079164,0.649,0.357,3.43133463170255e-17
"Gpr137b",6.66772975240144e-17,0.988553078803594,0.335,0.121,1.11717812001486e-12
"Lgals3",9.20080574543953e-22,0.974184917816307,0.854,0.65,1.54159500264839e-17
"Ftl1-ps1",1.47805682732878e-21,0.972286989572222,0.467,0.177,2.47648421418937e-17
"Atp6v1c1",2.31847696451366e-20,0.964118558365631,0.427,0.149,3.88460815404264e-16
"Psmb5",1.02418912703985e-21,0.962616359421549,0.608,0.35,1.71602888235528e-17
"Morrbid",7.57670811578397e-18,0.961175123440307,0.314,0.087,1.2694774447996e-13
"Rgs1",1.24385239117328e-06,0.960545398595681,0.185,0.072,0.0208407468141083
"Dock10",2.28846240401934e-20,0.949264069036602,0.273,0.049,3.8343187579344e-16
"Ikbke",7.17863338066576e-25,0.948968585829477,0.353,0.075,1.20278002293055e-20
"Xist",5.5731683813527e-13,0.948360567795157,0.268,0.085,9.33784362295645e-09
"Gclm",1.32339092849504e-12,0.947154819666028,0.393,0.185,2.21734150069345e-08
"Gde1",5.86561914462357e-17,0.941853255069875,0.358,0.121,9.82784487681679e-13
"St13",5.97911397697727e-23,0.937898696647287,0.52,0.203,1.00180054684254e-18
"Abcc5",1.83681120843813e-13,0.936595961731707,0.169,0.036,3.07757717973809e-09
"Bsg",5.08122047224052e-19,0.933509927952997,0.732,0.481,8.51358490123899e-15
"Slpi",4.71214152931081e-06,0.928429207110506,0.868,0.781,0.0789519313236026
"Mif",1.27063723668845e-24,0.922435070868191,0.914,0.746,2.1289526900715e-20
"A930007I19Rik",5.01872163448891e-24,0.916053062196936,0.31,0.054,8.40886809858617e-20
"Kmt5a",5.2688824578482e-19,0.909069696580859,0.422,0.157,8.82801255812465e-15
"Marcksl1",4.58842731592906e-10,0.892586557344982,0.466,0.285,7.68790996783914e-06
"Nampt",1.04244635890914e-11,0.878669317385081,0.34,0.144,1.74661887435226e-07
"Cd302",1.28844323515507e-12,0.874784238677761,0.302,0.113,2.15878664050233e-08
"Nceh1",1.2220290891309e-16,0.874268057078087,0.222,0.041,2.04750973883882e-12
"Mapkapk2",2.00827356273143e-20,0.871249388745049,0.536,0.234,3.36486235435651e-16
"Atp6v1a",1.32396176483512e-16,0.861837026650421,0.503,0.239,2.21829793698125e-12
"Mafg",1.72859227556692e-14,0.860135174612323,0.36,0.144,2.89625635771238e-10
"Malt1",9.02354532580473e-13,0.851984779996368,0.326,0.123,1.51189501933858e-08
"Fcer1g",2.45499225880442e-30,0.851144391085618,0.989,0.987,4.11333952962681e-26
"Aprt",1.63490768971894e-15,0.849464035304899,0.531,0.275,2.73928783412408e-11
"Tomm20",2.13080583695066e-16,0.845632570507715,0.508,0.252,3.57016517981084e-12
"Cpeb4",1.06204873735209e-08,0.843144258278924,0.247,0.111,0.000177946265943343
"Tpp1",1.56917209436778e-17,0.841032898724644,0.34,0.105,2.62914784411321e-13
"Rpl12",1.03883745597421e-16,0.834730506463009,0.591,0.339,1.74057215748479e-12
"Nos2",1.01328596421314e-08,0.831993141140247,0.289,0.129,0.000169776063303912
"Gla",2.68109494135907e-25,0.816221449509272,0.414,0.116,4.49217457424711e-21
"Tma16",8.19215050226177e-11,0.811949099611481,0.12,0.013,1.37259481665396e-06
"Fam20c",9.90771633062017e-13,0.804217900601364,0.201,0.044,1.66003787119541e-08
"Slc3a2",2.34232348821913e-22,0.792690961155351,0.51,0.198,3.92456300451115e-18
"Ifnar2",1.36995399736867e-15,0.789784411708758,0.631,0.393,2.29535792259121e-11
"Psmb6",1.88116826973138e-14,0.784654389288981,0.414,0.183,3.15189743593493e-10
"Dtnbp1",2.31624620988327e-14,0.782652150566235,0.339,0.121,3.88087052465943e-10
"Icam1",1.05305318675579e-13,0.782275108190584,0.236,0.059,1.76439061440933e-09
"Cdkn1a",1.40741929514054e-11,0.779882516317613,0.489,0.265,2.35813102900797e-07
"Eif4a1",4.12651805381412e-16,0.779767514454754,0.545,0.28,6.91398099916556e-12
"Gns",2.00754240886177e-16,0.779404622369784,0.369,0.129,3.3636373060479e-12
"Tgif1",2.9185040643992e-12,0.778242039572987,0.321,0.123,4.88995355990085e-08
"Higd1a",4.59809341477541e-08,0.776273337308721,0.499,0.342,0.000770410551645621
"Naa50",2.4396213255575e-15,0.774394726510229,0.347,0.121,4.0875855309716e-11
"Akr1a1",2.04347349569561e-15,0.763780990168826,0.497,0.247,3.423839842038e-11
"Timm8b",4.37921180543784e-14,0.758994534702488,0.541,0.311,7.33736938001111e-10
"Rps28",8.89289744478295e-22,0.754418100268873,0.899,0.763,1.49000496687338e-17
"Rsad2",0.00205051979492208,0.74510448039331,0.268,0.18,1
"Tpi1",1.26670958516785e-18,0.737411488672715,0.776,0.509,2.12237190994873e-14
"Rpl36al",1.41210017497119e-10,0.736255357073215,0.481,0.288,2.36597384316423e-06
"Id2",3.03660981334588e-06,0.735645151308844,0.289,0.157,0.0508783974226102
"M6pr",6.01631012528711e-16,0.732779857431464,0.42,0.17,1.00803276149186e-11
"C1qb",0.000189938519970435,0.72602732727838,0.293,0.177,1
"Cycs",7.9944393972355e-15,0.725206151748557,0.432,0.188,1.33946832100681e-10
"Irak2",1.23599652167535e-11,0.723614272715764,0.337,0.139,2.07091217206704e-07
"Rps17",3.79423777332027e-13,0.723546883249826,0.674,0.509,6.35724538919812e-09
"Slc31a1",3.39052084545906e-11,0.720602415795774,0.298,0.116,5.68081767656666e-07
"Klhdc4",1.12591332680701e-10,0.719334349346525,0.406,0.208,1.88646777906514e-06
"Abcc1",1.2275845689634e-13,0.714861461933046,0.219,0.049,2.05681794529817e-09
"Rps19",2.16104769489285e-12,0.712478543933433,0.772,0.658,3.62083541279296e-08
"Rps20",1.03834666428e-11,0.712078749054462,0.697,0.537,1.73974983600114e-07
"Hsp90ab1",1.14372059223953e-11,0.71078073929276,0.422,0.211,1.91630385229733e-07
"Tmem189",6.46578690542611e-14,0.708104564284441,0.49,0.247,1.08334259600414e-09
"Mdm2",4.94275063912866e-07,0.707355312183814,0.45,0.288,0.00828157869586007
"Cd24a",1.65620500311939e-10,0.704138154249049,0.707,0.55,2.77497148272654e-06
"Bola2",2.7168294265361e-10,0.697851543236393,0.392,0.201,4.55204770416124e-06
"Amdhd2",3.16038124046937e-14,0.697318730332109,0.393,0.162,5.29521876840642e-10
"C3",3.32904394785664e-12,0.696895833268653,0.524,0.296,5.5778131346338e-08
"Ly6i",0.00107987568510559,0.696300848818249,0.25,0.154,1
"Rab20",4.62488981286715e-15,0.694407811848518,0.446,0.198,7.74900288145891e-11
"Nop10",1.21455832769236e-09,0.689172705146167,0.365,0.183,2.03499247804854e-05
"Slc25a37",1.93526845139716e-13,0.688751349863794,0.392,0.167,3.24254229031594e-09
"Neu1",9.71343412055856e-13,0.687971235977058,0.367,0.154,1.62748588689959e-08
"Tbk1",3.40201838332659e-10,0.684903600715479,0.25,0.09,5.7000818012637e-06
"Cyba",8.67078915541989e-15,0.683100900410395,0.922,0.9,1.4527907229906e-10
"Ccdc126",1.57134883851036e-07,0.682836594940081,0.263,0.131,0.00263279497892411
"Fcgr2b",3.24674483304451e-15,0.678997893279643,0.228,0.046,5.43992096776608e-11
"Npc1",7.0317122297765e-10,0.674867190096974,0.287,0.118,1.17816338409905e-05
"Bcl2l11",1.02372742826678e-12,0.670706408012511,0.51,0.272,1.71525530606099e-08
"Pgam1",2.34179905141973e-14,0.670622096463139,0.799,0.622,3.92368431065375e-10
"H2-Q7",3.02158471234884e-05,0.669915435966736,0.162,0.067,0.506266518554048
"Slc11a1",1.02415799907969e-13,0.669184812682505,0.48,0.237,1.71597672745802e-09
"mt-Nd2",1.11229726692879e-08,0.669171879953818,0.466,0.298,0.000186365407073919
"Clec4n",9.39815892640124e-10,0.668466870103378,0.335,0.154,1.57466152811853e-05
"Rbpj",1.7260758606019e-12,0.667295047067741,0.522,0.288,2.89204010443848e-08
"Mfsd1",5.62475397758766e-13,0.662601378302326,0.284,0.093,9.42427528944812e-09
"Clec4d",2.13322919443616e-12,0.66005695844096,0.855,0.71,3.57422551527779e-08
"mt-Nd1",6.75017359337016e-07,0.658214154401041,0.411,0.265,0.0113099158556917
"Txn1",3.46933993978085e-17,0.657003739994864,0.963,0.954,5.81287906910282e-13
"Psmd7",1.63228414130459e-14,0.655688052260071,0.231,0.051,2.73489207875584e-10
"Itgb1",4.0338414237704e-13,0.654474572063081,0.497,0.257,6.7587013055273e-09
"Tfrc",3.10048165861852e-13,0.653958135259789,0.139,0.013,5.19485701901533e-09
"Timp2",2.85689157775794e-07,0.653825141977083,0.393,0.249,0.00478672183853343
"Atp6v0e",6.61984383258721e-17,0.652839844374911,0.848,0.738,1.10915483414999e-12
"Fundc2",7.08960148809017e-14,0.65264302384502,0.201,0.039,1.18786272932951e-09
"Naca",1.46471363199838e-13,0.64992302239262,0.698,0.512,2.45412769041328e-09
"Cflar",5.83169370830516e-11,0.648967669144264,0.474,0.26,9.77100280826529e-07
"Chil1",3.37377931845231e-05,0.642222642564982,0.429,0.37,0.565276724806685
"Acot13",4.86144216602736e-14,0.640503460514806,0.273,0.08,8.14534634917884e-10
"Ggta1",1.16231918271667e-14,0.638528850509599,0.175,0.023,1.94746579064179e-10
"AI413582",7.93721890464927e-11,0.636501232869632,0.416,0.211,1.32988102747399e-06
"Txnl1",2.40989859016713e-13,0.634649656251648,0.307,0.108,4.03778508782503e-09
"Mtdh",8.42781534047308e-10,0.633627116686984,0.459,0.257,1.41208046029627e-05
"Rps2",1.5575635510021e-10,0.631477336425764,0.709,0.64,2.60969772970401e-06
"Gna13",4.98883970914291e-10,0.630276735489919,0.499,0.296,8.35880093266895e-06
"Tns3",2.23613789443374e-09,0.628906047792833,0.127,0.026,3.74664904212374e-05
"Lrrfip2",8.88277434440617e-11,0.628465109126811,0.399,0.198,1.48830884140525e-06
"Sh3bp5",1.97999802560361e-09,0.626211292904614,0.16,0.054,3.31748669189885e-05
"B2m",2.2737531911162e-13,0.625981693440193,0.958,0.936,3.80967347171519e-09
"Bst1",3.30789641237231e-09,0.622411726611796,0.543,0.442,5.54238043892981e-05
"Atp5g1",1.24514389313376e-09,0.621892327795702,0.333,0.157,2.08623859294561e-05
"Tnip1",1.88149856954765e-12,0.61981798626516,0.376,0.162,3.15245085327709e-08
"Vps26a",1.57860245111129e-11,0.618838542292296,0.252,0.082,2.64494840683697e-07
"Hspe1",3.28321765895185e-10,0.618419330270819,0.252,0.09,5.50103118757383e-06
"Mreg",1.05340984083359e-11,0.618180532260025,0.157,0.026,1.76498818831669e-07
"Ier3",1.5830875150583e-13,0.610142745655771,0.769,0.535,2.65246313148019e-09
"Psmd8",1.07512535907884e-07,0.608334323866004,0.416,0.278,0.0018013725391366
"Med28",1.55150987224339e-10,0.607019511526955,0.402,0.201,2.59955479094379e-06
"H2-K1",1.52005811204506e-09,0.606915835634903,0.76,0.62,2.5468573667315e-05
"Eif5",6.35791878678175e-10,0.606607505343658,0.654,0.476,1.06526929272528e-05
"Rpl31",5.72825716668646e-12,0.606272297965095,0.661,0.45,9.59769488278317e-08
"Sgpl1",8.89803370239641e-10,0.606203528694664,0.406,0.211,1.49086554683652e-05
"Ralgds",1.02564573502108e-09,0.606030743941951,0.187,0.051,1.71846942902782e-05
"4833407H14Rik",2.50576335948774e-05,0.604127658822131,0.349,0.252,0.41984065088217
"Pgk1",9.03954004424171e-10,0.601302317468882,0.672,0.478,1.5145749344127e-05
"Cacybp",1.38392849037602e-09,0.600896702217369,0.249,0.093,2.31877218562502e-05
"Psme2",5.00578110943111e-05,0.60056109111328,0.42,0.306,0.838718624885183
"Acp2",9.79987596478496e-13,0.596649895841811,0.171,0.028,1.64196921789972e-08
"Sdhaf1",5.97884343694218e-16,0.594483678613857,0.194,0.028,1.00175521785966e-11
"Csf3",1.62587770016797e-08,0.59432216529198,0.055,0,0.000272415808663143
"Hexa",4.47628400772834e-09,0.592239318321711,0.384,0.213,7.50001385494883e-05
"Fas",2.79635430144746e-08,0.590805766842486,0.381,0.206,0.000468529163207523
"Syngr1",6.37057397290545e-12,0.588723869240285,0.152,0.023,1.06738966916031e-07
"U2surp",2.04160874133986e-09,0.586616657696348,0.302,0.131,3.42071544611494e-05
"Slc15a3",4.38827935711866e-07,0.585397628005144,0.466,0.298,0.00735256206285232
"Atf3",1.42864546879717e-07,0.585021188411162,0.263,0.118,0.00239369548296966
"Ptges",4.05875766139583e-10,0.583462242612292,0.153,0.031,6.80044846166871e-06
"Ran",6.34517097385663e-09,0.581219716637979,0.413,0.231,0.000106313339666968
"Cxcl1",0.000188987282566645,0.580460306598037,0.039,0.003,1
"Prdx5",1.95867965551909e-12,0.580042723006341,0.954,0.936,3.28176776282223e-08
"Osbpl8",4.40480453932238e-07,0.574618480200028,0.247,0.113,0.00738025000563465
"Bst2",7.45150065004347e-08,0.573690517418916,0.33,0.167,0.00124849893391478
"Snrpf",3.29935903700787e-11,0.573013202859083,0.249,0.082,5.52807606650668e-07
"Arid5b",1.79562237437314e-08,0.571089858546838,0.376,0.198,0.000300856528826219
"Rbpms",1.84405723949842e-06,0.57047981427546,0.205,0.09,0.030897179047796
"AW112010",0.0644334442429046,0.568598173840116,0.086,0.057,1
"Snrpe",1.6000191151024e-08,0.568023350770967,0.474,0.311,0.000268083202735408
"Ldha",1.12592188096447e-07,0.565722831107759,0.774,0.658,0.00188648211155597
"Cyfip1",2.74279790829657e-09,0.56384313224555,0.314,0.147,4.59555789535091e-05
"Ppp4r2",3.14993726138283e-08,0.563730650049652,0.367,0.201,0.000527771988144693
"Nhp2",1.81805060847747e-08,0.560502632928019,0.213,0.077,0.000304614379450399
"C1qa",0.00339824894478941,0.55885776726571,0.199,0.118,1
"Gbe1",5.26466573667055e-06,0.55633496795623,0.169,0.067,0.0882094744179151
"Trappc3",4.49566180426334e-11,0.556012605151489,0.245,0.08,7.53248135304323e-07
"Atp6ap2",1.24422700754716e-08,0.553525001109596,0.49,0.301,0.000208470235114526
"Bcl2a1d",4.26413720506597e-09,0.549140360329126,0.129,0.023,7.14456188708804e-05
"Eif4e",1.51903678227082e-10,0.546712087209807,0.249,0.085,2.54514612869475e-06
"Denr",3.95372213817602e-07,0.544846189054244,0.342,0.185,0.00662446144251392
"Atp6v0b",1.2825894341562e-13,0.54203496625021,0.852,0.73,2.14897859692871e-09
"Gnl3",8.98511545840608e-10,0.54145937145023,0.143,0.028,1.50545609505594e-05
"Il18bp",0.000806573126673446,0.539306464003216,0.141,0.08,1
"Ywhag",5.15220208203512e-08,0.538099930922825,0.289,0.134,0.000863251458844984
"Rpl19",8.17199368911443e-13,0.537276521224152,0.838,0.817,1.36921754261112e-08
"Frrs1",1.73667253994266e-10,0.536499009713151,0.273,0.103,2.90979484067393e-06
"Stom",6.10888383938825e-11,0.535939088456081,0.134,0.021,1.0235434872895e-06
"Csf2rb2",2.36158828847008e-09,0.534559872847639,0.25,0.095,3.95684117733161e-05
"Mapk6",4.56056277149058e-09,0.532979323844492,0.175,0.049,7.64122292363247e-05
"Snrpb",2.18674093821027e-09,0.532711165373901,0.462,0.265,3.66388444197131e-05
"Aldoa",2.04029833143721e-16,0.531169598214419,0.944,0.874,3.41851985432304e-12
"9930022D16Rik",3.87440086397e-09,0.530595742828106,0.145,0.031,6.49155864758174e-05
"0610012G03Rik",3.30663223831599e-09,0.527747357480913,0.316,0.144,5.54026231529845e-05
"Surf4",1.07861787758212e-06,0.527620711446721,0.314,0.167,0.0180722425388885
"Ebi3",1.51919912874984e-06,0.526664335446807,0.325,0.188,0.0254541814022036
"Schip1",6.84411275641989e-10,0.523025789253572,0.106,0.01,1.14673109233815e-05
"Zmiz1",4.30843268413859e-10,0.522510239577092,0.413,0.213,7.21877896227421e-06
"Lgmn",3.54510926230743e-07,0.52112753982955,0.189,0.069,0.00593983056899611
"Bnip3",1.21493725446723e-06,0.519931635355585,0.519,0.35,0.0203562736985984
"Gbp5",0.0279560722865633,0.515439327333052,0.118,0.069,1
"Tst",1.66469465543405e-10,0.514758058798706,0.12,0.023,2.78919589517976e-06
"Ndufb6",8.13032079739993e-07,0.513018423727887,0.337,0.188,0.0136223524960436
"Vdac2",7.96641512005652e-10,0.512257643509365,0.464,0.262,1.33477285336547e-05
"Eef1a1",2.86202321563838e-10,0.511657306794775,0.862,0.753,4.79531989780211e-06
"Ptges3",3.37262939145848e-08,0.51155391697748,0.416,0.237,0.000565084054538869
"Il1f9",3.69848941980203e-05,0.511079489867365,0.448,0.36,0.61968190228783
"Trem2",1.69410524995128e-07,0.510890199963792,0.199,0.075,0.00283847334629337
"Cx3cr1",0.000155432655016054,0.510877477931688,0.143,0.062,1
"C9orf72",3.08990036476965e-08,0.509732888122606,0.19,0.064,0.000517712806117154
"Ezr",8.18505045030642e-05,0.509372242242782,0.436,0.314,1
"Ap3s1",1.40431065230178e-07,0.509345553842999,0.383,0.221,0.00235292249793163
"Filip1l",4.11768945474511e-08,0.508733527476327,0.132,0.031,0.000689918868142542
"Atp6v1f",8.35524089681866e-10,0.506725266065748,0.721,0.676,1.39992061226197e-05
"Rabgef1",3.99625724917453e-08,0.505958992669404,0.196,0.067,0.000669572902099192
"Rpl32",4.57133973149105e-08,0.502388016003892,0.771,0.704,0.000765927972011326
"Atp6v1d",4.59461622497785e-08,0.499975552427687,0.395,0.224,0.000769827948495038
"Timm23",6.84188887373313e-09,0.499869034778874,0.319,0.149,0.000114635848079399
"Rpl13",3.36616918011521e-10,0.498691476473378,0.818,0.781,5.64001646128303e-06
"Canx",4.56315222273843e-09,0.498468823367968,0.372,0.19,7.64556154919825e-05
"Alkbh5",3.46147353555451e-08,0.498409088310771,0.386,0.211,0.000579969890882158
"Fpr2",0.000169051894553625,0.498400532997144,0.42,0.311,1
"Efhd2",5.13930888727554e-08,0.498248295164733,0.668,0.499,0.000861091204063017
"mt-Cytb",0.000155469163394401,0.496961057528872,0.61,0.56,1
"Sh2b2",1.981180900883e-08,0.495955457915418,0.206,0.072,0.000331946859942947
"Uqcrq",2.97128497493829e-09,0.493477256535718,0.709,0.568,4.9783879755091e-05
"Pik3ap1",1.52939394942233e-07,0.493222018996052,0.39,0.221,0.00256249956225712
"Rragc",2.91835557423329e-07,0.492796971493083,0.256,0.116,0.00488970476462788
"Ly96",1.08021510898375e-05,0.4923501713709,0.295,0.165,0.180990041510228
"Tmem251",4.0102945727776e-08,0.491716935090063,0.226,0.087,0.000671924855668887
"Fnip1",2.88873536817427e-06,0.49137006818457,0.295,0.159,0.0484007610937599
"Zc3h12a",3.35080018335279e-08,0.491111810986637,0.303,0.144,0.000561426570720759
"Mrpl52",1.06083845112683e-06,0.490789157775909,0.628,0.46,0.01777434824863
"Plk2",0.000717074756062495,0.49061426419395,0.132,0.059,1
"Zdhhc18",6.18634272349171e-05,0.490211592859061,0.337,0.216,1
"Rybp",2.8830690397474e-05,0.489543009360526,0.235,0.131,0.483058217609676
"1700017B05Rik",1.23820474028533e-05,0.488956916749749,0.235,0.116,0.207461204234806
"Rps8",4.92479571137203e-11,0.488702194702655,0.794,0.794,8.25149521440383e-07
"Gsap",3.05533547882422e-11,0.4879867519802,0.356,0.162,5.11921459476999e-07
"Srxn1",4.12737777536637e-18,0.487673936166847,0.192,0.026,6.91542146262635e-14
"Tbc1d20",2.27010441543961e-07,0.487640402215731,0.259,0.121,0.00380355994806907
"Snx10",2.92737590357161e-06,0.485461903157083,0.409,0.26,0.0490481832643423
"Rps18",9.51056935810086e-06,0.484383240940141,0.651,0.54,0.15934958959498
"Map4k4",9.54397259002782e-07,0.483844849068435,0.27,0.134,0.0159909260745916
"Rex1bd",7.2108425996222e-08,0.482919144290858,0.228,0.09,0.0012081766775667
"Osbpl3",5.41743734175273e-09,0.482630651971268,0.116,0.018,9.07691626610671e-05
"Hexb",0.000505094561334305,0.482012487401983,0.295,0.188,1
"Rpl8",4.6561467822016e-10,0.481641583636915,0.806,0.753,7.80137393357879e-06
"Ak2",7.19865891894171e-09,0.481408252693213,0.21,0.075,0.000120613530186868
"Il10",0.000298727704838771,0.481300839580691,0.037,0.003,1
"Sec61g",3.73332973895959e-07,0.480878008341849,0.624,0.47,0.0062551939776268
"Slamf7",0.00312378529827544,0.480199685401832,0.062,0.023,1
"Ube2f",7.26705791843806e-11,0.4798475747059,0.266,0.098,1.2175955542343e-06
"Hvcn1",4.39805586471395e-09,0.479725957192018,0.171,0.046,7.36894260132823e-05
"Vegfa",0.000299583968620893,0.479698950018843,0.18,0.09,1
"P2rx4",4.77116999289454e-12,0.479445355873989,0.205,0.051,7.9940953230948e-08
