"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cxcl3",2.04739141431395e-27,3.45622907924274,0.261,0.024,3.43040431468302e-23
"Spp1",9.86380733685749e-53,3.36703360681787,0.68,0.222,1.65268091929047e-48
"Cxcl2",6.04752084014111e-22,3.32925328243974,0.346,0.091,1.01326211676564e-17
"Pf4",5.16714555035559e-42,3.31371711673403,0.456,0.093,8.6575523696208e-38
"Saa3",3.85316571330875e-38,2.96253844551531,0.68,0.307,6.4559791526488e-34
"Ptgs2",5.23576680465432e-18,2.71957526493834,0.232,0.049,8.77252728119831e-14
"S100a8",1.37135173353021e-28,2.58980405974492,0.423,0.208,2.29769982952987e-24
"Lcn2",3.31838176928569e-24,2.43618563610707,0.312,0.094,5.55994865443817e-20
"Fabp5",3.44885437651518e-30,2.35453768365992,0.651,0.333,5.77855550785119e-26
"Ccl3",2.51426613778484e-20,2.28799896173563,0.239,0.082,4.21265291385849e-16
"Arg1",1.59549854076483e-36,2.26236126810094,0.618,0.255,2.67325780505147e-32
"Cd9",5.52989330397242e-56,2.21171397784517,0.688,0.277,9.26533623080578e-52
"Ccl4",3.98821410377481e-14,2.18094692805089,0.228,0.057,6.6822527308747e-10
"Slpi",9.72591074949076e-18,2.17774085039901,0.478,0.454,1.62957634607718e-13
"Nos2",2.43555980924206e-24,2.17198806352402,0.309,0.058,4.08078046038506e-20
"C1qa",7.95960300906525e-26,2.16381911121581,0.581,0.272,1.33363148416888e-21
"Sparc",3.80137486039535e-26,2.11816985335256,0.235,0.031,6.36920357859242e-22
"Ptges",1.82460172706023e-30,2.10181394960577,0.287,0.039,3.05712019368941e-26
"C1qc",7.96742324543653e-23,2.06584705783994,0.599,0.335,1.33494176477289e-18
"Hilpda",2.02377405133309e-31,2.05172547159142,0.379,0.101,3.3908334230086e-27
"Cd63",8.70402794349162e-37,2.04461630894125,0.581,0.214,1.45835988193202e-32
"Fcrls",1.89398205835984e-25,1.98615725018366,0.265,0.057,3.17336693878191e-21
"Hexb",6.95303904867544e-27,1.96650905464241,0.743,0.656,1.16498169260557e-22
"Cd81",5.29944126514871e-25,1.92522993369706,0.32,0.153,8.87921383975667e-21
"Hmox1",7.3640735963744e-27,1.89795121390643,0.728,0.583,1.23385053107253e-22
"Gpnmb",5.18538023244751e-25,1.71373871895169,0.368,0.082,8.68810457946581e-21
"Pdpn",2.79059405407035e-35,1.65010449940256,0.368,0.049,4.67564033759486e-31
"Syngr1",1.6886713584581e-24,1.6343539662381,0.349,0.137,2.82936886109655e-20
"Olfml3",1.24751910532952e-20,1.6283293169608,0.261,0.094,2.09021826097962e-16
"Ero1l",3.19838903742236e-29,1.60540282417702,0.434,0.272,5.35890083220116e-25
"Ctsd",6.371684447992e-45,1.59197923337684,0.985,0.91,1.06757572926106e-40
"Siglech",3.73596642487958e-19,1.56676099903565,0.136,0.009,6.25961174488573e-15
"Slc7a11",9.54766551024044e-22,1.55288161311283,0.375,0.132,1.59971135624079e-17
"Basp1",3.09068447952312e-39,1.53223181122802,0.746,0.448,5.17844184544098e-35
"P2ry12",1.74555260802744e-19,1.52502908312643,0.243,0.121,2.92467339474998e-15
"C1qb",8.54234924339536e-21,1.52453216956531,0.702,0.396,1.43127061573089e-16
"Ccl12",1.76343266622686e-11,1.48551954999942,0.276,0.156,2.9546314322631e-07
"Inhba",3.35789845645194e-23,1.48100594106102,0.235,0.022,5.62615886378523e-19
"Mt2",1.79242498407256e-14,1.47929959516904,0.125,0.008,3.00320806081357e-10
"Ctsl",3.52586771905025e-33,1.46933717568729,0.875,0.744,5.9075913632687e-29
"Ccl7",4.2018210120911e-14,1.44929585288086,0.162,0.022,7.04015110575864e-10
"Gpr34",3.26479265936618e-17,1.41146431638284,0.147,0.044,5.47016010076804e-13
"Mt1",1.8819270316412e-25,1.38989021202837,0.632,0.585,3.15316874151483e-21
"S100a9",0.000561831787594284,1.37026886842774,0.114,0.146,1
"Serpinb2",1.60109377768919e-11,1.36496688995958,0.121,0.019,2.68263262451823e-07
"Cd24a",1.26631206788552e-29,1.33893327353598,0.419,0.099,2.12170586974218e-25
"Fth1",1.35250198986187e-43,1.30332281008726,1,0.997,2.26611708401356e-39
"Cst3",1.368700360024e-05,1.2958574903127,0.971,0.992,0.229325745322021
"Ctsb",2.34101893959628e-36,1.25941407903036,0.978,0.984,3.92237723329356e-32
"Abca1",1.07900103251888e-22,1.20188209444494,0.632,0.44,1.80786622998539e-18
"Ltc4s",9.95185962012135e-12,1.1801420743067,0.154,0.046,1.66743407935133e-07
"Cd14",2.80840457665057e-16,1.16108561820798,0.559,0.527,4.70548186817803e-12
"Gm15056",0.269738401061421,1.14045009115631,0.029,0.014,1
"Il1a",3.0889183392048e-23,1.1403548834115,0.235,0.02,5.17548267733764e-19
"Il7r",4.91664835677407e-16,1.11411547762349,0.309,0.102,8.23784432177495e-12
"Plin2",2.64831226124962e-36,1.10983110724812,0.728,0.679,4.43724719372374e-32
"Hsp90aa1",3.37271100870639e-22,1.10924030817353,0.706,0.646,5.65097729508755e-18
"Slc7a2",1.10393900038369e-15,1.10913726035992,0.18,0.027,1.84964979514287e-11
"Kctd12",2.08133517801866e-22,1.09063794451861,0.434,0.436,3.48727709077026e-18
"Map4k4",1.02347594032385e-23,1.08624541510705,0.511,0.436,1.71483393801261e-19
"AA467197",1.76170773020385e-08,1.06618683035526,0.43,0.33,0.000295174130195654
"Tnfrsf9",2.10082562250434e-15,1.05497423328004,0.14,0.011,3.51993333050602e-11
"Bnip3",1.17595827874455e-18,1.04970435918463,0.496,0.393,1.97031809603649e-14
"Nfkbia",2.30132869115682e-20,1.0453838642686,0.596,0.656,3.85587622203325e-16
"Cpd",4.0997753335809e-18,1.03053473410088,0.401,0.19,6.8691735714148e-14
"Hspa5",1.46726344559282e-15,1.02248254486301,0.765,0.692,2.45839990309078e-11
"Hsp90b1",6.74220041987424e-18,1.01390194471406,0.82,0.805,1.12965568034993e-13
"Il1b",8.93674341228066e-07,1.0115930184013,0.43,0.5,0.0149735135872763
"Hspa1b",9.53232485108824e-06,0.984226317204925,0.074,0.042,0.159714102879983
"Cd274",2.62249186274691e-13,0.969363466047013,0.357,0.159,4.39398511603244e-09
"Pdia3",1.06615762858497e-20,0.968627332885506,0.684,0.706,1.78634710669412e-16
"Bsg",2.16641430258749e-46,0.968248659300838,0.754,0.822,3.62982716398534e-42
"Ier3",3.58664301487696e-13,0.96556396386597,0.522,0.514,6.00942037142635e-09
"Id2",6.47595120984385e-14,0.956612441062516,0.496,0.341,1.08504562520934e-09
"Tmem119",2.0541184169758e-10,0.955827430271314,0.283,0.154,3.44167540764296e-06
"Ddit4",1.01709617693547e-15,0.954300401299661,0.29,0.102,1.70414464445538e-11
"Il1rn",9.81873711543793e-08,0.949184631514919,0.386,0.307,0.00164512940369163
"Abhd12",3.25596150104189e-19,0.94438672914439,0.346,0.343,5.45536349499569e-15
"Lgmn",8.52344352965554e-19,0.938295677587342,0.798,0.849,1.42810296339379e-14
"Cd93",6.22112771493333e-18,0.937103270376494,0.467,0.366,1.04234994863708e-13
"Sod2",1.52051318056636e-19,0.91960425322214,0.566,0.607,2.54761983403893e-15
"Trem2",9.46365764248191e-13,0.890783241037052,0.662,0.649,1.58563583799784e-08
"Thbs1",6.50097715090351e-07,0.890116934191617,0.596,0.615,0.0108923872163388
"Sdc4",6.90861791866507e-12,0.887039571077433,0.456,0.286,1.15753893227233e-07
"Wfdc21",8.72080504375428e-05,0.88612331959682,0.158,0.091,1
"Calr",1.43425039572654e-12,0.866207165394653,0.739,0.763,2.40308653803981e-08
"Pfkfb3",1.87136369548282e-14,0.862423330308985,0.39,0.263,3.13546987178146e-10
"Ftl1",1.59519911175495e-23,0.86233239945464,0.993,0.995,2.67275611174541e-19
"Cx3cr1",4.1818441079731e-19,0.850755432520998,0.452,0.577,7.00667980290892e-15
"Acp5",8.84920649684374e-13,0.847042053898523,0.338,0.324,1.48268454854617e-08
"Ecm1",1.82950563496724e-10,0.830022972658884,0.533,0.494,3.0653366913876e-06
"Canx",5.45308166783778e-14,0.825251479555337,0.574,0.585,9.13663833446221e-10
"Clec4e",3.06308465335174e-11,0.82004381828796,0.489,0.481,5.13219833669084e-07
"Slc2a1",9.49066883065526e-18,0.810432845836052,0.415,0.343,1.59016156257629e-13
"Gja1",1.6343159301374e-15,0.809559356922533,0.132,0.008,2.73829634094522e-11
"Cdkn1a",2.69516410893576e-14,0.808306684972323,0.581,0.582,4.51574746452187e-10
"App",7.69203483944058e-37,0.807350810430812,0.724,0.816,1.28880043734827e-32
"Egln3",4.74653640965017e-15,0.802106935377909,0.287,0.118,7.95282175436885e-11
"Timp2",2.89075475686774e-12,0.799647125327429,0.276,0.248,4.84345959513189e-08
"Cd38",2.54133987826058e-14,0.794600828477938,0.401,0.222,4.25801496602561e-10
"Dst",7.02079684629972e-12,0.79159672247641,0.129,0.014,1.17633451159752e-07
"Cd36",1.01702085091319e-10,0.787954103609618,0.107,0.011,1.70401843570505e-06
"Mif",9.1373445627661e-23,0.787301544600842,0.798,0.852,1.53096208149146e-18
"Ptms",5.57944968666408e-08,0.782038442249015,0.555,0.495,0.000934836795000567
"Neat1",2.37751835612167e-09,0.776769581804927,0.482,0.487,3.98353200568186e-05
"Sdc1",4.64567339371856e-12,0.762338144133451,0.265,0.088,7.78382577117545e-08
"Hspa1a",0.000993780905066127,0.761895935849464,0.085,0.064,1
"Ccl2",1.38895316255786e-06,0.75913430102477,0.261,0.267,0.023271910238657
"Fam102b",3.20733561734075e-09,0.753199505109951,0.272,0.14,5.37389082685443e-05
"Mxi1",3.49803929518919e-13,0.744729303017287,0.375,0.193,5.86096483908949e-09
"Bhlhe40",2.53440660424259e-11,0.744711209964025,0.357,0.198,4.24639826540846e-07
"Cd68",3.07964609950813e-18,0.743125592376097,0.827,0.904,5.15994703972587e-14
"Adam8",1.66658451571388e-10,0.738398756908112,0.452,0.332,2.7923623560786e-06
"F13a1",5.04355258835842e-17,0.732099536223736,0.64,0.673,8.45047236179453e-13
"Kmt5a",1.43758155840929e-13,0.730057036816593,0.441,0.303,2.40866790111476e-09
"Lhfpl2",1.38895746340758e-10,0.728602909612933,0.224,0.079,2.32719822993941e-06
"Arl6ip1",7.02278492510089e-20,0.725337071282825,0.658,0.755,1.17666761420065e-15
"Emp1",3.34487392828273e-12,0.724062157995118,0.357,0.145,5.60433626683772e-08
"Cd164",3.23715772879892e-11,0.715321534737699,0.371,0.247,5.42385777460259e-07
"Sirpa",6.82013392732206e-15,0.714757077583235,0.64,0.692,1.14271343952281e-10
"Clec4d",8.09847305961427e-17,0.709581358215229,0.632,0.616,1.35689916113837e-12
"Tnfaip3",2.06020090175123e-12,0.707860729592183,0.276,0.108,3.45186661088419e-08
"Wnk1",8.46843281134404e-09,0.704908099526722,0.434,0.431,0.000141888591754069
"Zfp36l1",1.55157760158705e-10,0.702737113747058,0.577,0.571,2.59966827145909e-06
"Bcl2a1b",3.86656989779233e-06,0.702413474492944,0.371,0.261,0.0647843786375105
"Prdx6",2.87223853630715e-17,0.697929460872031,0.721,0.764,4.81243566758264e-13
"Ttr",0.758724978042826,0.693770749647741,0.074,0.064,1
"Cd53",1.00581625459917e-28,0.693525709493278,0.776,0.871,1.68524513458091e-24
"Rhob",2.06556503410134e-09,0.690044573017904,0.272,0.206,3.4608542146368e-05
"Mtdh",3.33386531398277e-11,0.688879009915677,0.559,0.52,5.58589133357813e-07
"Txn1",1.8179322963443e-33,0.687792179518862,0.849,0.956,3.04594556252488e-29
"Cst7",2.49970461841952e-07,0.678959624861724,0.074,0.03,0.00418825508816191
"Malt1",2.46582701741706e-06,0.675454760209348,0.265,0.203,0.0413149316768229
"Fnip2",4.05464385326994e-08,0.67166219785154,0.342,0.193,0.000679355577615378
"Plek",4.62033486703548e-15,0.670220806789062,0.643,0.678,7.74137106971796e-11
"Snx18",2.98089243466858e-10,0.670069266254494,0.518,0.45,4.99448527428721e-06
"Gm42418",3.56334808835755e-22,0.670038848270026,1,1,5.97038972204308e-18
"Selenop",1.72664171734422e-18,0.66930978493787,0.441,0.604,2.89298819741025e-14
"Fam162a",4.02300753942385e-09,0.668780704929676,0.456,0.373,6.74054913230467e-05
"Jmjd1c",1.00043479924156e-10,0.667406589642137,0.294,0.311,1.67622850612924e-06
"Fbxl5",2.67729067375577e-10,0.664482458421414,0.401,0.33,4.48580052387779e-06
"Calm3",3.15348065137334e-30,0.663119597050805,0.654,0.737,5.28365683137603e-26
"Pgk1",9.62832021689446e-27,0.661148164473608,0.702,0.83,1.61322505234067e-22
"Vegfa",2.28774332835255e-08,0.653007554197095,0.382,0.217,0.00038331139466547
"Marcks",8.25478434605795e-10,0.652573537270717,0.757,0.843,1.38308911718201e-05
"Sqstm1",5.00099202040526e-14,0.648598843030708,0.46,0.374,8.37916213018902e-10
"Calm2",1.43964254227163e-16,0.643329614136366,0.801,0.846,2.41212107957611e-12
"Tubb4b",2.92846174266238e-06,0.642902626181176,0.312,0.252,0.0490663764983082
"Tnf",0.00451292600610169,0.635711033873054,0.096,0.064,1
"Ndrg1",1.30716989199644e-11,0.635385632199806,0.235,0.102,2.19016315404004e-07
"Vat1",1.34487482071869e-12,0.63476083128883,0.29,0.113,2.25333776211416e-08
"Atp6v1a",1.69772535854656e-11,0.634370477974779,0.518,0.484,2.84453883824477e-07
"Aebp2",1.24992679079041e-05,0.633664442476824,0.199,0.142,0.209425233796933
"Tiparp",1.58215740290913e-11,0.633266544306262,0.305,0.231,2.65090472857425e-07
"Tubb5",4.7965849806708e-11,0.632858989394272,0.548,0.549,8.03667813511393e-07
"Gadd45b",2.26773958618421e-06,0.628604397591477,0.261,0.236,0.0379959767665164
"Ldha",2.97418636516073e-27,0.623588637826569,0.779,0.887,4.9832492548268e-23
"Pmp22",3.00159135694938e-12,0.623068327086993,0.107,0.006,5.02916631856868e-08
"Hcar2",2.38636610259837e-12,0.621495447131203,0.143,0.017,3.99835640490356e-08
"Cd84",3.72778551756433e-09,0.619605778912181,0.522,0.421,6.24590463467903e-05
"Gclm",1.26185585095922e-06,0.617762236110952,0.283,0.192,0.0211423947828217
"Psap",3.19796609978504e-13,0.61766807974838,0.978,0.992,5.35819220018983e-09
"Glul",6.36866856128252e-06,0.616594624969805,0.382,0.325,0.106707041744289
"Nceh1",1.87549489235295e-11,0.60649994479545,0.232,0.198,3.14239169213736e-07
"Cstb",7.80761992970154e-17,0.601070150005071,0.945,0.945,1.30816671922149e-12
"Ifrd1",2.71899944018136e-06,0.599152058502685,0.276,0.19,0.0455568356202386
"Hpgds",3.00222773495365e-07,0.598902090650898,0.125,0.061,0.00503023256991485
"Scoc",1.52132173352401e-07,0.596668585896279,0.151,0.094,0.00254897456451949
"Qk",6.38195097425924e-11,0.596610160419662,0.518,0.56,1.06929588573714e-06
"Prdx1",1.92672988599715e-18,0.586481184466765,0.805,0.947,3.22823592398822e-14
"Serpine1",0.00298056360558409,0.585198672628423,0.066,0.02,1
"Rilpl2",2.20777059092066e-09,0.584937997633815,0.316,0.228,3.69911962508756e-05
"Npepps",3.98713960670057e-07,0.58392349328418,0.36,0.215,0.00668045241102681
"Clmp",5.32018698603966e-12,0.576778598585444,0.14,0.028,8.91397329510945e-08
"Egln1",3.19843520113645e-10,0.574215965670163,0.404,0.327,5.35897817950411e-06
"Lilr4b",1.35388420115082e-05,0.573908615775536,0.526,0.495,0.22684329790282
"Clec4n",7.25305863581312e-05,0.57375649125862,0.423,0.371,1
"Stmn1",2.92308182568846e-06,0.572542876527131,0.081,0.038,0.0489762359894101
"Nfkbiz",1.08244324342314e-06,0.572170736138689,0.221,0.153,0.0181363365435547
"Cltc",1.73821702487271e-10,0.571642234652731,0.621,0.689,2.91238262517422e-06
"Macf1",2.49810006662214e-10,0.571045306055881,0.36,0.388,4.18556666162539e-06
"Ftl1-ps1",1.44848878544671e-08,0.570520432912748,0.449,0.363,0.000242694296001596
"Cln5",1.04631627333733e-06,0.570136707170244,0.298,0.198,0.017531029159767
"P4ha1",4.03132671377553e-10,0.570071254866885,0.452,0.418,6.75448790893091e-06
"Ccdc152",1.72974870615199e-06,0.570008711614086,0.059,0.013,0.0289819395715766
"Denr",6.04419176613226e-09,0.568549658649327,0.279,0.173,0.000101270433041546
"Slc3a2",1.56029775706248e-13,0.56699569217825,0.566,0.546,2.61427889195818e-09
"Gla",1.00115349068523e-06,0.566480231222602,0.312,0.19,0.0167743267364311
"Grina",8.82915264794524e-14,0.566203018225882,0.632,0.657,1.47932452616322e-09
"Arhgap5",1.63407979530456e-05,0.565478342891676,0.154,0.108,0.27379006970328
"Tuba1b",3.27131866534292e-12,0.56242243813486,0.588,0.582,5.48109442378206e-08
"Tceal9",4.82704148327867e-09,0.560785803648435,0.335,0.286,8.08770800523342e-05
"Pmepa1",0.000142003090741828,0.559967743907405,0.221,0.129,1
"Gna13",9.90590293769091e-11,0.558570301793541,0.592,0.561,1.65973403721011e-06
"Ckb",1.20974854234449e-09,0.558317314069794,0.121,0.151,2.0269336826982e-05
"Cfh",1.47374753874636e-10,0.555367752335429,0.158,0.203,2.46926400116952e-06
"Pdia6",2.46089645279455e-11,0.551890195492867,0.54,0.596,4.12323200665726e-07
"Ctsz",3.7549444489298e-15,0.551664460653325,0.926,0.981,6.29140942418187e-11
"Iqgap1",3.18425944500704e-17,0.551341391014723,0.71,0.788,5.33522670010929e-13
"Slc44a1",8.30345565116549e-10,0.550298431197828,0.232,0.091,1.39124399435278e-05
"Slamf7",4.93387109470731e-05,0.549187978745063,0.268,0.17,0.82667010191821
"Uap1l1",2.28778530267988e-07,0.548834746554699,0.268,0.17,0.00383318427464014
"Vdac1",1.74636251588904e-11,0.548392265178982,0.449,0.423,2.92603039537209e-07
"Mfsd1",1.71108407431093e-05,0.546917852288259,0.504,0.495,0.286692136650796
"Stab1",0.000125723677765067,0.546163180364692,0.368,0.387,1
"Gns",5.06329493808518e-06,0.544560475461871,0.493,0.513,0.0848355066876171
"Nav3",0.000104313579049885,0.54435454748793,0.04,0.005,1
"Zfand5",6.88248719890471e-07,0.543969118876811,0.504,0.487,0.0115316073017648
"Rgs1",9.20498586288658e-06,0.543283104967234,0.206,0.091,0.154229538132665
"Fam20c",2.53714755544418e-08,0.539933356396453,0.316,0.149,0.000425099072914672
"Gdf15",2.20276647219003e-08,0.537339834463383,0.066,0.003,0.00036907352241544
"U90926",0.000901451550461821,0.536635069906988,0.018,0,1
"Maf",7.69688732039659e-05,0.5331029256525,0.467,0.473,1
"Pdia4",7.14283069668283e-08,0.533029451284504,0.239,0.226,0.00119678128322921
"Gas6",1.66752835242955e-11,0.532340514778164,0.07,0,2.79394375449572e-07
"Ranbp2",1.72944420567678e-06,0.531219755120361,0.279,0.278,0.0289768376661144
"Creg1",3.48134139284695e-12,0.530826139274144,0.621,0.75,5.83298750371507e-08
"Furin",8.71177027840097e-08,0.53040381189271,0.438,0.404,0.00145965711014608
"Hp",1.67120602314052e-20,0.52882213874161,0.471,0.737,2.80010569177194e-16
"Pld3",1.81551555357488e-06,0.528219018157309,0.305,0.234,0.0304189631001471
"Pla2g7",1.90192604398307e-12,0.52807690638442,0.765,0.761,3.18667708669363e-08
"Slco2b1",1.18044272948361e-06,0.526393333324833,0.07,0.017,0.0197783179324979
"Plxdc2",8.40128578640798e-06,0.52634513545425,0.048,0.016,0.140763543351266
"Procr",5.47655942760872e-13,0.52514213795818,0.169,0.027,9.1759753209584e-09
"Sgk1",3.70856238580469e-08,0.522440446809737,0.415,0.412,0.000621369627741576
"Fubp1",8.60360372044333e-07,0.522134624490445,0.25,0.255,0.0144153380336028
"Npc1",4.12678302811649e-08,0.519223400819761,0.36,0.297,0.000691442496360917
"Sbno1",5.13261222605471e-06,0.517013824271353,0.287,0.261,0.0859969178475467
"Txnrd1",3.0466124018018e-05,0.516856899469035,0.39,0.319,0.510459907921891
"Rnase4",6.62113874956806e-08,0.515313074834916,0.279,0.34,0.00110937179749013
"Cflar",3.11985582022259e-07,0.514765852068543,0.471,0.414,0.00522731842678295
"S1pr1",6.78090371325521e-05,0.51219913940316,0.129,0.052,1
"Sall1",1.13492625394625e-05,0.510670384865714,0.04,0.002,0.190156893848695
"Ms4a7",3.29000499715229e-06,0.51011890476732,0.401,0.42,0.0551240337272866
"Rbpj",4.21956152855974e-13,0.510090416101455,0.555,0.569,7.06987534110184e-09
"Cks2",8.23265380162913e-05,0.509987956099667,0.188,0.14,1
"Grn",1.14015798112153e-12,0.509358943206107,0.827,0.928,1.91033469736912e-08
"Serinc3",2.07219486389674e-10,0.508981502072649,0.632,0.774,3.47196249445899e-06
"Hspa9",4.36357518931325e-06,0.508294615119751,0.316,0.19,0.0731117022969436
"Ccdc34",6.57657504470983e-06,0.507256970370759,0.077,0.05,0.110190514874113
"Dhx9",2.4258263611417e-06,0.505895699650773,0.202,0.192,0.0406447206809291
"Acsl4",3.08103991529643e-05,0.50553641005979,0.228,0.153,0.516228237807917
"Lyst",4.49539540255907e-05,0.504671502180463,0.239,0.189,0.753203499698773
"Malat1",0.00613689833090821,0.504117997794949,0.956,0.983,1
"Gapdh",3.66941050064531e-19,0.504054677814923,0.915,0.989,6.14809729383122e-15
"Serpine2",1.60142864938993e-06,0.501532452733875,0.037,0.005,0.0268319370205282
"P2ry13",6.52285644050135e-12,0.500995963585894,0.081,0.079,1.092904596606e-07
"Atp6v1c1",9.4038504718505e-09,0.499950483668987,0.379,0.307,0.000157561514655855
"Hmgn1",5.32978858318908e-05,0.499502471487432,0.121,0.068,0.893006077113331
"Ccrl2",0.000688044810442903,0.496656301387941,0.199,0.187,1
"Fpr1",2.74039148272978e-10,0.494257800687311,0.191,0.049,4.59152592931374e-06
"Bcl2a1a",0.000455792354370782,0.493667988254451,0.14,0.069,1
"Gde1",2.49781091160008e-09,0.493457887487825,0.493,0.462,4.18508218238593e-05
"Ezr",7.72312293795072e-06,0.49214210165949,0.36,0.31,0.129400924825364
"Gnb1",3.38396252290283e-14,0.491651583980731,0.603,0.676,5.66982920712369e-10
"Sdf2l1",1.37775483514099e-11,0.489097344083053,0.346,0.423,2.30842822627874e-07
"Ap3s1",7.70420146538396e-09,0.486237053704298,0.485,0.429,0.000129083895552508
"Nus1",1.73444325198997e-05,0.485327769146656,0.324,0.209,0.290605966870919
"Ptpra",1.92560158209797e-05,0.48445442746888,0.221,0.225,0.322634545080515
"Sgpl1",5.27984414164782e-07,0.483342998875044,0.441,0.45,0.00884637885933092
"Usp34",2.89190969261837e-05,0.483164203715503,0.265,0.256,0.484539468998208
"Sh3glb1",2.98334036987773e-18,0.480945976490692,0.805,0.896,4.99858678973013e-14
"Iqsec1",1.51826360156282e-08,0.480945171399723,0.265,0.127,0.000254385066441851
"Afg3l2",7.78789752956611e-08,0.47842251230593,0.235,0.148,0.0013048622310788
"Mertk",6.55835491357689e-06,0.477744449915817,0.165,0.082,0.109885236576981
"Ufm1",9.24644233482161e-11,0.477650821432813,0.368,0.44,1.54924141319936e-06
"Tcf12",0.000132174285603941,0.477394537381648,0.129,0.112,1
"Bnip3l",1.64388671872259e-12,0.476810078019162,0.562,0.571,2.75433219721969e-08
"St13",2.1639139932057e-06,0.476613778034109,0.548,0.517,0.0362563789561615
"Itgam",4.24547724272613e-14,0.47548027397437,0.706,0.8,7.11329712018763e-10
"Edem1",1.76706998340871e-10,0.474002460371773,0.426,0.475,2.9607257572013e-06
"Slc6a6",1.93306411849333e-13,0.473459773657364,0.43,0.533,3.23884893053558e-09
"Slc48a1",2.42653203764636e-09,0.473358302785506,0.279,0.195,4.06565442907647e-05
"Mef2c",1.86988001891561e-16,0.47170881678078,0.199,0.325,3.13298397169311e-12
"Abcc1",7.32901116533287e-10,0.470396218120903,0.235,0.091,1.22797582075152e-05
"Serinc1",1.25363066162668e-05,0.469653603146307,0.419,0.392,0.210045817355551
"Impa2",1.08080097790467e-10,0.468661635937671,0.32,0.239,1.81088203847927e-06
"P4hb",1.50610456614465e-18,0.46670645692286,0.588,0.693,2.52347820057535e-14
"Abcc5",3.65221575004256e-09,0.466681086484782,0.228,0.116,6.11928748919631e-05
"Raph1",9.45600470258538e-09,0.46655475821804,0.243,0.135,0.000158435358791818
"Tulp4",4.71802818166609e-06,0.466088460719239,0.199,0.178,0.0790505621838153
"Cox6a2",3.24729450542907e-05,0.463961250120344,0.04,0.006,0.54408419438464
"Srgn",2.10206592216701e-12,0.46346780307141,0.879,0.958,3.52201145259083e-08
"Mpeg1",2.35698183537457e-06,0.459322390687295,0.886,0.926,0.0394912306517009
"Pgam1",2.18037076427953e-25,0.458962525558792,0.713,0.835,3.65321121555035e-21
"Zfhx3",4.46816994778404e-07,0.458714928677242,0.202,0.211,0.00748641874751215
"Lgals3",1.93264755822287e-19,0.458414974688393,0.897,0.989,3.23815098380242e-15
"Mmp14",4.70592212836792e-06,0.458054676781032,0.46,0.406,0.0788477252608045
"Psmd14",1.4241778231584e-05,0.457759295310029,0.324,0.336,0.238620994270189
"Mtss1",4.24006324805633e-15,0.456420115810188,0.199,0.03,7.10422597211838e-11
"Lrp1",2.38123882288275e-18,0.455935122593805,0.71,0.825,3.98976564774004e-14
"Itga6",5.45018849371577e-05,0.455700657302994,0.195,0.173,0.913179082122078
"Degs1",0.000101158034003369,0.455670906142768,0.346,0.286,1
"1700017B05Rik",5.84234620321707e-05,0.455479629288448,0.294,0.272,0.978885106349019
"Eif4a2",9.63956483154653e-08,0.45405224810202,0.312,0.332,0.00161510908752562
"Slc40a1",2.03841807140064e-08,0.453619149977694,0.062,0.002,0.000341536947863177
"Rab11a",1.77703900666655e-07,0.453121614499293,0.537,0.531,0.00297742885566981
"Fam3c",2.00295513493182e-06,0.450971685133306,0.143,0.135,0.0335595132857826
"Slc31a1",0.000138567046741777,0.450900051972672,0.371,0.291,1
"Pdgfb",6.37456063491907e-06,0.450798354204819,0.081,0.044,0.106805763438069
"Fscn1",6.13493584205961e-06,0.448919444248797,0.048,0.003,0.102790850033709
"Tpi1",4.78940988960641e-17,0.448825741156929,0.761,0.838,8.02465627003554e-13
"Tpp1",1.88212523768334e-05,0.44369721116134,0.404,0.382,0.315350083573843
"Csf1",3.7079453385351e-06,0.443515444274062,0.048,0.036,0.0621266241471557
"Eif5",7.68371874605013e-13,0.442865281129433,0.603,0.654,1.2874070759007e-08
"Fmnl2",2.08777969660856e-07,0.442463188163039,0.195,0.08,0.00349807488166765
"Eaf1",3.00210514660635e-05,0.442427766009868,0.176,0.085,0.503002717313894
"Bst1",6.09965928894232e-05,0.440563393348845,0.379,0.34,1
"Txnl1",2.44771570817958e-07,0.438863255867292,0.452,0.481,0.00410114766905488
"Gas2l3",3.35189557688666e-05,0.438441636566616,0.147,0.097,0.56161010390736
"Ppp1r3b",5.57854638584429e-06,0.437811013453869,0.224,0.123,0.093468544694821
"Epb41l2",0.000450861822387489,0.437141819506083,0.474,0.495,1
"Ptgs1",6.52751249164674e-07,0.436052517327472,0.074,0.066,0.0109368471797541
"Fcgr2b",6.71778819617344e-17,0.436033197469288,0.684,0.797,1.12556541226886e-12
"Cd200",2.67575942954894e-15,0.434905413600726,0.132,0.006,4.48323492420925e-11
"Rnf149",1.67050401628877e-06,0.434779131991978,0.456,0.409,0.0279892947929183
"Sypl",0.000252440389599406,0.433711648607411,0.349,0.302,1
"Tm9sf3",1.25469857100251e-09,0.432444373608671,0.452,0.528,2.1022474557147e-05
"Bin1",1.14006359974425e-07,0.431142357613038,0.221,0.237,0.00191017656137149
"F7",6.74139551557263e-07,0.430663748919011,0.206,0.086,0.0112952081863419
"Cyfip1",6.97176250366008e-12,0.429895151909248,0.596,0.687,1.16811880748825e-07
"Arhgap31",4.98995082987539e-05,0.429584783771866,0.165,0.16,0.836066261545621
