"","gene","Mono/Mac 1","Microglia 1","Microglia 2","Granulocytes 1","Microglia 3","Granulocytes 2","Mono/Mac/DC","ILC/NKT/T/Tgd","Mono/Mac 2","ILC/NK","B Cells","Granulocytes 3","Monocytes","Basophils"
"105","Eif5b",0.830284265618224,0.938065032290369,0.959807951582636,0.760327503490916,1.01264502449231,0.597748005965231,0.79634128275574,0.882786604467169,1.02301577892046,0.891862966982277,1.20808447815506,0.664845351482332,0.914253831805035,0.688600552002697
"106","Rev1",0.083763067627046,0.175550370979652,0.082699969207967,0.138018851695476,0.143678174257475,0.195648340358923,0.0532338279361137,0.0958549058089594,0.118089410455694,0.0676745138379082,0.0799682817877013,0.0762642402796341,0.157640936280279,0
"107","Gm37062",0,0,0,0,0.00475442890247768,0,0,0,0,0,0,0,0,0
"108","Aff3",0,0,0,0,0,0,0.0521296545864005,0.154507377824738,0,0.194321419803404,0.494124738299809,0,0,0.146198378570172
"109","Chst10",0,0.00727381734820347,0.00730192480198389,0,0.00381181260551937,0,0.00811297401719178,0.0692608088580315,0,0,0.0333542124768286,0,0,0
"110","Pdcl3",0.521234433478913,0.538885843255788,0.558878944405512,0.48469868492773,0.526798820507989,0.467138003873107,0.562623415151904,0.484369819143423,0.544008291102173,0.527548551321963,0.152450821027574,0.310768348296731,0.784284721889215,0.825835072006273
"111","Rpl31",2.1051240726355,1.88681617834154,2.47511561219868,1.55061377639337,2.05771024886449,1.56328689451538,2.40976662443166,2.40737688199256,2.23807368376455,2.30238291103288,2.59059156619687,1.39329684527678,2.09558653754831,1.85719163962645
"112","Tbc1d8",0.0871707809360847,0.196258922187457,0.0292792815091527,0.0785615591259184,0.154646056690064,0.0972275865016671,0.312977010909712,0.00630356951835129,0.169311573193258,0,0,0.0239546181861245,0.17486567900284,0.491341227319816
"113","Cnot11",0.128179721401449,0.176260444906667,0.0860051526833664,0.122799974884959,0.164302834979546,0.0981690725407909,0.107950083933494,0.188010076719126,0.234263934864272,0.210519534431942,0.192763359881881,0.0581012363142633,0.334016104976701,0.0803283392493469
"114","Gm15832",0.0473544705916673,0.0267720341598708,0.016757412486895,0.223638651019837,0.0195306292642038,0.222576164336592,0.0171876942927607,0.0158678807001293,0.0286775520915276,0,0,0.260759345301631,0,0.144597384465452
"115","Rnf149",0.726807602523704,0.294064420385538,0.20830286870187,1.17136361700072,0.267185529793636,1.2679498160871,0.341049628785953,0.133199008330402,0.565005466117971,0.165283531024544,0,1.03918745260929,0.845975873577913,0.2748308429536
"116","Creg2",0.080230784339446,0.0158993941142563,0.0214065664549754,0.0648372970473286,0.00646419449906022,0.0552419128777676,0.0334653336586139,0,0.150619895252218,0,0,0,0,0
"117","D930019O06Rik",0.00131124911707864,0,0,0,0,0,0,0,0.00611953195958838,0,0,0,0,0
"118","Map4k4",1.00146027584299,1.13233202636522,0.404771534162426,0.489249640899463,0.926757637370781,0.908181293594951,1.14322215373586,0.61120328525483,1.0318967295521,0.498011625766305,0.201073596390688,0.488356787817367,0.514441428377692,0.844796538388925
"119","Il1r2",0.120046319896248,0.00310000868261421,0.0160592043508614,1.58833662331487,0.0202906438802555,0.671959794962127,0.749105091314265,0.0141338606894168,0.153695332262259,0,0,1.394134184049,0,0
"120","Gm16894",0.0196982034546681,0.0261201615199241,0,0.170757396095645,0.0227445786152348,0.0162307499903816,0.00259748839181904,0,0.0285453137787992,0,0,0.164320929435394,0,0
"121","Il1r1",0.0048317763654836,0.0180838546909362,0.0252032156986821,0,0.0209800082214849,0,0.00275985961909917,0.141019614225145,0.0187185504498323,0,0,0,0,0
"122","Il1rl2",0.0314858048856579,0.222740566258285,0.0307374930542039,0.00404186297855656,0.0954197981405357,0,0.00648986943836752,0.0275595779391368,0,0.075559594209234,0,0,0,0
"123","Il1rl1",0,0.0807806368564072,0.0108077502684162,0.0078729405695316,0.032338450386876,0,0.00530025639621518,0.197423795241101,0,0,0,0,0,0.906173640811106
"124","Il18r1",0.00391465751759284,0,0,0.0756569472059528,0.0058119356764751,0.00611940089163671,0.00564505667841375,0.973040711063967,0,1.1472254483867,0,0.0550460339843947,0,1.41018201545844
