"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Il1b",0,2.08198677325152,0.976,0.732,0,"Granulocytes 1","Il1b"
"Hdc",0,2.02601665969028,0.9,0.348,0,"Granulocytes 1","Hdc"
"Lmnb1",0,2.02514238190593,0.797,0.186,0,"Granulocytes 1","Lmnb1"
"Entpd1",0,1.95941017559625,0.827,0.257,0,"Granulocytes 1","Entpd1"
"Actg1",0,1.92802154708899,0.986,0.771,0,"Granulocytes 1","Actg1"
"Ifitm1",0,1.90489743099745,0.964,0.728,0,"Granulocytes 1","Ifitm1"
"S100a11",0,1.85629455691532,0.99,0.888,0,"Granulocytes 1","S100a11"
"Actb",0,1.40993648958036,0.997,0.922,0,"Granulocytes 1","Actb"
"Srgn",0,1.24824357232111,0.997,0.977,0,"Granulocytes 1","Srgn"
"Mif",3.07109314393482e-298,-1.45313733701651,0.865,0.963,4.2408725224596e-294,"Granulocytes 1","Mif"
"Arpc3",1.03053565892052e-287,1.20227742060175,0.952,0.831,1.42306669140334e-283,"Granulocytes 1","Arpc3"
"Ftl1",4.39746312405193e-284,-1.71905369442836,0.991,0.995,6.07245682800331e-280,"Granulocytes 1","Ftl1"
"Ifitm2",1.38355802869367e-270,1.37486396442322,0.976,0.796,1.91055528182309e-266,"Granulocytes 1","Ifitm2"
"S100a9",1.41925603869564e-258,1.43981405334152,1,0.955,1.95985066383481e-254,"Granulocytes 1","S100a9"
"G0s2",5.18611184330567e-239,1.90028153006739,0.882,0.515,7.1615018444208e-235,"Granulocytes 1","G0s2"
"Dgat1",1.96997828746797e-219,1.47958260615136,0.6,0.158,2.72034301716452e-215,"Granulocytes 1","Dgat1"
"Plaur",2.78700936769379e-218,1.73078724537672,0.74,0.34,3.84858123584835e-214,"Granulocytes 1","Plaur"
"Ccl6",1.8476229601374e-217,1.8892329614367,0.652,0.208,2.55138254565374e-213,"Granulocytes 1","Ccl6"
"Rps28",1.74792494819033e-211,-1.74322106289733,0.662,0.83,2.41370956095603e-207,"Granulocytes 1","Rps28"
"Bri3",1.95779908810004e-204,-1.4289139987626,0.532,0.818,2.70352476075735e-200,"Granulocytes 1","Bri3"
"S100a8",3.19959454210361e-198,1.21457296727651,1,0.979,4.41832010319087e-194,"Granulocytes 1","S100a8"
"Trem1",4.32123221891576e-196,1.37585116530932,0.788,0.382,5.96718957110077e-192,"Granulocytes 1","Trem1"
"Rdh12",9.27169536052998e-195,1.47288288675916,0.587,0.176,1.28032841233559e-190,"Granulocytes 1","Rdh12"
"Il1r2",5.32351541700156e-192,1.51916123110449,0.694,0.254,7.35124243933746e-188,"Granulocytes 1","Il1r2"
"Fam107b",5.8932455535466e-186,1.34735995610693,0.642,0.214,8.1379827848925e-182,"Granulocytes 1","Fam107b"
"Lgals3",1.74159198932319e-185,-1.38683190290981,0.721,0.887,2.40496437805639e-181,"Granulocytes 1","Lgals3"
"Rplp2",1.92536450115723e-185,-1.36458014990573,0.785,0.866,2.65873583964801e-181,"Granulocytes 1","Rplp2"
"Mcemp1",8.4893647467812e-182,1.08384964997933,0.877,0.54,1.17229637788302e-177,"Granulocytes 1","Mcemp1"
"Spp1",6.74150903224426e-180,2.1875512534714,0.765,0.461,9.3093498226261e-176,"Granulocytes 1","Spp1"
"Capg",3.29385621333709e-178,-1.42334983762139,0.352,0.663,4.54848604499719e-174,"Granulocytes 1","Capg"
"Adam8",8.54141716752411e-174,1.28132722866747,0.708,0.306,1.1794842966634e-169,"Granulocytes 1","Adam8"
"Rps26",4.66574911629705e-173,-1.50759607263339,0.597,0.761,6.4429329546946e-169,"Granulocytes 1","Rps26"
"Esd",1.28195619564307e-170,-1.48535855656605,0.656,0.836,1.77025331056352e-166,"Granulocytes 1","Esd"
"Aldoa",1.6272404496332e-169,-0.851874870380338,0.925,0.968,2.24705633689849e-165,"Granulocytes 1","Aldoa"
"Rps19",5.89372164408014e-169,-1.84549708698118,0.476,0.659,8.13864021831027e-165,"Granulocytes 1","Rps19"
"Cstb",1.18345261943472e-168,-1.33716825746072,0.849,0.931,1.6342297221774e-164,"Granulocytes 1","Cstb"
"Thbs1",2.48127871167553e-161,1.77447690146359,0.732,0.372,3.42639777295274e-157,"Granulocytes 1","Thbs1"
"Mrpl33",3.33879637404707e-161,1.15832652377255,0.81,0.473,4.6105439129216e-157,"Granulocytes 1","Mrpl33"
"Mxd1",1.45275079691685e-156,0.881938381444294,0.955,0.69,2.00610357546248e-152,"Granulocytes 1","Mxd1"
"Retnlg",6.73122950758079e-156,1.90214088656394,0.848,0.543,9.29515482701831e-152,"Granulocytes 1","Retnlg"
"Rpl18",2.93397187627358e-154,-1.25854257501659,0.652,0.799,4.05152176394618e-150,"Granulocytes 1","Rpl18"
"Nudt4",9.19262880455421e-152,1.15021601627976,0.749,0.36,1.26941011162089e-147,"Granulocytes 1","Nudt4"
"Npc2",8.77770861105321e-150,-1.49914972224398,0.316,0.609,1.21211378210034e-145,"Granulocytes 1","Npc2"
"Rpl8",3.35550922284765e-149,-1.41130976253401,0.496,0.663,4.63362268583032e-145,"Granulocytes 1","Rpl8"
"Cd52",7.58708426691753e-149,0.870812348049346,0.97,0.834,1.04770046641864e-144,"Granulocytes 1","Cd52"
"Rps8",1.50025320281328e-146,-1.55631158196912,0.529,0.695,2.07169964776486e-142,"Granulocytes 1","Rps8"
"Lrg1",1.34059549037127e-141,1.34871229571825,0.509,0.151,1.85122831265369e-137,"Granulocytes 1","Lrg1"
"Lamp1",2.18121723615734e-140,-1.26846431870867,0.355,0.61,3.01204288140967e-136,"Granulocytes 1","Lamp1"
"Sell",4.5026785917968e-140,1.02158923041074,0.589,0.206,6.21774886741219e-136,"Granulocytes 1","Sell"
"Rpl32",2.2755943671024e-139,-1.54440817407769,0.441,0.614,3.1423682615317e-135,"Granulocytes 1","Rpl32"
"Samsn1",6.32788084660711e-139,0.856706756889665,0.928,0.688,8.73817066107976e-135,"Granulocytes 1","Samsn1"
"Rpl19",1.63823212793136e-138,-1.302992522973,0.617,0.72,2.26223474546042e-134,"Granulocytes 1","Rpl19"
"Naca",2.9445266525542e-137,-1.30920297533611,0.302,0.541,4.0660968545121e-133,"Granulocytes 1","Naca"
"Rpl24",1.62131129020049e-136,-1.22231249049843,0.654,0.755,2.23886876063786e-132,"Granulocytes 1","Rpl24"
"Bsg",5.49834282345154e-136,-1.02084504579687,0.731,0.878,7.59266160490423e-132,"Granulocytes 1","Bsg"
"Rpl21",1.44601330547076e-135,-1.23666183953697,0.584,0.729,1.99679977352458e-131,"Granulocytes 1","Rpl21"
"Rps14",7.02059280272066e-135,-1.05890446086176,0.772,0.839,9.69473660127696e-131,"Granulocytes 1","Rps14"
"Creg1",4.4323037841487e-133,-1.9728292858958,0.226,0.494,6.12056829553094e-129,"Granulocytes 1","Creg1"
"Rpl26",1.44815381371871e-132,-1.25262067430345,0.606,0.717,1.99975560136416e-128,"Granulocytes 1","Rpl26"
"Ppia",1.48770532685038e-132,-1.64900075005421,0.341,0.551,2.05437228584769e-128,"Granulocytes 1","Ppia"
"Acod1",1.29256767863978e-131,0.899365133572487,0.938,0.711,1.78490670743367e-127,"Granulocytes 1","Acod1"
"Wfdc17",1.48359117597278e-130,1.21393052373255,0.93,0.73,2.04869105490081e-126,"Granulocytes 1","Wfdc17"
"Fau",3.40981900126353e-130,-0.799348733683783,0.995,0.996,4.70861905884481e-126,"Granulocytes 1","Fau"
"Selenok",1.09741589994218e-128,0.912400149614314,0.817,0.521,1.51542161623016e-124,"Granulocytes 1","Selenok"
"Csrnp1",3.44636062679952e-128,0.931655746214079,0.418,0.102,4.75907938954746e-124,"Granulocytes 1","Csrnp1"
"Eef1a1",6.1778720200609e-127,-0.993128910301288,0.764,0.85,8.5310234725021e-123,"Granulocytes 1","Eef1a1"
"Ubb",1.22128533484261e-126,-0.805008443189757,0.938,0.968,1.68647291888416e-122,"Granulocytes 1","Ubb"
"Rpl28",4.35308772778937e-125,-1.1480391987527,0.603,0.729,6.01117884330434e-121,"Granulocytes 1","Rpl28"
"Rps15a",1.24363514780867e-124,-1.23625091342078,0.601,0.688,1.71733577560899e-120,"Granulocytes 1","Rps15a"
"Osm",1.55366028284001e-124,1.095473255102,0.414,0.104,2.14544948457376e-120,"Granulocytes 1","Osm"
"Bnip3l",1.72394937485676e-124,-1.08867190896289,0.528,0.708,2.3806016917397e-120,"Granulocytes 1","Bnip3l"
"Rps3a1",1.80291368266583e-124,-1.22745084973097,0.561,0.697,2.48964350439324e-120,"Granulocytes 1","Rps3a1"
"Card19",5.04965660036943e-123,-1.02260294828649,0.721,0.867,6.97307079945015e-119,"Granulocytes 1","Card19"
"Ndel1",2.00251048212313e-122,0.993734891870279,0.66,0.305,2.76526672476383e-118,"Granulocytes 1","Ndel1"
"Rpl35",2.8205922679942e-122,-1.39240937962472,0.355,0.561,3.89495586287319e-118,"Granulocytes 1","Rpl35"
"Rps17",4.72201468185337e-122,-1.38313253058711,0.247,0.477,6.52063007417132e-118,"Granulocytes 1","Rps17"
"Rpl36",7.50444240307001e-122,-1.41984157723709,0.494,0.633,1.03628845143994e-117,"Granulocytes 1","Rpl36"
"Junb",2.54265559230359e-121,0.820007800189611,0.948,0.831,3.51115310741203e-117,"Granulocytes 1","Junb"
"Selenon",6.82311068541003e-121,0.848728060453997,0.365,0.079,9.42203354548272e-117,"Granulocytes 1","Selenon"
"Psap",1.38114931934993e-120,-1.77038795877727,0.395,0.6,1.90722909509032e-116,"Granulocytes 1","Psap"
"Sod2",1.80731186163414e-120,-1.12176881643986,0.685,0.836,2.49571694973058e-116,"Granulocytes 1","Sod2"
"Cd14",7.32348793298716e-120,0.962495425847636,0.949,0.835,1.0113004486662e-115,"Granulocytes 1","Cd14"
"Cxcr2",3.72550844863123e-119,0.857392328082053,0.552,0.204,5.14455461671487e-115,"Granulocytes 1","Cxcr2"
"Glrx",1.30010667151687e-116,0.971480554701753,0.615,0.271,1.79531730269764e-112,"Granulocytes 1","Glrx"
"Rps5",2.1611284945962e-116,-1.21091529666712,0.463,0.587,2.98430233818789e-112,"Granulocytes 1","Rps5"
"Rps16",1.04790637771409e-115,-0.867242057474135,0.91,0.92,1.44705391698539e-111,"Granulocytes 1","Rps16"
"Ctsb",1.24230431417696e-115,-0.936613112864547,0.804,0.884,1.71549802744696e-111,"Granulocytes 1","Ctsb"
"Rps25",2.49288456929058e-115,-0.986312233913498,0.715,0.772,3.44242430173336e-111,"Granulocytes 1","Rps25"
"Slfn4",4.78678183880214e-115,1.11737625387251,0.683,0.328,6.61006704120188e-111,"Granulocytes 1","Slfn4"
"Rpl38",3.3854384606842e-114,-1.23275602637829,0.736,0.796,4.67495197035882e-110,"Granulocytes 1","Rpl38"
"mt-Co1",4.8393585034852e-114,1.01316573103405,0.861,0.656,6.68267015746271e-110,"Granulocytes 1","mt-Co1"
"Bax",5.67634321719685e-114,-1.19025419453898,0.208,0.486,7.83846234862713e-110,"Granulocytes 1","Bax"
"Rps20",1.61464047547701e-113,-1.5867007096274,0.347,0.53,2.2296570325862e-109,"Granulocytes 1","Rps20"
"Rpl35a",4.50059104369653e-113,-0.99345116268613,0.836,0.849,6.21486617224054e-109,"Granulocytes 1","Rpl35a"
"Fcgr3",5.32577463977092e-113,0.83625707327651,0.808,0.499,7.35436220005966e-109,"Granulocytes 1","Fcgr3"
"Cd63",1.38028286327833e-112,-1.26689788588521,0.445,0.637,1.90603260590104e-108,"Granulocytes 1","Cd63"
"Rpl13a",2.77815344387951e-112,-1.04988701463879,0.537,0.674,3.83635209065321e-108,"Granulocytes 1","Rpl13a"
"Rab44",3.3792748138477e-112,0.745799419682763,0.358,0.082,4.66644059044229e-108,"Granulocytes 1","Rab44"
"F10",3.63443258549215e-111,-1.32062360312456,0.394,0.644,5.01878795730611e-107,"Granulocytes 1","F10"
"Pim1",5.52730915314812e-111,0.822658982605801,0.9,0.686,7.63266120958223e-107,"Granulocytes 1","Pim1"
"Rpl31",7.29352852799648e-110,-1.0827355547931,0.299,0.491,1.00716335443103e-105,"Granulocytes 1","Rpl31"
"Rpl34",4.47848985932765e-109,-0.944835872861619,0.795,0.831,6.18434664674555e-105,"Granulocytes 1","Rpl34"
"Cyth1",1.62953194683189e-107,0.779966382637771,0.539,0.207,2.25022066538015e-103,"Granulocytes 1","Cyth1"
"Rps18",2.73312553639115e-107,-1.43087955880485,0.274,0.463,3.77417305320254e-103,"Granulocytes 1","Rps18"
"Tpd52",6.24730284032078e-107,0.727233387305524,0.908,0.753,8.62690049219897e-103,"Granulocytes 1","Tpd52"
"Zfp36",2.19891801800175e-106,0.90913173607008,0.799,0.494,3.03648589105862e-102,"Granulocytes 1","Zfp36"
"Isy1",2.56171220212829e-106,0.818190950361182,0.301,0.057,3.53746837991896e-102,"Granulocytes 1","Isy1"
"Rpl13",1.00523182903612e-105,-1.15506657368321,0.624,0.719,1.38812463271597e-101,"Granulocytes 1","Rpl13"
"Rpl6",3.52131046664891e-105,-1.11895476949499,0.425,0.552,4.86257762339548e-101,"Granulocytes 1","Rpl6"
"Antxr2",3.60593120615859e-105,0.844660073127913,0.651,0.309,4.97943040258439e-101,"Granulocytes 1","Antxr2"
"Picalm",1.00350980477387e-104,0.983638570105156,0.663,0.344,1.38574668941224e-100,"Granulocytes 1","Picalm"
"Atp6v0c",1.85594819620615e-104,-0.811761079110379,0.91,0.958,2.56287886414107e-100,"Granulocytes 1","Atp6v0c"
"Fcgr4",5.39846325931372e-104,0.708574458046832,0.405,0.117,7.45473791478632e-100,"Granulocytes 1","Fcgr4"
"St13",7.51608678883502e-104,-1.15691376109688,0.212,0.464,1.03789642467023e-99,"Granulocytes 1","St13"
"Smox",2.42688721019379e-103,0.821694249809249,0.823,0.531,3.3512885485566e-99,"Granulocytes 1","Smox"
"Isg20",5.35466522661873e-103,0.914242037925549,0.547,0.223,7.39425721143781e-99,"Granulocytes 1","Isg20"
"Psmb5",2.02594337467007e-101,-1.0972247380766,0.185,0.414,2.7976252060819e-97,"Granulocytes 1","Psmb5"
"1810058I24Rik",7.45585128114637e-101,-1.03645562315764,0.465,0.633,1.0295785034135e-96,"Granulocytes 1","1810058I24Rik"
"Rpl22",1.08343913168558e-100,-1.15830688598011,0.497,0.577,1.49612109694462e-96,"Granulocytes 1","Rpl22"
"Rps11",1.20860096156616e-100,-1.03288063623443,0.636,0.706,1.66895706782671e-96,"Granulocytes 1","Rps11"
"Rps15",1.26056933263712e-100,-1.13556714785559,0.4,0.548,1.7407201914386e-96,"Granulocytes 1","Rps15"
"Coro1a",1.87002240516405e-100,0.81325869430793,0.792,0.494,2.58231393929103e-96,"Granulocytes 1","Coro1a"
"Rabac1",4.58664838415299e-100,-0.863723513249265,0.544,0.659,6.33370275367686e-96,"Granulocytes 1","Rabac1"
"Lcn2",9.45150090224646e-100,-1.34789572363627,0.901,0.935,1.30515775959121e-95,"Granulocytes 1","Lcn2"
"Atox1",1.74565284323941e-99,-0.973907784700475,0.679,0.779,2.4105720112293e-95,"Granulocytes 1","Atox1"
"Rpl36al",2.32809993130621e-99,-1.34116898776134,0.103,0.33,3.21487319514075e-95,"Granulocytes 1","Rpl36al"
"Plek",5.88021138515529e-99,0.69354688042123,0.96,0.789,8.11998390176094e-95,"Granulocytes 1","Plek"
"Rpl27a",4.13958297550574e-98,-0.882712748511352,0.846,0.863,5.71635013087588e-94,"Granulocytes 1","Rpl27a"
"Tarm1",4.57296340790706e-98,0.7836301341161,0.452,0.156,6.31480516997886e-94,"Granulocytes 1","Tarm1"
"Ikbke",6.06451377083781e-98,-1.15336508330288,0.154,0.401,8.37448706614994e-94,"Granulocytes 1","Ikbke"
"Sh3bgrl3",2.70085819324889e-97,-0.828847725058842,0.855,0.871,3.72961507905739e-93,"Granulocytes 1","Sh3bgrl3"
"Rps2",1.72984131140357e-96,-1.11607879783766,0.465,0.597,2.38873786691719e-92,"Granulocytes 1","Rps2"
"C5ar1",2.63005520342084e-96,0.805488609626447,0.688,0.366,3.63184323040384e-92,"Granulocytes 1","C5ar1"
"Cxcl2",3.11176388189463e-95,0.566983048127291,0.989,0.942,4.2970347445083e-91,"Granulocytes 1","Cxcl2"
"Rps10",4.87507283769453e-95,-0.803559379610813,0.828,0.848,6.73198808157238e-91,"Granulocytes 1","Rps10"
"Rps3",2.25656225969348e-94,-0.897501299792726,0.687,0.722,3.11608682441073e-90,"Granulocytes 1","Rps3"
"Map2k4",2.91441251274047e-94,0.667339663858687,0.325,0.079,4.02451223884331e-90,"Granulocytes 1","Map2k4"
"Rpl11",4.70640709921517e-94,-1.05284755948409,0.493,0.599,6.49907756330623e-90,"Granulocytes 1","Rpl11"
"Bnip3",5.12401387632428e-94,-0.898930176947067,0.673,0.778,7.0757507618162e-90,"Granulocytes 1","Bnip3"
"Mpeg1",3.46783701158937e-93,-1.09533329412711,0.401,0.597,4.78873612930376e-89,"Granulocytes 1","Mpeg1"
"Txn1",1.35804414041228e-92,-0.887579600043809,0.901,0.932,1.87532315349532e-88,"Granulocytes 1","Txn1"
"Rpl37a",1.72492313311841e-92,-0.866503503501132,0.873,0.879,2.38194635452321e-88,"Granulocytes 1","Rpl37a"
"Cfp",1.02545990051465e-91,0.564135577024198,0.327,0.085,1.41605757662068e-87,"Granulocytes 1","Cfp"
"Plk3",1.60593984381598e-91,0.768792879728834,0.353,0.098,2.21764233032548e-87,"Granulocytes 1","Plk3"
"Cd300ld",1.63130907885443e-91,0.842273819508583,0.526,0.221,2.25267470699008e-87,"Granulocytes 1","Cd300ld"
"Rpl12",3.35752285033121e-91,-1.30797992828035,0.219,0.438,4.63640330402237e-87,"Granulocytes 1","Rpl12"
"Rpl5",1.08849661914855e-90,-1.11843914995163,0.197,0.385,1.50310498138223e-86,"Granulocytes 1","Rpl5"
"Ptges3",2.76968544001863e-90,-0.984121580342016,0.157,0.38,3.82465862412173e-86,"Granulocytes 1","Ptges3"
"Rps6",4.7523437682942e-90,-0.911751868556003,0.373,0.484,6.56251150963747e-86,"Granulocytes 1","Rps6"
"AA467197",6.51425878474357e-90,-1.23991791809456,0.535,0.694,8.99553995585239e-86,"Granulocytes 1","AA467197"
"C3",6.84663009750992e-90,-0.953605062403091,0.425,0.634,9.45451150165145e-86,"Granulocytes 1","C3"
"Cyba",4.10218752949201e-89,-0.826458428173673,0.776,0.855,5.66471075947552e-85,"Granulocytes 1","Cyba"
"Gpx4",4.79801444014128e-89,-0.959508518925841,0.296,0.467,6.62557814039109e-85,"Granulocytes 1","Gpx4"
"Anp32b",1.50732300897762e-88,-0.938770715949689,0.129,0.352,2.0814623430972e-84,"Granulocytes 1","Anp32b"
"Reep5",2.47055463729174e-88,-0.88267173400342,0.245,0.422,3.41158889863616e-84,"Granulocytes 1","Reep5"
"Egr1",4.1899408999628e-88,0.829287017523137,0.575,0.265,5.78588938875863e-84,"Granulocytes 1","Egr1"
"Rpl30",6.04676240109413e-88,-0.821995123136318,0.815,0.82,8.34997419967088e-84,"Granulocytes 1","Rpl30"
"Rpl23",7.62750565814355e-88,-0.806177301292444,0.882,0.908,1.05328225633304e-83,"Granulocytes 1","Rpl23"
"Ifitm3",1.09618556581912e-87,0.708994155247617,0.885,0.649,1.51372264783962e-83,"Granulocytes 1","Ifitm3"
"Psma7",1.2813244279933e-87,-0.972440919755846,0.224,0.44,1.76938090261595e-83,"Granulocytes 1","Psma7"
"Spag9",2.05137560785097e-87,0.848899791474312,0.723,0.424,2.83274457688141e-83,"Granulocytes 1","Spag9"
"Igfbp6",7.45725549247981e-87,0.843769047916242,0.562,0.257,1.02977241095654e-82,"Granulocytes 1","Igfbp6"
"Ube2i",2.5570360155394e-86,-0.818206626892219,0.459,0.6,3.53101103385835e-82,"Granulocytes 1","Ube2i"
"Rpl17",7.79813428244289e-86,-0.782263757628014,0.815,0.849,1.07684436306254e-81,"Granulocytes 1","Rpl17"
"Zyx",1.61205282481761e-85,0.746675065176225,0.525,0.228,2.22608374579064e-81,"Granulocytes 1","Zyx"
"Ninj1",7.37776197240644e-85,-0.83617885527869,0.624,0.771,1.01879515076961e-80,"Granulocytes 1","Ninj1"
"Blvrb",7.92201313495209e-85,-1.28174107704496,0.09,0.309,1.09395079380553e-80,"Granulocytes 1","Blvrb"
"Gpi1",1.05425981989979e-84,-0.95061791561233,0.531,0.679,1.45582738529961e-80,"Granulocytes 1","Gpi1"
"Eif4ebp1",1.15042806461849e-84,-0.886297896644971,0.49,0.633,1.58862611443167e-80,"Granulocytes 1","Eif4ebp1"
"Btg2",1.24408342029752e-84,0.859403007929577,0.751,0.477,1.71795479508885e-80,"Granulocytes 1","Btg2"
"Mtdh",1.36672864308847e-84,-0.993540761699497,0.113,0.338,1.88731558324087e-80,"Granulocytes 1","Mtdh"
"Rpl9",2.09383870383866e-84,-0.797500924216681,0.803,0.836,2.8913818661308e-80,"Granulocytes 1","Rpl9"
"Rps12",2.33418864203848e-84,-0.794377688652258,0.795,0.811,3.22328109579094e-80,"Granulocytes 1","Rps12"
"Prdx1",2.55796074078094e-84,-1.89135052474691,0.08,0.295,3.5322879869444e-80,"Granulocytes 1","Prdx1"
"Eif2s2",2.83485998630676e-84,-0.99305923522302,0.281,0.474,3.914658155091e-80,"Granulocytes 1","Eif2s2"
"Tomm7",1.47745716346971e-83,-0.763524768929962,0.531,0.601,2.04022059703532e-79,"Granulocytes 1","Tomm7"
"Carhsp1",2.58793167226622e-83,0.713603533873101,0.528,0.234,3.57367484623242e-79,"Granulocytes 1","Carhsp1"
"Rplp1",5.25396426300259e-83,-0.964577990927802,0.743,0.769,7.25519925078028e-79,"Granulocytes 1","Rplp1"
"mt-Co2",2.99125542032122e-82,0.783966363747048,0.816,0.59,4.13062460992157e-78,"Granulocytes 1","mt-Co2"
"Lamp2",1.09991875191549e-81,0.772601461545693,0.809,0.577,1.51887780452009e-77,"Granulocytes 1","Lamp2"
"Pxk",1.55729049090114e-81,0.65984899222468,0.337,0.099,2.15046243888538e-77,"Granulocytes 1","Pxk"
"Cebpb",1.60335787610698e-81,0.533411914731293,0.989,0.959,2.21407689111612e-77,"Granulocytes 1","Cebpb"
"Sirpb1b",3.27655192559746e-81,0.587236574913718,0.371,0.122,4.52459055405753e-77,"Granulocytes 1","Sirpb1b"
"Crem",3.66277304382259e-81,0.724422602823343,0.273,0.063,5.05792329621461e-77,"Granulocytes 1","Crem"
"Pgk1",5.64819638522022e-81,-0.764509016080436,0.743,0.812,7.7995943883506e-77,"Granulocytes 1","Pgk1"
"Hcls1",1.84242751189022e-80,0.688475103009144,0.516,0.228,2.54420815116921e-76,"Granulocytes 1","Hcls1"
"Rpsa",1.88472167661372e-80,-1.08098346809162,0.319,0.423,2.60261216323589e-76,"Granulocytes 1","Rpsa"
"Ndufa6",2.07895770598724e-80,-0.826740824510138,0.302,0.478,2.87083269619778e-76,"Granulocytes 1","Ndufa6"
"Rps27l",4.67425677635066e-80,-1.18367401528625,0.156,0.368,6.45468118246263e-76,"Granulocytes 1","Rps27l"
"Cox4i1",5.65961761228951e-80,-0.73522877731709,0.563,0.654,7.81536596081058e-76,"Granulocytes 1","Cox4i1"
"Ankrd37",6.1506582476502e-80,-1.07784153171083,0.276,0.491,8.49344397418016e-76,"Granulocytes 1","Ankrd37"
"Ybx1",1.05852323189908e-79,-0.854737350060543,0.247,0.393,1.46171473092944e-75,"Granulocytes 1","Ybx1"
"Nabp1",3.62001121450114e-79,0.736179667220093,0.475,0.197,4.99887348610463e-75,"Granulocytes 1","Nabp1"
"Snrpe",1.27538356313781e-78,-0.944786490481868,0.096,0.298,1.76117716233701e-74,"Granulocytes 1","Snrpe"
"Tomm20",1.41764353399249e-78,-0.940150050299835,0.211,0.402,1.95762395609023e-74,"Granulocytes 1","Tomm20"
"Sec61g",2.91546975455714e-78,-0.667295958984176,0.663,0.707,4.02597218406795e-74,"Granulocytes 1","Sec61g"
"Ost4",3.37523936458605e-78,-0.656323344752362,0.655,0.681,4.66086803855688e-74,"Granulocytes 1","Ost4"
"Trf",6.79487031681458e-78,0.751148105648103,0.207,0.033,9.38303642048925e-74,"Granulocytes 1","Trf"
"Psmb3",1.86415734787734e-77,-0.826604473432385,0.186,0.345,2.57421488168382e-73,"Granulocytes 1","Psmb3"
"Itgb1",2.15454422675727e-77,-0.869601525210992,0.281,0.488,2.97521012272911e-73,"Granulocytes 1","Itgb1"
"Atp5mpl",5.79511357337933e-77,-0.807655901178674,0.428,0.561,8.00247233347952e-73,"Granulocytes 1","Atp5mpl"
"Clec4d",5.95183837105964e-77,0.512563412713116,0.963,0.859,8.21889360659626e-73,"Granulocytes 1","Clec4d"
"Slpi",1.32618780149812e-76,0.830359045703953,0.972,0.934,1.83133273508875e-72,"Granulocytes 1","Slpi"
"Rpl37",1.67609594733339e-76,-0.751583667517176,0.897,0.905,2.31452089367268e-72,"Granulocytes 1","Rpl37"
"Impa2",3.45281253401464e-76,-0.958262355838779,0.309,0.491,4.76798882822081e-72,"Granulocytes 1","Impa2"
"Pgam1",6.43982484154586e-76,-0.633117609441353,0.819,0.867,8.89275412369067e-72,"Granulocytes 1","Pgam1"
"Cnnm2",7.59662726852462e-76,0.416608869886388,0.156,0.015,1.04901825951056e-71,"Granulocytes 1","Cnnm2"
"Igf1r",1.27329370360906e-75,0.759302802444082,0.557,0.272,1.75829127531376e-71,"Granulocytes 1","Igf1r"
"Il1rap",1.41614235582252e-75,0.704081800399785,0.5,0.223,1.95555097915532e-71,"Granulocytes 1","Il1rap"
"Rps27",2.72082058668211e-75,-0.612261384710076,0.979,0.973,3.75718114814933e-71,"Granulocytes 1","Rps27"
"Dusp1",4.150856506998e-75,0.836259064013481,0.767,0.512,5.73191775051354e-71,"Granulocytes 1","Dusp1"
"Taf10",4.75215919669923e-75,-0.868454571795565,0.215,0.393,6.56225663472196e-71,"Granulocytes 1","Taf10"
"Hif1a",2.63646558465718e-74,0.665816060044732,0.737,0.459,3.6406953258531e-70,"Granulocytes 1","Hif1a"
"Sumo2",5.20867830698479e-74,-0.827781856285285,0.208,0.385,7.1926638741153e-70,"Granulocytes 1","Sumo2"
"Bst1",1.45455407329608e-73,-0.810147093177162,0.421,0.559,2.00859371981456e-69,"Granulocytes 1","Bst1"
"Mrgpra2b",3.33896089062267e-73,0.697822463231577,0.421,0.166,4.61077109386084e-69,"Granulocytes 1","Mrgpra2b"
"Zmiz1",9.38982915679693e-73,-0.886085893947308,0.184,0.383,1.29664150826209e-68,"Granulocytes 1","Zmiz1"
"Rab7",3.2837017622732e-72,0.718692851978721,0.833,0.612,4.53446376352306e-68,"Granulocytes 1","Rab7"
"Gm9733",4.45934438512319e-72,0.418521441971752,0.139,0.011,6.15790866141661e-68,"Granulocytes 1","Gm9733"
"Serf1",4.58478710203915e-72,-1.41506064269979,0.121,0.332,6.33113250920586e-68,"Granulocytes 1","Serf1"
"Hnrnpf",5.21740543724344e-72,-0.736110545047524,0.436,0.539,7.20471516828946e-68,"Granulocytes 1","Hnrnpf"
"Emd",9.31365412126049e-72,0.701844997904784,0.509,0.237,1.28612249760486e-67,"Granulocytes 1","Emd"
"Ptgs2",1.04551395665138e-71,0.368548898646806,0.761,0.48,1.44375022273989e-67,"Granulocytes 1","Ptgs2"
"Stfa2l1",2.56184075350896e-71,1.01635649914754,0.727,0.491,3.53764589652052e-67,"Granulocytes 1","Stfa2l1"
"Edf1",2.58167703206296e-71,-0.725420161081847,0.337,0.452,3.56503781357574e-67,"Granulocytes 1","Edf1"
"Gmfg",2.98480001993648e-71,0.587795150840467,0.825,0.567,4.12171034753029e-67,"Granulocytes 1","Gmfg"
"Clta",2.98935581168765e-71,-0.698036558750235,0.475,0.59,4.12800144035948e-67,"Granulocytes 1","Clta"
