"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Zfp992",1.8929842220265e-27,0.0616236123555343,0.171,0.081,3.17169506400541e-23,"Mono/Mac 1","Zfp992"
"Pik3r5",1.90641333552966e-27,0.0756495330566507,0.248,0.13,3.19419554367994e-23,"Mono/Mac 1","Pik3r5"
"Dctn1",1.94246316163506e-27,-0.0832119740925181,0.191,0.137,3.25459702731954e-23,"Mono/Mac 1","Dctn1"
"Mark2",1.94299658452258e-27,0.0102437364646455,0.277,0.174,3.25549077736758e-23,"Mono/Mac 1","Mark2"
"Atrnl1",1.98460513171941e-27,0.183583240422525,0.125,0.028,3.32520589819588e-23,"Mono/Mac 1","Atrnl1"
"Dbndd2",2.01061669028119e-27,0.091276183889771,0.224,0.111,3.36878826456614e-23,"Mono/Mac 1","Dbndd2"
"Gatad2b",2.01587900492814e-27,-0.180245175255948,0.252,0.211,3.3776052727571e-23,"Mono/Mac 1","Gatad2b"
"Pwwp2a",2.02861860716309e-27,-0.474494201723157,0.057,0.166,3.39895047630175e-23,"Mono/Mac 1","Pwwp2a"
"Nlrc4",2.04479818745093e-27,0.107529830325713,0.083,0.011,3.42605936307403e-23,"Mono/Mac 1","Nlrc4"
"Chchd3",2.05352282254557e-27,-0.0114752949073504,0.235,0.151,3.44067748917511e-23,"Mono/Mac 1","Chchd3"
"Nup50",2.09227505824703e-27,-0.0162959977625661,0.178,0.102,3.50560686009291e-23,"Mono/Mac 1","Nup50"
"Ptp4a3",2.12538311285931e-27,-0.43094028292744,0.042,0.161,3.56107940559578e-23,"Mono/Mac 1","Ptp4a3"
"Cops4",2.17164341480526e-27,-0.288786760145714,0.178,0.207,3.63858854150621e-23,"Mono/Mac 1","Cops4"
"H2-M3",2.19586742623008e-27,-0.118281373967393,0.285,0.221,3.67917587264851e-23,"Mono/Mac 1","H2-M3"
"Rnf34",2.22133568941431e-27,0.162662059556802,0.261,0.124,3.72184794761368e-23,"Mono/Mac 1","Rnf34"
"Rnf167",2.26302747390989e-27,-0.374938875965871,0.123,0.187,3.79170253253602e-23,"Mono/Mac 1","Rnf167"
"Pbxip1",2.28277279336731e-27,-0.129573150431888,0.35,0.264,3.82478581528693e-23,"Mono/Mac 1","Pbxip1"
"Pik3c2a",2.29858801791708e-27,-0.0744132350782858,0.205,0.128,3.85128422402006e-23,"Mono/Mac 1","Pik3c2a"
"Gsto1",2.34241324850719e-27,0.174714712722586,0.28,0.133,3.9247133978738e-23,"Mono/Mac 1","Gsto1"
"Trim30c",2.34754993776906e-27,0.0667317179943251,0.103,0.023,3.93331992073206e-23,"Mono/Mac 1","Trim30c"
"A830008E24Rik",2.45285845395056e-27,-0.303462865095427,0,0.085,4.10976433959416e-23,"Mono/Mac 1","A830008E24Rik"
"Ptgfrn",2.45989101677789e-27,0.172595845926946,0.148,0.041,4.12154739861136e-23,"Mono/Mac 1","Ptgfrn"
"Lin7c",2.50605688359192e-27,-0.157634494986279,0.189,0.149,4.19889830845826e-23,"Mono/Mac 1","Lin7c"
"Cutc",2.59068784302046e-27,0.114925738172291,0.155,0.057,4.34069748098079e-23,"Mono/Mac 1","Cutc"
"Rsf1",2.60100843387295e-27,-0.277888286748736,0.187,0.188,4.35798963095412e-23,"Mono/Mac 1","Rsf1"
"Mia2",2.60112786882863e-27,-0.0274434340498535,0.417,0.301,4.35818974422236e-23,"Mono/Mac 1","Mia2"
"Cotl1",2.64632694813967e-27,0.141936835588516,0.868,0.688,4.43392080160802e-23,"Mono/Mac 1","Cotl1"
"Golgb1",2.66974129381378e-27,-0.110513227435748,0.266,0.188,4.47315153778498e-23,"Mono/Mac 1","Golgb1"
"Gpr137b",2.69964124664016e-27,-0.016265762828892,0.319,0.2,4.52324890874558e-23,"Mono/Mac 1","Gpr137b"
"Tlr8",2.73955685083727e-27,0.177439024540226,0.095,0.012,4.59012750357785e-23,"Mono/Mac 1","Tlr8"
"Rps5",2.7525995085245e-27,0.303032675311333,0.989,0.908,4.6119804765328e-23,"Mono/Mac 1","Rps5"
"Mbd3",2.87476823901257e-27,-0.13687640257747,0.214,0.18,4.81667418446556e-23,"Mono/Mac 1","Mbd3"
"Rit1",2.93134361075206e-27,0.0255629995886443,0.214,0.122,4.91146621981507e-23,"Mono/Mac 1","Rit1"
"Arid4b",2.97823226431547e-27,-0.112622179210294,0.265,0.191,4.99002815886057e-23,"Mono/Mac 1","Arid4b"
"B3gat3",2.97994757709829e-27,-0.0771998917775072,0.213,0.149,4.99290216542818e-23,"Mono/Mac 1","B3gat3"
"Cnpy3",2.98849669925676e-27,0.0562605073432418,0.357,0.229,5.0072262196047e-23,"Mono/Mac 1","Cnpy3"
"Ppp4r3b",2.99667583373934e-27,-0.0678469508826779,0.318,0.224,5.02093035943026e-23,"Mono/Mac 1","Ppp4r3b"
"Add1",3.01072707564546e-27,-0.148308856368377,0.208,0.173,5.04447321524397e-23,"Mono/Mac 1","Add1"
"Hist1h2ap",3.04718157956924e-27,-0.765572318235542,0.231,0.206,5.10555273656827e-23,"Mono/Mac 1","Hist1h2ap"
"Atrx",3.20132455768686e-27,-0.350110904209536,0.318,0.322,5.36381929640434e-23,"Mono/Mac 1","Atrx"
"Cct6a",3.43847118302345e-27,-0.144927088678309,0.308,0.248,5.76115846715579e-23,"Mono/Mac 1","Cct6a"
"Mtfr1l",3.63273733310396e-27,-0.073705838123087,0.251,0.181,6.08665140161569e-23,"Mono/Mac 1","Mtfr1l"
"Ppp1r3b",3.90677965513071e-27,-0.150137469724492,0.175,0.116,6.54580931217151e-23,"Mono/Mac 1","Ppp1r3b"
"Mrpl45",3.96004031894223e-27,0.0426008846264443,0.174,0.081,6.6350475543877e-23,"Mono/Mac 1","Mrpl45"
"Dohh",3.96558784323295e-27,0.0313962508068824,0.206,0.117,6.64434243133681e-23,"Mono/Mac 1","Dohh"
"Nxt1",4.00827851758088e-27,-0.118937855856199,0.183,0.131,6.71587065620676e-23,"Mono/Mac 1","Nxt1"
"Uso1",4.06009257582561e-27,0.0252712660589442,0.206,0.112,6.80268511079581e-23,"Mono/Mac 1","Uso1"
"Acot13",4.09727353074745e-27,-0.263220925642602,0.223,0.214,6.86498180076735e-23,"Mono/Mac 1","Acot13"
"Tmem11",4.14302471948671e-27,-0.0643454653865851,0.214,0.145,6.94163791749999e-23,"Mono/Mac 1","Tmem11"
"Pnn",4.20191283654836e-27,-0.348662910955068,0.252,0.277,7.04030495763678e-23,"Mono/Mac 1","Pnn"
"Tmem251",4.22415059701989e-27,-0.0665213365377311,0.218,0.14,7.07756432530682e-23,"Mono/Mac 1","Tmem251"
"Camta1",4.26842470001965e-27,0.0339231830269981,0.216,0.119,7.15174558488292e-23,"Mono/Mac 1","Camta1"
"Gmip",4.2792280959047e-27,-0.0845628176858252,0.262,0.194,7.16984667468833e-23,"Mono/Mac 1","Gmip"
"Stk11",4.41695811199341e-27,-0.0158650233414884,0.212,0.132,7.40061331664497e-23,"Mono/Mac 1","Stk11"
"Cyb5b",4.41933295177682e-27,0.0260774568597081,0.213,0.117,7.40459236070206e-23,"Mono/Mac 1","Cyb5b"
"BC004004",4.44926562718218e-27,-0.0901411889390414,0.261,0.195,7.45474455834373e-23,"Mono/Mac 1","BC004004"
"Mrto4",4.56028843269506e-27,-0.038693472235765,0.212,0.139,7.64076326898057e-23,"Mono/Mac 1","Mrto4"
"Twistnb",4.60092824623362e-27,-0.266872278948538,0.217,0.21,7.70885527656444e-23,"Mono/Mac 1","Twistnb"
"Ndufa4",4.61957581960185e-27,-0.00734042455545936,0.837,0.672,7.74009928574291e-23,"Mono/Mac 1","Ndufa4"
"Gna15",4.77478635991893e-27,-0.49804133485216,0.152,0.258,8.00015454604416e-23,"Mono/Mac 1","Gna15"
"Usp4",4.88365603671282e-27,0.0320012639385269,0.189,0.101,8.18256568951233e-23,"Mono/Mac 1","Usp4"
"Cept1",4.99935511770823e-27,0.0129456583474094,0.294,0.189,8.37641949972014e-23,"Mono/Mac 1","Cept1"
"Sbno1",5.17331130228633e-27,-0.330859414265681,0.29,0.284,8.66788308698075e-23,"Mono/Mac 1","Sbno1"
"Dubr",5.48963929005667e-27,0.00942789609949701,0.119,0.051,9.19789063048994e-23,"Mono/Mac 1","Dubr"
"Golga4",5.77065493063904e-27,0.0103495134713877,0.209,0.12,9.66873233628572e-23,"Mono/Mac 1","Golga4"
"Ctdspl",5.79665064233549e-27,0.185947624915229,0.096,0.012,9.71228815123312e-23,"Mono/Mac 1","Ctdspl"
"Rnf19b",5.81530199566714e-27,0.128742448837438,0.282,0.15,9.7435384937403e-23,"Mono/Mac 1","Rnf19b"
"Ndufa9",5.8369312806259e-27,-0.11518537178309,0.312,0.25,9.7797783606887e-23,"Mono/Mac 1","Ndufa9"
"Mcrs1",6.12449049479777e-27,0.0476176358199787,0.199,0.104,1.02615838240337e-22,"Mono/Mac 1","Mcrs1"
"Sod1",6.18599576387746e-27,-0.0980104022905677,0.373,0.286,1.03646359023767e-22,"Mono/Mac 1","Sod1"
"Sh3kbp1",6.18792606125742e-27,-0.02450675166398,0.347,0.245,1.03678701156368e-22,"Mono/Mac 1","Sh3kbp1"
"Gpr132",6.34544845688574e-27,0.072074457804901,0.179,0.076,1.06317988895121e-22,"Mono/Mac 1","Gpr132"
"Kctd20",6.740808148114e-27,0.00400582878778527,0.206,0.113,1.1294224052165e-22,"Mono/Mac 1","Kctd20"
"Nxpe5",6.96472169468416e-27,0.18884602246281,0.099,0.013,1.16693911994433e-22,"Mono/Mac 1","Nxpe5"
"Cops2",7.03686638839087e-27,0.034503360471958,0.229,0.136,1.17902696337489e-22,"Mono/Mac 1","Cops2"
"Dnajc21",7.22425556751848e-27,0.12951533558167,0.237,0.111,1.21042402033772e-22,"Mono/Mac 1","Dnajc21"
"Eif2b2",7.30126986315985e-27,0.0373567693960262,0.205,0.111,1.22332776557243e-22,"Mono/Mac 1","Eif2b2"
"Stard3nl",7.40919934372836e-27,-0.109771123827657,0.311,0.242,1.24141135004169e-22,"Mono/Mac 1","Stard3nl"
"Dync1li1",7.46950993817713e-27,0.0172048907836301,0.229,0.138,1.25151639014158e-22,"Mono/Mac 1","Dync1li1"
"Adar",7.53298320572765e-27,0.128853114004659,0.231,0.111,1.26215133611967e-22,"Mono/Mac 1","Adar"
"Acyp1",7.9787097028743e-27,-0.0966152612053729,0.155,0.107,1.33683281071659e-22,"Mono/Mac 1","Acyp1"
"Kmt2c",8.00545273163722e-27,-0.26328771152983,0.202,0.192,1.34131360518582e-22,"Mono/Mac 1","Kmt2c"
"Cln5",8.11553351840221e-27,-0.160086613800855,0.242,0.19,1.35975764100829e-22,"Mono/Mac 1","Cln5"
"Diablo",8.1448736148756e-27,-0.133077702099041,0.155,0.129,1.36467357417241e-22,"Mono/Mac 1","Diablo"
"Rpl35",8.20445399411074e-27,0.171835821795531,0.978,0.855,1.37465626671325e-22,"Mono/Mac 1","Rpl35"
"Slc25a36",8.4403113723817e-27,-0.156994368492782,0.179,0.158,1.41417417044255e-22,"Mono/Mac 1","Slc25a36"
"Rb1",8.57608105469849e-27,0.0158325769542801,0.237,0.138,1.43692238071473e-22,"Mono/Mac 1","Rb1"
"Pon2",8.73308834832248e-27,-0.242797881773326,0.271,0.259,1.46322895276143e-22,"Mono/Mac 1","Pon2"
"Tax1bp3",8.75914450682565e-27,0.0631635126821828,0.289,0.175,1.46759466211864e-22,"Mono/Mac 1","Tax1bp3"
"Vps51",8.82595251904108e-27,0.0810780693760105,0.182,0.081,1.47878834456533e-22,"Mono/Mac 1","Vps51"
"Klhl2",9.31458148614318e-27,0.00982706042071682,0.132,0.06,1.56065812800329e-22,"Mono/Mac 1","Klhl2"
"Hspa9",9.42635783920051e-27,-0.00815987868288998,0.24,0.143,1.57938625595804e-22,"Mono/Mac 1","Hspa9"
"Ube2h",9.42999715186093e-27,-0.376915038088365,0.208,0.237,1.5799960227943e-22,"Mono/Mac 1","Ube2h"
"Glyr1",9.47048563471454e-27,-0.0438874005335901,0.29,0.201,1.58677986809642e-22,"Mono/Mac 1","Glyr1"
"Cdipt",9.55964898490572e-27,-0.087129669864359,0.25,0.181,1.60171918742095e-22,"Mono/Mac 1","Cdipt"
"Zc3h13",9.56558562229246e-27,0.00936444573995182,0.243,0.139,1.6027138710151e-22,"Mono/Mac 1","Zc3h13"
"Usp18",9.67717789367489e-27,0.307968483127121,0.262,0.108,1.62141115608523e-22,"Mono/Mac 1","Usp18"
"Rasa1",9.94691461050128e-27,-0.283089114061356,0.138,0.166,1.66660554298949e-22,"Mono/Mac 1","Rasa1"
"Mthfr",9.99489976681824e-27,0.223528649026315,0.144,0.034,1.6746454559304e-22,"Mono/Mac 1","Mthfr"
"Dusp22",1.0172932129272e-26,0.147833875973801,0.193,0.076,1.70447477825953e-22,"Mono/Mac 1","Dusp22"
"Psme4",1.07603189689614e-26,0.160533801345973,0.262,0.129,1.80289144324948e-22,"Mono/Mac 1","Psme4"
"Supt20",1.0960435919177e-26,-0.306651948435219,0.155,0.189,1.8364210382581e-22,"Mono/Mac 1","Supt20"
"Ankrd17",1.09879208912957e-26,-0.221515297742557,0.228,0.216,1.8410261453366e-22,"Mono/Mac 1","Ankrd17"
"Mrpl39",1.09969155342251e-26,0.124372710306091,0.19,0.081,1.84253319775942e-22,"Mono/Mac 1","Mrpl39"
"Hnrnpr",1.12623056987495e-26,-0.225138467505881,0.216,0.201,1.88699931982548e-22,"Mono/Mac 1","Hnrnpr"
"Ric8a",1.12677464892213e-26,0.0104771456001686,0.206,0.115,1.88791092426903e-22,"Mono/Mac 1","Ric8a"
"Mapk1ip1l",1.25133183423268e-26,-0.0108224284281994,0.223,0.135,2.09660648825685e-22,"Mono/Mac 1","Mapk1ip1l"
"Sdhaf2",1.28212325107369e-26,0.0516192099248438,0.218,0.118,2.14819750717397e-22,"Mono/Mac 1","Sdhaf2"
"Rpl6",1.30084064605891e-26,0.229054071151611,0.989,0.896,2.17955850247171e-22,"Mono/Mac 1","Rpl6"
"Slc50a1",1.32966425128056e-26,-0.332482779080267,0.213,0.239,2.22785245302057e-22,"Mono/Mac 1","Slc50a1"
"Gps2",1.35540709949107e-26,-0.0926536736838817,0.319,0.236,2.27098459519729e-22,"Mono/Mac 1","Gps2"
"Setd2",1.36053768077549e-26,-0.260165353599863,0.186,0.192,2.27958088413933e-22,"Mono/Mac 1","Setd2"
"Dlgap4",1.36277639202176e-26,-0.0522871908634824,0.206,0.134,2.28333184483246e-22,"Mono/Mac 1","Dlgap4"
"Rcbtb2",1.37086128927383e-26,-0.164167412527021,0.351,0.293,2.29687809017831e-22,"Mono/Mac 1","Rcbtb2"
"Cpne1",1.37986366758508e-26,0.0476699739101536,0.212,0.113,2.3119615750388e-22,"Mono/Mac 1","Cpne1"
"Akt3",1.40159119539983e-26,0.13065426843957,0.129,0.035,2.34836604789242e-22,"Mono/Mac 1","Akt3"
"Yme1l1",1.44480186240308e-26,-0.144463496744141,0.307,0.237,2.42076552045637e-22,"Mono/Mac 1","Yme1l1"
"Tle4",1.44955139570609e-26,-0.239094333248392,0.265,0.237,2.42872336350555e-22,"Mono/Mac 1","Tle4"
"Rab5b",1.49280402946858e-26,-0.0144380410755513,0.206,0.127,2.50119315137461e-22,"Mono/Mac 1","Rab5b"
"BC051226",1.50574534501496e-26,0.214011753562013,0.167,0.048,2.52287632557256e-22,"Mono/Mac 1","BC051226"
"B9d2",1.58999246094552e-26,0.0283451330613712,0.242,0.139,2.66403236831421e-22,"Mono/Mac 1","B9d2"
"Tns3",1.59604299296493e-26,-0.0523527337293705,0.281,0.188,2.67417003471274e-22,"Mono/Mac 1","Tns3"
"Actl6a",1.61764062090872e-26,-0.000664649054434197,0.218,0.137,2.71035686033255e-22,"Mono/Mac 1","Actl6a"
"Lpcat3",1.64018175485022e-26,-0.349337649756193,0.138,0.197,2.74812453025154e-22,"Mono/Mac 1","Lpcat3"
"Med13l",1.65914539132023e-26,-0.183293699693981,0.212,0.183,2.77989810315705e-22,"Mono/Mac 1","Med13l"
"Acp2",1.67021359816325e-26,-0.04475353937988,0.326,0.226,2.79844288372253e-22,"Mono/Mac 1","Acp2"
"Pi4k2a",1.77457830608606e-26,0.0797078941076394,0.227,0.118,2.9733059518472e-22,"Mono/Mac 1","Pi4k2a"
"Stk38",1.79363623196549e-26,-0.157116791515495,0.364,0.294,3.00523750665819e-22,"Mono/Mac 1","Stk38"
"Zfp148",1.81227803487505e-26,-0.221855790968151,0.216,0.195,3.03647184743315e-22,"Mono/Mac 1","Zfp148"
"Ythdf1",1.84514125083166e-26,0.0709070980088868,0.18,0.087,3.09153416576845e-22,"Mono/Mac 1","Ythdf1"
"Plbd2",1.85736778429472e-26,-0.089364977194278,0.225,0.167,3.1120197225858e-22,"Mono/Mac 1","Plbd2"
"Csnk1g2",1.88442063796489e-26,-0.0332828440569971,0.21,0.133,3.15734677891017e-22,"Mono/Mac 1","Csnk1g2"
"Slc25a30",1.92330204310915e-26,0.0529465607099694,0.13,0.053,3.22249257322938e-22,"Mono/Mac 1","Slc25a30"
"Smim3",1.9487295488869e-26,-0.00966480117263246,0.274,0.174,3.26509635916001e-22,"Mono/Mac 1","Smim3"
"Vma21",1.94980878012752e-26,0.050389653017638,0.319,0.195,3.26690461110367e-22,"Mono/Mac 1","Vma21"
"Slc12a6",1.99233534024631e-26,-0.246926105574297,0.235,0.221,3.33815786258269e-22,"Mono/Mac 1","Slc12a6"
"Faap20",2.02549834036796e-26,-0.0393740475598824,0.193,0.13,3.39372246928652e-22,"Mono/Mac 1","Faap20"
"Aff1",2.03691336015589e-26,-0.0705634044222844,0.21,0.132,3.41284833494119e-22,"Mono/Mac 1","Aff1"
"March7",2.05685397007305e-26,-0.339479249406397,0.274,0.268,3.4462588268574e-22,"Mono/Mac 1","March7"
"Stt3a",2.08424477585382e-26,0.000887883414881663,0.278,0.181,3.49215212194308e-22,"Mono/Mac 1","Stt3a"
"Fam76a",2.28816380932491e-26,-0.150230298066043,0.198,0.143,3.83381846252388e-22,"Mono/Mac 1","Fam76a"
"Pnkd",2.43985963306674e-26,-0.0790679111611426,0.285,0.212,4.08798481520333e-22,"Mono/Mac 1","Pnkd"
"Gnptab",2.48272164560819e-26,0.231907741373275,0.193,0.067,4.15980011721652e-22,"Mono/Mac 1","Gnptab"
"Rbm27",2.48776857721329e-26,-0.110013707366078,0.205,0.153,4.16825625112086e-22,"Mono/Mac 1","Rbm27"
"Kcnab2",2.49768794546655e-26,0.122428491426477,0.109,0.025,4.1848761526292e-22,"Mono/Mac 1","Kcnab2"
"Acbd5",2.52392836682059e-26,-0.122331388746547,0.229,0.17,4.22884197860791e-22,"Mono/Mac 1","Acbd5"
"Atxn10",2.54181127217437e-26,-0.310631647083254,0.197,0.216,4.25880478652815e-22,"Mono/Mac 1","Atxn10"
"Osbpl8",2.54853604569654e-26,0.0376491404660861,0.277,0.161,4.27007214456455e-22,"Mono/Mac 1","Osbpl8"
"Larp1",2.61207804100825e-26,0.0305525571303231,0.32,0.205,4.37653675770932e-22,"Mono/Mac 1","Larp1"
"Tmem100",2.61232859326934e-26,-0.354863518429991,0.004,0.098,4.37695655802278e-22,"Mono/Mac 1","Tmem100"
"Tug1",2.61314230146668e-26,-0.303461417385137,0.168,0.172,4.37831992610742e-22,"Mono/Mac 1","Tug1"
"Mrps7",2.67718213733288e-26,-0.025928731032901,0.263,0.173,4.48561867110124e-22,"Mono/Mac 1","Mrps7"
"AI837181",2.82485949224937e-26,-0.082174927543357,0.228,0.163,4.73305207926382e-22,"Mono/Mac 1","AI837181"
"Tomm40",2.84814084035944e-26,-0.00942234421501875,0.231,0.146,4.77205997802224e-22,"Mono/Mac 1","Tomm40"
"U2af2",2.86239743930041e-26,-0.0490080873383573,0.286,0.202,4.79594690954784e-22,"Mono/Mac 1","U2af2"
"Wdr45b",2.91431110001858e-26,-0.135911286721056,0.24,0.189,4.88292824808112e-22,"Mono/Mac 1","Wdr45b"
"Cnot8",2.99129996991215e-26,-0.0632786157033687,0.247,0.168,5.01192309958781e-22,"Mono/Mac 1","Cnot8"
"Map3k20",3.01206930773178e-26,0.115985492304364,0.1,0.021,5.0467221251046e-22,"Mono/Mac 1","Map3k20"
"Glod4",3.0166217824724e-26,-0.0324789155053979,0.218,0.148,5.0543497965325e-22,"Mono/Mac 1","Glod4"
"Tmem120a",3.16417678264582e-26,0.0749805187601997,0.16,0.069,5.30157819932307e-22,"Mono/Mac 1","Tmem120a"
"Cetn2",3.20064235835649e-26,-0.0710464308371703,0.28,0.196,5.3626762714263e-22,"Mono/Mac 1","Cetn2"
"Piezo1",3.28217618346019e-26,0.173243277030024,0.171,0.06,5.49928619538754e-22,"Mono/Mac 1","Piezo1"
"Ptk2b",3.3478204246528e-26,-0.229802375660757,0.233,0.203,5.60927312150577e-22,"Mono/Mac 1","Ptk2b"
"Baz1b",3.43748160737306e-26,-0.0290498501870078,0.274,0.178,5.75950043315356e-22,"Mono/Mac 1","Baz1b"
"Ets2",3.47038265762004e-26,-0.138425689691625,0.182,0.116,5.81462614284238e-22,"Mono/Mac 1","Ets2"
"Tmem192",3.53440085444559e-26,0.141087659866636,0.231,0.109,5.92188863162359e-22,"Mono/Mac 1","Tmem192"
"CAAA01118383.1",3.5497222412588e-26,0.119748951018359,0.28,0.153,5.94755961522912e-22,"Mono/Mac 1","CAAA01118383.1"
"Rufy3",3.66556729889723e-26,0.143459761402069,0.168,0.063,6.14165800930231e-22,"Mono/Mac 1","Rufy3"
"Atp6v1c1",3.69566509791563e-26,-0.224644862575905,0.361,0.306,6.19208687155763e-22,"Mono/Mac 1","Atp6v1c1"
"Kat7",3.75472350684808e-26,0.00277908678693567,0.171,0.095,6.29103923572396e-22,"Mono/Mac 1","Kat7"
"Pofut2",3.85236979936705e-26,0.0655621587509754,0.227,0.119,6.45464559883949e-22,"Mono/Mac 1","Pofut2"
"Rpl41",3.87702410687051e-26,0.249057558228772,0.993,0.982,6.49595389106155e-22,"Mono/Mac 1","Rpl41"
"Tmem86a",3.91986121002795e-26,-0.229784981511937,0.361,0.318,6.56772745740182e-22,"Mono/Mac 1","Tmem86a"
"Pisd",3.92927713976231e-26,0.05073716544639,0.189,0.097,6.58350384767175e-22,"Mono/Mac 1","Pisd"
"Rbbp8",4.16321386314174e-26,0.111811986591069,0.197,0.086,6.97546482769398e-22,"Mono/Mac 1","Rbbp8"
"Usp34",4.18822085202169e-26,-0.233857549339706,0.273,0.239,7.01736403756234e-22,"Mono/Mac 1","Usp34"
"Elob",4.30182230415712e-26,0.00255280883372055,0.963,0.829,7.20770327061526e-22,"Mono/Mac 1","Elob"
"Tmem248",4.40584134299037e-26,-0.0300104797128245,0.212,0.13,7.38198717018036e-22,"Mono/Mac 1","Tmem248"
"Zfp638",4.45482176356004e-26,-0.286706133228025,0.262,0.262,7.46405386484484e-22,"Mono/Mac 1","Zfp638"
"Ccdc88a",4.45608449477621e-26,0.0978312305662253,0.286,0.152,7.46616957099753e-22,"Mono/Mac 1","Ccdc88a"
"Eif1a",4.67301312654475e-26,-0.00981294945231748,0.309,0.204,7.82963349352572e-22,"Mono/Mac 1","Eif1a"
"Dld",4.87269995857084e-26,-0.0601368366640838,0.186,0.13,8.16420878058544e-22,"Mono/Mac 1","Dld"
"Pef1",4.9903539230076e-26,-0.000601111128781084,0.163,0.084,8.36133799799923e-22,"Mono/Mac 1","Pef1"
"H2-T23",5.07281634005465e-26,0.0658568650551397,0.784,0.613,8.49950377776156e-22,"Mono/Mac 1","H2-T23"
"Creb1",5.32348135761487e-26,-0.101108064186472,0.274,0.198,8.91949301468372e-22,"Mono/Mac 1","Creb1"
"Pigx",5.44162168403974e-26,-0.23071923792792,0.197,0.194,9.11743713160858e-22,"Mono/Mac 1","Pigx"
"Snhg3",5.49517527461466e-26,-0.0898560022166087,0.256,0.179,9.20716617261686e-22,"Mono/Mac 1","Snhg3"
"Map3k11",5.51960818741277e-26,0.0739920640346677,0.178,0.083,9.24810351801009e-22,"Mono/Mac 1","Map3k11"
"1110038B12Rik",5.53730896070968e-26,0.0581562104741256,0.299,0.183,9.27776116366906e-22,"Mono/Mac 1","1110038B12Rik"
"Lmo4",5.60506743543418e-26,0.025354655745953,0.395,0.258,9.39129048806997e-22,"Mono/Mac 1","Lmo4"
"Dynlt1f",5.74382049588001e-26,-0.00668045788391469,0.208,0.123,9.62377124084696e-22,"Mono/Mac 1","Dynlt1f"
"Hp1bp3",5.82487081685561e-26,-0.334541895221224,0.256,0.272,9.75957105364157e-22,"Mono/Mac 1","Hp1bp3"
"Fam214b",5.87193880045293e-26,0.0124323716976036,0.157,0.08,9.83843346015889e-22,"Mono/Mac 1","Fam214b"
"Mrps26",5.87503497968453e-26,-0.146985822248877,0.194,0.169,9.84362110846143e-22,"Mono/Mac 1","Mrps26"
"Gadd45a",6.05270845844243e-26,-0.358340681952096,0.115,0.097,1.01413130221203e-21,"Mono/Mac 1","Gadd45a"
"Sp3os",6.36073025465453e-26,-0.116325327875972,0.199,0.14,1.06574035416737e-21,"Mono/Mac 1","Sp3os"
"Tmem185b",6.49734855464589e-26,0.0354289205585513,0.176,0.09,1.08863075033092e-21,"Mono/Mac 1","Tmem185b"
"4930453N24Rik",6.71597843980844e-26,-0.0851486940489246,0.179,0.132,1.1252621875899e-21,"Mono/Mac 1","4930453N24Rik"
"Acads",6.78091414301949e-26,-0.204326166050004,0.178,0.172,1.13614216466291e-21,"Mono/Mac 1","Acads"
"Zfp622",6.81070481895516e-26,-0.0736980663340135,0.208,0.144,1.14113359241594e-21,"Mono/Mac 1","Zfp622"
"Crnkl1",6.94709053411837e-26,0.0297544666067908,0.208,0.117,1.16398501899153e-21,"Mono/Mac 1","Crnkl1"
"Cd180",7.04660753672862e-26,-0.45533278327585,0.223,0.271,1.18065909277888e-21,"Mono/Mac 1","Cd180"
"Ahcyl2",7.06603180575992e-26,0.0377740173108591,0.199,0.106,1.18391362905508e-21,"Mono/Mac 1","Ahcyl2"
"Sla",7.75409720479074e-26,-0.0569673542944259,0.357,0.264,1.29919898666269e-21,"Mono/Mac 1","Sla"
"4833420G17Rik",8.0579292905766e-26,-0.143360396532928,0.195,0.162,1.35010605263611e-21,"Mono/Mac 1","4833420G17Rik"
"Ccnt2",8.18623262632128e-26,-0.231664320762358,0.189,0.189,1.37160327654013e-21,"Mono/Mac 1","Ccnt2"
"Pon3",8.25357457009038e-26,-0.399023422410464,0.049,0.156,1.38288641921864e-21,"Mono/Mac 1","Pon3"
"Pip4k2a",8.63210201147803e-26,-0.270412853102299,0.305,0.284,1.44630869202314e-21,"Mono/Mac 1","Pip4k2a"
"Jdp2",8.74506734203405e-26,-0.0644456531604034,0.195,0.113,1.46523603315781e-21,"Mono/Mac 1","Jdp2"
"Brd8",9.04122677212591e-26,-0.261436775824622,0.182,0.188,1.5148575456697e-21,"Mono/Mac 1","Brd8"
"Cspp1",9.27931972521137e-26,-0.446547600319319,0.115,0.187,1.55475001995916e-21,"Mono/Mac 1","Cspp1"
"Galnt9",9.5171680605218e-26,0.131830948446962,0.071,0.005,1.59460150854043e-21,"Mono/Mac 1","Galnt9"
"Sec14l1",9.68627275266266e-26,-0.186428588227832,0.258,0.222,1.62293499970863e-21,"Mono/Mac 1","Sec14l1"
"BC003965",9.70954459780901e-26,-0.0885375298803051,0.217,0.165,1.6268341973629e-21,"Mono/Mac 1","BC003965"
"Ccpg1",9.97237600237278e-26,-0.50549181750172,0.13,0.198,1.67087159919756e-21,"Mono/Mac 1","Ccpg1"
"Secisbp2l",1.03038469892164e-25,-0.0385222880244184,0.228,0.149,1.7264095630432e-21,"Mono/Mac 1","Secisbp2l"
