"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Lyz2",0,2.93747759854442,0.995,0.753,0,"Mono/Mac 1","Lyz2"
"Fn1",0,2.70681884058021,0.84,0.137,0,"Mono/Mac 1","Fn1"
"Vim",0,2.41428258943623,0.967,0.376,0,"Mono/Mac 1","Vim"
"Tgfbi",0,2.31910196253334,0.953,0.315,0,"Mono/Mac 1","Tgfbi"
"F13a1",0,2.16411628759239,0.727,0.047,0,"Mono/Mac 1","F13a1"
"Lgals3",9.86130325816836e-319,2.08358297009529,0.992,0.463,1.65226136090611e-314,"Mono/Mac 1","Lgals3"
"Ccr2",7.06732197847476e-281,2.25749840969973,0.81,0.161,1.18412979749345e-276,"Mono/Mac 1","Ccr2"
"S100a4",4.90801913361029e-280,2.11100203474643,0.874,0.198,8.22338605836405e-276,"Mono/Mac 1","S100a4"
"Ahnak",6.15257639482802e-280,1.65308069143,0.852,0.173,1.03086417495343e-275,"Mono/Mac 1","Ahnak"
"Chil3",5.89814993532511e-270,3.15683442365688,0.601,0.05,9.88235021663722e-266,"Mono/Mac 1","Chil3"
"Apoc2",6.88271107653879e-270,2.53519870078683,0.813,0.178,1.15319824087407e-265,"Mono/Mac 1","Apoc2"
"Plac8",4.08167576722292e-261,2.69251102225007,0.84,0.247,6.83884774798201e-257,"Mono/Mac 1","Plac8"
"Ms4a6c",1.39161157794044e-258,1.8376283257899,0.92,0.354,2.33164519883921e-254,"Mono/Mac 1","Ms4a6c"
"Ifitm3",4.60292992309924e-251,1.85576184973942,0.977,0.569,7.71220908615278e-247,"Mono/Mac 1","Ifitm3"
"S100a10",2.35431494559112e-250,1.39046449683531,0.924,0.276,3.94465469133793e-246,"Mono/Mac 1","S100a10"
"F10",8.10599222994707e-239,0.952946240659448,0.729,0.149,1.35815899812763e-234,"Mono/Mac 1","F10"
"Hexb",8.59457450060555e-233,-3.37915462865565,0.647,0.623,1.44002095757646e-228,"Mono/Mac 1","Hexb"
"Thbs1",3.27842997584209e-227,2.76169226947911,0.678,0.113,5.49300942452341e-223,"Mono/Mac 1","Thbs1"
"Ms4a4c",8.95923860384871e-220,1.96235221097858,0.756,0.169,1.50112042807485e-215,"Mono/Mac 1","Ms4a4c"
"Cybb",2.63478459361116e-218,1.63230157642071,0.798,0.194,4.4145815865955e-214,"Mono/Mac 1","Cybb"
"Hp",3.84671490118296e-214,1.12687488514272,0.761,0.184,6.44517081693204e-210,"Mono/Mac 1","Hp"
"Emilin2",2.20968022341351e-213,0.909004397374566,0.786,0.199,3.70231921432934e-209,"Mono/Mac 1","Emilin2"
"Plbd1",5.21845017760766e-211,0.72180496311238,0.775,0.219,8.74351327258164e-207,"Mono/Mac 1","Plbd1"
"Trem2",1.78454763738941e-209,-1.59409833293955,0.65,0.542,2.99000956644596e-205,"Mono/Mac 1","Trem2"
"Mgst1",3.23091341656816e-207,1.18097482915814,0.562,0.064,5.41339542945995e-203,"Mono/Mac 1","Mgst1"
"Anxa5",9.64543057226531e-207,1.27707986203279,0.883,0.299,1.61609189238305e-202,"Mono/Mac 1","Anxa5"
"Ly6c2",6.8439027844518e-203,2.28109553622088,0.676,0.123,1.1466959115349e-198,"Mono/Mac 1","Ly6c2"
"Ifi211",8.97390841975797e-203,1.43441776370221,0.612,0.086,1.50357835573045e-198,"Mono/Mac 1","Ifi211"
"C1qc",3.3596561965799e-202,-3.62393807463432,0.312,0.567,5.62910395736962e-198,"Mono/Mac 1","C1qc"
"S100a6",1.38689571625664e-201,0.981004635369115,0.977,0.441,2.32374377258801e-197,"Mono/Mac 1","S100a6"
"Vcan",4.04750334927693e-199,1.08109365426385,0.379,0.008,6.7815918617135e-195,"Mono/Mac 1","Vcan"
"Lgals1",8.47853171027154e-198,1.04967501729745,0.916,0.339,1.420577988056e-193,"Mono/Mac 1","Lgals1"
"Cd81",1.0539222175068e-193,-3.20462761777845,0.149,0.526,1.76584667543264e-189,"Mono/Mac 1","Cd81"
"Crip1",2.43654299352722e-193,1.26140657893742,0.881,0.303,4.08242778565486e-189,"Mono/Mac 1","Crip1"
"Ms4a6d",3.29489418595835e-193,1.45272206783601,0.9,0.376,5.52059520857321e-189,"Mono/Mac 1","Ms4a6d"
"Aprt",4.24216347730068e-191,1.39441705155928,0.912,0.431,7.1077449062173e-187,"Mono/Mac 1","Aprt"
"Tmsb10",4.37675440976339e-190,1.26414811793856,0.986,0.578,7.33325201355856e-186,"Mono/Mac 1","Tmsb10"
"Mcub",6.12851553023055e-190,0.921768679488291,0.567,0.074,1.02683277709013e-185,"Mono/Mac 1","Mcub"
"Csf1r",5.81639166758281e-189,-0.991833353428546,0.919,0.615,9.745364239035e-185,"Mono/Mac 1","Csf1r"
"Npc2",2.09096090347344e-188,1.18810502050723,0.992,0.806,3.50340499376975e-184,"Mono/Mac 1","Npc2"
"Ecm1",1.32506190294831e-186,1.50548000086249,0.541,0.066,2.22014121838989e-182,"Mono/Mac 1","Ecm1"
"Ly86",1.17230610284094e-184,-1.84026574087588,0.723,0.613,1.96419887530999e-180,"Mono/Mac 1","Ly86"
"C1qa",7.4181833289053e-184,-3.77854745620829,0.256,0.56,1.24291661675808e-179,"Mono/Mac 1","C1qa"
"Sh3bgrl",3.36657050676383e-182,0.996540404500741,0.737,0.185,5.6406888840828e-178,"Mono/Mac 1","Sh3bgrl"
"Msr1",4.52172958724388e-182,1.05325003891658,0.57,0.083,7.57615792342712e-178,"Mono/Mac 1","Msr1"
"Emb",1.32106453011011e-181,0.798218736278409,0.79,0.241,2.21344362019949e-177,"Mono/Mac 1","Emb"
"Sirpb1c",2.33858702912255e-181,0.858685364849768,0.589,0.105,3.91830256729483e-177,"Mono/Mac 1","Sirpb1c"
"Gda",7.31073461153527e-179,0.708815556388807,0.646,0.152,1.22491358416273e-174,"Mono/Mac 1","Gda"
"Napsa",1.04325268377061e-175,0.831944781087494,0.712,0.195,1.74796987165766e-171,"Mono/Mac 1","Napsa"
"Gm21188",2.14127374881615e-175,0.766810003709493,0.517,0.073,3.58770416614146e-171,"Mono/Mac 1","Gm21188"
"Clec4a1",3.83863913619728e-174,1.05014621732235,0.55,0.078,6.43163987269855e-170,"Mono/Mac 1","Clec4a1"
"Ccr1",5.60647901247216e-173,0.539383337501,0.739,0.235,9.3936555853971e-169,"Mono/Mac 1","Ccr1"
"Anxa2",4.79529342162259e-170,1.13208827152385,0.912,0.383,8.03451412792864e-166,"Mono/Mac 1","Anxa2"
"Pla2g7",2.64409014485113e-169,1.1079733536311,0.802,0.26,4.43017303769807e-165,"Mono/Mac 1","Pla2g7"
"Ifi204",1.72591380819381e-168,1.27254934213667,0.773,0.233,2.89176858562873e-164,"Mono/Mac 1","Ifi204"
"Pirb",2.55120303918382e-164,0.988874032245963,0.825,0.287,4.27454069215249e-160,"Mono/Mac 1","Pirb"
"Ifi207",3.06622136986275e-164,1.09961596710074,0.695,0.175,5.13745390520504e-160,"Mono/Mac 1","Ifi207"
"Emp3",3.76183109079169e-164,1.09804632725892,0.946,0.495,6.30294799262148e-160,"Mono/Mac 1","Emp3"
"Smpdl3a",6.29592933772585e-164,1.08535432127832,0.738,0.21,1.05488296053597e-159,"Mono/Mac 1","Smpdl3a"
"S100a11",1.90448129234007e-160,0.522885927104628,0.984,0.529,3.19095840531579e-156,"Mono/Mac 1","S100a11"
"Sparc",6.35902781869054e-160,-3.54155336910172,0.035,0.454,1.0654551110216e-155,"Mono/Mac 1","Sparc"
"Myof",4.41217227539416e-159,0.752109345859041,0.396,0.028,7.39259464742292e-155,"Mono/Mac 1","Myof"
"Lgmn",5.21491192623353e-159,-1.08807519263613,0.818,0.596,8.73758493240428e-155,"Mono/Mac 1","Lgmn"
"Olfml3",9.93205533628709e-158,-2.70601035785462,0.091,0.455,1.6641158715949e-153,"Mono/Mac 1","Olfml3"
"Mcemp1",1.14641966803838e-155,0.635457401411623,0.678,0.202,1.9208261537983e-151,"Mono/Mac 1","Mcemp1"
"Pid1",9.25840512038388e-155,1.11502835207698,0.72,0.21,1.55124577792032e-150,"Mono/Mac 1","Pid1"
"Msrb1",1.82647924879221e-154,0.377298462377061,0.954,0.473,3.06026598135135e-150,"Mono/Mac 1","Msrb1"
"Capg",1.01996077904376e-153,0.901497558251411,0.858,0.34,1.70894428528782e-149,"Mono/Mac 1","Capg"
"Fcrls",1.11814858556658e-152,-3.02713474052695,0.065,0.471,1.8734579551168e-148,"Mono/Mac 1","Fcrls"
"Adssl1",3.3573841516605e-151,0.785504309183967,0.672,0.185,5.62529714610717e-147,"Mono/Mac 1","Adssl1"
"Cd93",7.79579882744904e-151,1.06203342274004,0.438,0.047,1.30618609353909e-146,"Mono/Mac 1","Cd93"
"Tnfsf13",1.21210494084268e-150,0.858978804106565,0.498,0.073,2.03088182838192e-146,"Mono/Mac 1","Tnfsf13"
"C1qb",3.56693358581998e-149,-3.00258483949075,0.399,0.6,5.97639722304138e-145,"Mono/Mac 1","C1qb"
"Hopx",1.11232076028612e-148,1.09771483689183,0.55,0.102,1.86369343385939e-144,"Mono/Mac 1","Hopx"
"Marcks",1.65188005702125e-145,-1.41160432476861,0.821,0.744,2.7677250355391e-141,"Mono/Mac 1","Marcks"
"Wfdc17",9.84530760658275e-145,-0.0338118032771861,0.913,0.43,1.64958128948294e-140,"Mono/Mac 1","Wfdc17"
"Selplg",1.22666792833514e-143,-1.66540177217278,0.62,0.722,2.05528211392553e-139,"Mono/Mac 1","Selplg"
"Anxa1",6.50032428707861e-143,0.574427388694472,0.62,0.173,1.08912933430002e-138,"Mono/Mac 1","Anxa1"
"Clec4d",7.57529022224518e-143,0.352235541234599,0.706,0.259,1.26923987673718e-138,"Mono/Mac 1","Clec4d"
"Lilrb4a",4.44863507965093e-142,0.269787038515722,0.818,0.364,7.45368807595513e-138,"Mono/Mac 1","Lilrb4a"
"Arg1",2.13261082457359e-140,3.61682715695323,0.374,0.046,3.57318943657304e-136,"Mono/Mac 1","Arg1"
"AB124611",6.325771921645e-139,0.66683220316055,0.678,0.212,1.05988308547162e-134,"Mono/Mac 1","AB124611"
"Ccl9",1.25062369357206e-138,1.33217853218163,0.7,0.224,2.09541999857998e-134,"Mono/Mac 1","Ccl9"
"Rgs10",1.74171556494949e-138,-1.14260342433955,0.72,0.613,2.91824442907288e-134,"Mono/Mac 1","Rgs10"
"Cd44",1.14197696367438e-137,0.64238114830692,0.741,0.271,1.91338240263642e-133,"Mono/Mac 1","Cd44"
"Prdx5",6.4797648859716e-137,1.00204342905187,0.989,0.788,1.08568460664454e-132,"Mono/Mac 1","Prdx5"
"Ckb",8.82521204364408e-137,-2.02485041001128,0.121,0.499,1.47866427791256e-132,"Mono/Mac 1","Ckb"
"Ifitm2",2.53614861908913e-136,0.802912545884969,0.957,0.538,4.24931701128384e-132,"Mono/Mac 1","Ifitm2"
"Ctsl",1.85150724324785e-135,-1.16598730244668,0.783,0.616,3.10220038606178e-131,"Mono/Mac 1","Ctsl"
"Fxyd5",2.33728675629299e-135,0.761039429184104,0.986,0.633,3.9161239601689e-131,"Mono/Mac 1","Fxyd5"
"C3",6.88575240324057e-135,0.737477498576931,0.552,0.142,1.15370781516296e-130,"Mono/Mac 1","C3"
"Pitpna",1.89176946742203e-134,0.947119801621362,0.917,0.483,3.16965974266562e-130,"Mono/Mac 1","Pitpna"
"Gpr34",3.33554168780192e-133,-2.71870944743657,0.034,0.41,5.58870009791211e-129,"Mono/Mac 1","Gpr34"
"Pkm",3.65840908185336e-133,0.934307868995112,0.974,0.639,6.12966441664531e-129,"Mono/Mac 1","Pkm"
"Ifi209",1.19902488108033e-132,1.28571821552421,0.621,0.169,2.0089661882501e-128,"Mono/Mac 1","Ifi209"
"Klra2",1.39319490955058e-132,0.615627863816982,0.419,0.068,2.334298070952e-128,"Mono/Mac 1","Klra2"
"Malat1",7.08603201892787e-131,-1.39574817510271,0.973,0.905,1.18726466477137e-126,"Mono/Mac 1","Malat1"
"Gm34084",6.12455216166984e-130,0.570187056439417,0.589,0.174,1.02616871468778e-125,"Mono/Mac 1","Gm34084"
"Lrp1",5.04487242339276e-128,0.715011715301307,0.853,0.385,8.45268374539457e-124,"Mono/Mac 1","Lrp1"
"Prdx6",8.91272779690531e-128,1.2832699103883,0.832,0.377,1.49332754237148e-123,"Mono/Mac 1","Prdx6"
"Metrnl",9.87956950194762e-127,0.7335858698119,0.608,0.171,1.65532187005132e-122,"Mono/Mac 1","Metrnl"
"Siglech",2.06145050730994e-126,-2.4509483774318,0.008,0.371,3.45396032499781e-122,"Mono/Mac 1","Siglech"
"AI662270",4.23382865870246e-126,0.673114583259525,0.609,0.173,7.09377991765597e-122,"Mono/Mac 1","AI662270"
"Igsf6",8.48636788523682e-126,0.536611973816,0.767,0.311,1.42189093917143e-121,"Mono/Mac 1","Igsf6"
"Ms4a6b",1.09804096481716e-125,1.14595394416054,0.821,0.379,1.83976763655116e-121,"Mono/Mac 1","Ms4a6b"
"Sem1",5.05525832423959e-125,0.776610987099352,0.982,0.85,8.47008532226343e-121,"Mono/Mac 1","Sem1"
"Pgk1",1.43258259788297e-124,1.07608517612893,0.871,0.427,2.40029214275292e-120,"Mono/Mac 1","Pgk1"
"Hspa8",1.6055681601065e-124,0.968581009772044,0.984,0.762,2.69012945225844e-120,"Mono/Mac 1","Hspa8"
"Rpl12",2.69186205952663e-124,-0.897875196585749,0.946,0.84,4.51021488073686e-120,"Mono/Mac 1","Rpl12"
"Gpx1",6.78898526531958e-124,1.00706278102717,0.965,0.744,1.1374944812043e-119,"Mono/Mac 1","Gpx1"
"Fam129b",4.11982553696074e-123,0.679255687131243,0.398,0.052,6.90276768717772e-119,"Mono/Mac 1","Fam129b"
"Serinc3",5.81188513874953e-123,-1.4496424343354,0.741,0.72,9.73781354997484e-119,"Mono/Mac 1","Serinc3"
"Gsn",1.40698276957059e-122,0.452124538642461,0.62,0.206,2.35739963041553e-118,"Mono/Mac 1","Gsn"
"Hif1a",1.98828017716391e-122,1.09414400370341,0.83,0.395,3.33136343683813e-118,"Mono/Mac 1","Hif1a"
"Gsr",3.07439206345918e-121,0.363914870055813,0.692,0.28,5.15114390232586e-117,"Mono/Mac 1","Gsr"
"Cebpb",1.72236502789201e-120,0.782689755962566,0.981,0.708,2.88582260423306e-116,"Mono/Mac 1","Cebpb"
"Lpcat2",2.8968435911368e-120,-1.12675369379602,0.484,0.522,4.85366143694971e-116,"Mono/Mac 1","Lpcat2"
"Cd9",8.3808133105548e-119,-1.75776498748152,0.383,0.744,1.40420527018346e-114,"Mono/Mac 1","Cd9"
"Cd63",9.75619020712999e-118,-2.08358269393969,0.285,0.648,1.63464966920463e-113,"Mono/Mac 1","Cd63"
"Sec61g",1.3195461725271e-117,0.804997571824012,0.978,0.741,2.21089961206916e-113,"Mono/Mac 1","Sec61g"
"Mmp14",1.99257897337758e-117,0.926865707851,0.455,0.083,3.33856606989414e-113,"Mono/Mac 1","Mmp14"
"Ass1",3.56001589137436e-117,1.09028660009083,0.499,0.107,5.96480662599774e-113,"Mono/Mac 1","Ass1"
"Ltc4s",1.40095908069675e-116,-2.04432145576512,0.052,0.412,2.3473069397074e-112,"Mono/Mac 1","Ltc4s"
"P2ry12",2.59269304914322e-116,-2.65285810676975,0.118,0.411,4.34405720383947e-112,"Mono/Mac 1","P2ry12"
"Iqgap1",1.15252934885693e-115,0.480348005956055,0.828,0.397,1.93106292400979e-111,"Mono/Mac 1","Iqgap1"
"Fcgr3",5.31510554125241e-115,-0.30224376046803,0.89,0.63,8.90545933436841e-111,"Mono/Mac 1","Fcgr3"
"Qk",3.02495399485735e-114,-1.15668357450834,0.569,0.543,5.06831041838349e-110,"Mono/Mac 1","Qk"
"Cd37",5.4210258316785e-114,-1.23565319165842,0.349,0.563,9.08292878097733e-110,"Mono/Mac 1","Cd37"
"Actg1",3.24925863174238e-113,0.997526574558945,0.988,0.862,5.44413283748435e-109,"Mono/Mac 1","Actg1"
"Cyp4f18",6.9332750009439e-113,0.428136472062514,0.607,0.214,1.16167022640815e-108,"Mono/Mac 1","Cyp4f18"
"Timp2",7.9697625250135e-112,-1.60722606059588,0.24,0.517,1.33533371106601e-107,"Mono/Mac 1","Timp2"
"App",1.00789083841042e-111,0.928702010596524,0.849,0.417,1.68872109975667e-107,"Mono/Mac 1","App"
"Tnfaip2",1.49294276786646e-111,-0.152557060672772,0.569,0.242,2.50142560756025e-107,"Mono/Mac 1","Tnfaip2"
"Ctsc",7.14578255831579e-110,1.01014608457255,0.927,0.564,1.19727586764581e-105,"Mono/Mac 1","Ctsc"
"Tagln2",1.89181230083693e-109,0.707533790813275,0.83,0.392,3.16973151005227e-105,"Mono/Mac 1","Tagln2"
"Cfp",2.40165101600275e-109,0.586734045578008,0.522,0.148,4.02396627731261e-105,"Mono/Mac 1","Cfp"
"Mefv",3.63286253971804e-109,0.448924864817323,0.408,0.088,6.08686118529758e-105,"Mono/Mac 1","Mefv"
"Dbi",3.87770014841586e-109,0.90385878256272,0.863,0.47,6.49708659867078e-105,"Mono/Mac 1","Dbi"
"Slfn5",2.51566011113104e-108,1.03834533760768,0.658,0.227,4.21498851620005e-104,"Mono/Mac 1","Slfn5"
"Ifitm6",7.38756319627525e-108,0.90441981706544,0.509,0.128,1.23778621353592e-103,"Mono/Mac 1","Ifitm6"
"Gm36161",1.53223899612728e-107,0.516749496656623,0.308,0.032,2.56726643801125e-103,"Mono/Mac 1","Gm36161"
"Sap30",1.99786957400977e-107,0.654252472565295,0.59,0.182,3.34743047125338e-103,"Mono/Mac 1","Sap30"
"Clec4e",2.10966646672032e-107,-0.0906772636282707,0.575,0.227,3.53474616498989e-103,"Mono/Mac 1","Clec4e"
"Tpt1",3.25619728547059e-107,0.595748106941889,0.999,0.993,5.45575855180597e-103,"Mono/Mac 1","Tpt1"
"Apoe",3.85883045825031e-107,1.49195200052815,0.939,0.702,6.46547043279839e-103,"Mono/Mac 1","Apoe"
"Jarid2",4.04031562025929e-107,0.70694920844154,0.556,0.157,6.76954882174445e-103,"Mono/Mac 1","Jarid2"
"Alox5ap",4.8196641566108e-107,0.823233912055031,0.97,0.738,8.07534729440139e-103,"Mono/Mac 1","Alox5ap"
"Lilr4b",6.25210544096703e-107,0.0492863339234053,0.567,0.241,1.04754026663403e-102,"Mono/Mac 1","Lilr4b"
"Mndal",8.68952921317932e-107,1.05166145592526,0.555,0.154,1.45593061966819e-102,"Mono/Mac 1","Mndal"
"Bin1",1.36896151783843e-106,-1.35626276115205,0.247,0.479,2.29369502313829e-102,"Mono/Mac 1","Bin1"
"Abhd12",1.55534767979175e-106,-1.19456246920192,0.33,0.446,2.60598503749107e-102,"Mono/Mac 1","Abhd12"
"Zbp1",5.3107903739522e-106,0.952610533642086,0.678,0.248,8.89822927155691e-102,"Mono/Mac 1","Zbp1"
"Ifi203",8.92427642895731e-106,0.966865543324033,0.547,0.153,1.4952625156718e-101,"Mono/Mac 1","Ifi203"
"Selenow",1.39137792346451e-105,0.572577509286416,0.847,0.426,2.33125371076478e-101,"Mono/Mac 1","Selenow"
"Znhit1",2.82397209598796e-105,0.498584485724073,0.708,0.296,4.73156524682783e-101,"Mono/Mac 1","Znhit1"
"Flna",6.53454927974234e-105,0.679627461246345,0.634,0.219,1.09486373182083e-100,"Mono/Mac 1","Flna"
"Cfb",7.10173452508966e-105,1.86766029896068,0.315,0.034,1.18989561967877e-100,"Mono/Mac 1","Cfb"
"Tgm2",1.06614220203302e-104,1.04376638770855,0.582,0.176,1.78632125950632e-100,"Mono/Mac 1","Tgm2"
"Fgr",1.23557288599123e-102,0.419701487760407,0.607,0.234,2.07020237047831e-98,"Mono/Mac 1","Fgr"
"Cx3cr1",2.07026624298208e-102,-2.22938946341845,0.503,0.537,3.46873109011647e-98,"Mono/Mac 1","Cx3cr1"
"Tmem106a",1.25644097518611e-101,0.700096800309732,0.463,0.104,2.10516685392432e-97,"Mono/Mac 1","Tmem106a"
"Ctsh",1.39751375646041e-101,-0.0352574278050777,0.959,0.664,2.34153429894942e-97,"Mono/Mac 1","Ctsh"
"Litaf",2.23361556447683e-101,0.166304703483825,0.769,0.397,3.74242287828093e-97,"Mono/Mac 1","Litaf"
"Slfn1",5.5816862409844e-101,0.440748995753509,0.601,0.226,9.35211529676937e-97,"Mono/Mac 1","Slfn1"
"Rbms1",8.9318671500297e-101,0.619112097831073,0.708,0.291,1.49653434098748e-96,"Mono/Mac 1","Rbms1"
"Diaph1",3.6072564822084e-100,0.372461183391843,0.658,0.281,6.04395823594018e-96,"Mono/Mac 1","Diaph1"
"Cmpk1",6.14582556238681e-100,0.465879538290003,0.726,0.324,1.02973307297791e-95,"Mono/Mac 1","Cmpk1"
"Tmem51",1.25467891164873e-99,0.467988375059116,0.282,0.026,2.10221451646745e-95,"Mono/Mac 1","Tmem51"
"Tspo",1.37809027140425e-99,0.770766039983015,0.98,0.788,2.30899024973783e-95,"Mono/Mac 1","Tspo"
"Rap2b",1.51213773165351e-99,0.436127423227197,0.532,0.173,2.53358676938546e-95,"Mono/Mac 1","Rap2b"
"Unc93b1",8.40878006069306e-99,-0.250982258688575,0.837,0.591,1.40889109916912e-94,"Mono/Mac 1","Unc93b1"
"Esd",1.2151125886732e-98,0.507613965238307,0.938,0.575,2.03592114232195e-94,"Mono/Mac 1","Esd"
"Ms4a8a",1.54053232207756e-98,0.472756949489221,0.237,0.012,2.58116190564096e-94,"Mono/Mac 1","Ms4a8a"
"Apobec1",1.66926459185279e-98,0.708249927572109,0.598,0.202,2.79685282364934e-94,"Mono/Mac 1","Apobec1"
"Hpgds",3.16178421001642e-98,-1.60342931106219,0.056,0.383,5.29756944388251e-94,"Mono/Mac 1","Hpgds"
"Trps1",8.89300995357571e-98,0.585648919701648,0.474,0.122,1.49002381772161e-93,"Mono/Mac 1","Trps1"
"Kctd12",9.5743209904278e-98,-1.443331753696,0.438,0.527,1.60417748194618e-93,"Mono/Mac 1","Kctd12"
"Gpi1",1.37733348062667e-97,0.785930824573606,0.859,0.462,2.30772224678999e-93,"Mono/Mac 1","Gpi1"
"Grn",2.2023101724208e-97,-0.324923089070275,0.912,0.665,3.68997069389105e-93,"Mono/Mac 1","Grn"
"Nupr1",2.45005272743419e-97,0.740859431059285,0.626,0.226,4.10506334481598e-93,"Mono/Mac 1","Nupr1"
"Plaur",3.79903677914354e-97,0.57510647706874,0.455,0.121,6.36528612345499e-93,"Mono/Mac 1","Plaur"
"Ifi27l2a",5.11273198297566e-97,1.35715726319783,0.839,0.496,8.56638243747572e-93,"Mono/Mac 1","Ifi27l2a"
"Mef2c",7.18903233088196e-97,-1.5772434283405,0.284,0.456,1.20452236703927e-92,"Mono/Mac 1","Mef2c"
"Tarm1",8.36336082073977e-97,0.392988984156146,0.299,0.05,1.40128110551495e-92,"Mono/Mac 1","Tarm1"
"Emp1",1.22446373156275e-96,0.72398238287833,0.246,0.015,2.05158898223339e-92,"Mono/Mac 1","Emp1"
"Samhd1",1.96392821837628e-96,1.03768941340548,0.795,0.394,3.29056172988945e-92,"Mono/Mac 1","Samhd1"
"Plxdc2",2.93063436438925e-96,-1.37407746226137,0.014,0.314,4.91027787753419e-92,"Mono/Mac 1","Plxdc2"
"Gm2a",4.13571723976544e-96,0.497426512187207,0.851,0.453,6.92939423522699e-92,"Mono/Mac 1","Gm2a"
"Ctsd",5.90980387368813e-96,-1.45537370553547,0.929,0.841,9.90187639036446e-92,"Mono/Mac 1","Ctsd"
"Slpi",5.55362621659623e-95,-0.48788360450115,0.545,0.252,9.30510072590698e-91,"Mono/Mac 1","Slpi"
"Slc16a3",6.89255827878459e-95,0.57938347335534,0.596,0.214,1.15484813961036e-90,"Mono/Mac 1","Slc16a3"
"Soat1",7.83282805715826e-95,0.535535715036157,0.752,0.347,1.31239034097687e-90,"Mono/Mac 1","Soat1"
"Hsp90b1",1.99683353589557e-94,-0.731041951766295,0.807,0.681,3.34569458939302e-90,"Mono/Mac 1","Hsp90b1"
"Scoc",5.38837527455894e-94,-1.52675482587443,0.109,0.389,9.02822277252351e-90,"Mono/Mac 1","Scoc"
"Ncf2",7.0682851968271e-94,0.527322008151822,0.82,0.419,1.18429118472838e-89,"Mono/Mac 1","Ncf2"
"Cndp2",2.8003169484025e-93,0.755233677989237,0.642,0.241,4.69193104704839e-89,"Mono/Mac 1","Cndp2"
"Mpp1",4.79261255107511e-93,0.398250095868797,0.495,0.166,8.03002232932635e-89,"Mono/Mac 1","Mpp1"
"Plcb1",8.84170644416703e-93,0.382644873841903,0.185,0.003,1.48142791472019e-88,"Mono/Mac 1","Plcb1"
"Tmem59",1.58802761316808e-92,-0.680738036585682,0.7,0.674,2.66074026586311e-88,"Mono/Mac 1","Tmem59"
"Cxcr4",1.65930057747462e-92,0.162466289705564,0.498,0.19,2.78015811755872e-88,"Mono/Mac 1","Cxcr4"
"Gch1",1.69115702979345e-92,0.576009964217462,0.422,0.099,2.83353360341892e-88,"Mono/Mac 1","Gch1"
"Prelid1",3.32329765059625e-92,0.644499959392157,0.916,0.552,5.56818521357402e-88,"Mono/Mac 1","Prelid1"
"Tmem256",3.43430766383359e-92,0.487292735444905,0.817,0.425,5.75418249075318e-88,"Mono/Mac 1","Tmem256"
"Ncf4",3.56480931833323e-92,0.50913098352451,0.851,0.458,5.97283801286732e-88,"Mono/Mac 1","Ncf4"
"Rrbp1",6.6887492991882e-92,-0.191401573940707,0.912,0.646,1.12069994507898e-87,"Mono/Mac 1","Rrbp1"
"Selenop",7.51249527331533e-92,-1.02986071284475,0.547,0.51,1.25871858304398e-87,"Mono/Mac 1","Selenop"
"Cstb",1.48651886428219e-91,0.498628270598217,0.959,0.652,2.49066235710481e-87,"Mono/Mac 1","Cstb"
"Ctsz",1.49781567841693e-91,-0.617800465527041,0.98,0.812,2.50959016918757e-87,"Mono/Mac 1","Ctsz"
"Gpr141",2.00736399876815e-91,0.717957385377862,0.385,0.077,3.36333837993603e-87,"Mono/Mac 1","Gpr141"
"Tmem119",2.42119754105424e-91,-1.70996056854521,0.167,0.401,4.05671648003639e-87,"Mono/Mac 1","Tmem119"
"Pstpip1",4.80808564231596e-91,0.419131175581783,0.51,0.173,8.05594749370039e-87,"Mono/Mac 1","Pstpip1"
"Tpi1",4.87397462560026e-91,0.796810583362594,0.867,0.487,8.16634448519323e-87,"Mono/Mac 1","Tpi1"
"Slfn2",1.4317176282378e-90,0.582706066406352,0.935,0.585,2.39884288611243e-86,"Mono/Mac 1","Slfn2"
"Ms4a7",1.79995121207609e-90,1.10240570532785,0.403,0.085,3.01581825583349e-86,"Mono/Mac 1","Ms4a7"
"Cd300lf",2.79745271261039e-90,0.0736803913814563,0.507,0.215,4.6871320199787e-86,"Mono/Mac 1","Cd300lf"
"Clec4a3",5.42067146247223e-90,0.700672249280994,0.689,0.291,9.08233503537221e-86,"Mono/Mac 1","Clec4a3"
"Ltb4r1",6.41503804809684e-90,0.322165851499793,0.422,0.124,1.07483962495863e-85,"Mono/Mac 1","Ltb4r1"
"Ms4a4a",6.71453531381063e-90,0.405258921128698,0.225,0.013,1.12502039182897e-85,"Mono/Mac 1","Ms4a4a"
"Pgd",6.83933073186738e-90,0.394126584576901,0.674,0.304,1.14592986412438e-85,"Mono/Mac 1","Pgd"
"Xdh",7.28178963793196e-90,0.449313086302533,0.353,0.075,1.2200638538355e-85,"Mono/Mac 1","Xdh"
"Rai14",4.99270132822079e-89,0.52344403944779,0.284,0.032,8.36527107543393e-85,"Mono/Mac 1","Rai14"
"Siva1",7.04303383527142e-89,0.481473699961432,0.575,0.216,1.18006031909973e-84,"Mono/Mac 1","Siva1"
"mt-Co1",7.86635198293596e-89,0.725892279358877,0.993,0.897,1.31800727474092e-84,"Mono/Mac 1","mt-Co1"
