"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Saa3",4.59796306860546e-06,1.65370324703766,0.21,0.102,0.0634932720143727
"Cx3cr1",0.641828549306028,1.06735340123402,0.025,0.017,1
"Ccl4",1.23885639149151e-08,0.918546524100492,0.649,0.54,0.000171073679101062
"Serf1",6.05472857036213e-07,0.721173902076935,0.405,0.288,0.00836097468281306
"Psap",7.11218892017476e-07,0.58675649109141,0.606,0.479,0.00982122167986932
"Prdx1",0.00323541558031905,0.5841342139802,0.212,0.14,1
"Furin",4.12893812350419e-06,0.567063339610239,0.544,0.419,0.0570165065474694
"G0s2",0.00370701729416884,0.555960953585475,0.546,0.502,1
"Prok2",0.0141665751616043,0.538807719691514,0.258,0.194,1
"AA467197",2.04190455425972e-06,0.490282313314951,0.663,0.627,0.0281966599897724
"Creg1",0.000808853085879459,0.484788551762837,0.491,0.419,1
"Fcer1g",8.70916915500429e-17,0.47837115466228,0.977,0.971,1.20264916861454e-12
"Id2",0.000153325527201038,0.469044480582731,0.328,0.238,1
"Cyba",9.2530446637222e-08,0.443471108971007,0.817,0.767,0.0012777529376134
"Tnf",0.0167104679181843,0.437610112063335,0.383,0.312,1
"Lcn2",1.13645701978991e-08,0.437535712245367,0.988,0.956,0.000156933349862788
"Rgs1",0.0565690690881554,0.431929979136042,0.12,0.096,1
"Wfdc17",0.000745070867455001,0.422840465902624,0.801,0.717,1
"Gde1",0.000147022596168322,0.417521873145955,0.503,0.398,1
"Nbeal1",0.000654512472803266,0.4139804790051,0.248,0.177,1
"Cpne2",8.58319615374583e-05,0.411780464702644,0.572,0.481,1
"Mpeg1",4.83825353219477e-05,0.410571819081425,0.627,0.523,0.668114430260776
"Gdf15",0.0164098402835473,0.409740958544693,0.046,0.017,1
"Lipa",0.00054295581244278,0.398042488942679,0.169,0.096,1
"Slpi",0.00133716263959592,0.386605428015283,0.943,0.91,1
"Fam20c",1.63190768257098e-05,0.385819413140475,0.135,0.058,0.225350131886227
"Bcl2a1b",0.00803658484577423,0.384298156652986,0.305,0.231,1
"Gadd45b",8.59117752148127e-09,0.382421498895818,0.934,0.9,0.000118635570394135
"Cd63",9.31301932880863e-05,0.377951040638334,0.63,0.575,1
"Slc32a1",0.00467019666792593,0.367156233150517,0.258,0.204,1
"Batf",0.000188330641418509,0.365218617910609,0.209,0.117,1
"Plgrkt",4.1345094661371e-09,0.36488440726455,0.667,0.483,5.70934412178873e-05
"Mpc1",0.000602993663256148,0.359531273301978,0.189,0.117,1
"Mthfsl",0.0192111233988122,0.358593856660364,0.258,0.2,1
"Fnip2",0.00749025278884678,0.354297494431588,0.393,0.34,1
"Txn1",1.50237754930473e-05,0.346281249853025,0.934,0.923,0.20746331578349
"Slc36a3os",0.00412742681269044,0.345007527630306,0.1,0.052,1
"Cd300c2",0.00447753987862401,0.343972874011692,0.339,0.254,1
"Plbd1",0.0266943012088303,0.340282069247584,0.394,0.331,1
"Rilpl2",0.00316391779740092,0.339431449927698,0.471,0.394,1
"Apoe",0.0108940021977888,0.335468913504149,0.066,0.029,1
"Ctsz",5.58527005556174e-05,0.333271787221896,0.768,0.685,0.771269941972521
"Ccrl2",0.00482768709357487,0.330130150985252,0.778,0.704,1
"Cstb",2.06091632651787e-07,0.324995516915839,0.949,0.925,0.00284591935528853
"Gla",0.0192152975501344,0.320730672300989,0.405,0.344,1
"mt-Co1",0.000225367535816567,0.32021157302204,0.73,0.631,1
"Hmgn2",0.00481459723679866,0.319925713680912,0.313,0.227,1
"Fabp5",0.0229651947392332,0.315978123368252,0.178,0.125,1
"Blvrb",0.0720750565816836,0.312762841668393,0.268,0.227,1
"Dtnbp1",0.00363941345878107,0.311279221036553,0.233,0.158,1
"Mtm1",0.00311871720357487,0.30943943871197,0.224,0.146,1
"Sh3bp5",0.0117676533493677,0.308024839458643,0.184,0.125,1
"F10",0.0158460711349355,0.306858892035603,0.693,0.629,1
"Pla2g7",0.0110653027694507,0.306196118862929,0.643,0.581,1
"Cd68",0.0024022919320441,0.305880098666722,0.65,0.579,1
"Lrrc8d",0.00919516955668204,0.305789576567011,0.282,0.227,1
"Hist1h1e",0.422082832685149,0.305232992291952,0.209,0.206,1
"Ctsb",1.58921532571307e-06,0.303738884525504,0.937,0.869,0.0219454744327718
"Sephs2",0.0139024872660444,0.303151012892422,0.218,0.15,1
"Il1f9",0.0301784096989824,0.303057757164197,0.492,0.444,1
"Abcc5",0.0186382156031213,0.299965821811177,0.156,0.1,1
"Ltf",0.04260467092034,0.298879903896817,0.155,0.104,1
"Trem3",0.00806797894706273,0.297515244874602,0.377,0.327,1
"Sod2",0.000230486046148958,0.295084539502634,0.848,0.821,1
"Itpripl2",0.0130536390799759,0.290616746728552,0.138,0.085,1
"mt-Atp6",0.0103089491400149,0.289621316455129,0.604,0.54,1
"Slco3a1",0.000756470553057608,0.287490900549325,0.166,0.09,1
"Gns",0.00325568605882076,0.286222712212697,0.302,0.217,1
"Ftl1",9.4775925972901e-05,0.282889649766589,0.994,0.988,1
"Slc43a3",0.0501335341973146,0.282536138293134,0.198,0.154,1
"Itgb2",0.0240597844184209,0.281885253985361,0.546,0.488,1
"Atp6v0e",2.10172007430328e-05,0.27757463830617,0.807,0.698,0.29022652506054
"Bmp2k",0.0205635438324024,0.272604212267487,0.117,0.09,1
"Golgb1",0.0324203926794618,0.271934184193642,0.149,0.121,1
"Bri3",4.02401899057225e-05,0.270909555682821,0.819,0.779,0.555676782408123
"Ccl3",0.00680990806393232,0.270336679634113,0.88,0.825,1
"Traf1",0.055524244888525,0.270298368542818,0.383,0.325,1
"Pwp1",0.0438136202267617,0.269265608648618,0.183,0.129,1
"Il1a",0.0973306899427126,0.268722812554922,0.322,0.265,1
"Txnrd1",0.0159786359069015,0.265629106369297,0.282,0.225,1
"Chil1",0.0617636558698176,0.263981912372041,0.511,0.46,1
"Atp6v1e1",3.1070301520407e-06,0.262647009438511,0.794,0.796,0.04290497936953
"Bcl2l11",0.00704310011355545,0.262048043487042,0.673,0.604,1
"Cxcl10",0.501616723391648,0.260069416368394,0.043,0.038,1
"Il1rn",0.000308118002255124,0.258100645693589,0.899,0.871,1
"2810013P06Rik",0.362308468682695,0.257955201539686,0.137,0.117,1
"Otulin",0.00361973280588265,0.25690125234929,0.094,0.044,1
"Itgb1",0.0225623918477664,0.256657610019513,0.451,0.433,1
"Ncf4",0.00203220211031525,0.254851315202543,0.652,0.554,1
"Pim3",0.016616175291072,0.254536432260676,0.113,0.071,1
"Ubxn1",0.0107399176886595,0.2541332986697,0.419,0.34,1
"Derl1",0.0101724224855577,0.253662089022451,0.382,0.298,1
"Ebi3",0.0402557022677451,0.249923493007838,0.294,0.233,1
"Itm2b",0.0091406088876811,0.247536429602747,0.672,0.608,1
"Ly6g",0.159992141252144,0.246790725877481,0.08,0.052,1
"Cd84",0.07284415434891,0.245763319878412,0.354,0.315,1
"Fam13b",0.107200038619365,0.242695386370459,0.156,0.142,1
"Rnasek",0.0012607443786452,0.242315872044919,0.647,0.554,1
"Nceh1",0.00609758371839897,0.242029353448113,0.181,0.115,1
"Mrgpra2a",0.0523518805667335,0.241373414958027,0.094,0.058,1
"Psmb6",0.0226483024623532,0.241312158711191,0.166,0.144,1
"Ctss",0.0652471727031706,0.240706193478648,0.166,0.119,1
"Bcl2a1a",0.11165308036075,0.239426799172599,0.121,0.083,1
"Ctsd",0.0312840977010619,0.237423068146553,0.801,0.762,1
"Esd",0.00903157706588546,0.236870167327726,0.887,0.846,1
"Smdt1",0.055835981803477,0.235119320276435,0.239,0.188,1
"Arl6ip1",0.0424783021591026,0.234184253743846,0.437,0.373,1
"Tmem164",0.0552885580700359,0.234092826032705,0.17,0.125,1
"Inhba",0.524888102833233,0.233508596616228,0.126,0.104,1
"Dmkn",0.304816189208723,0.231425773832987,0.011,0.008,1
"Eif2s2",0.0920788871340525,0.230624197143969,0.403,0.356,1
"Bst1",0.0511586753867766,0.230598545534021,0.546,0.473,1
"Akap13",0.108078491381052,0.22986803286131,0.413,0.356,1
"Sf3b6",0.0508329224265253,0.229781327407964,0.252,0.194,1
"Btg1",0.00953829116634202,0.229702354275735,0.936,0.915,1
"Nhlrc3",0.0986462946512099,0.22962922643273,0.141,0.108,1
"Ftl1-ps1",0.0311572586394764,0.229548147198991,0.475,0.412,1
"Syne1",0.132001287750664,0.228226833148078,0.373,0.323,1
"Fuca1",0.198049430972903,0.227181424694903,0.132,0.098,1
"Gfod1",0.0788128771415152,0.226024590042635,0.075,0.044,1
"Npc2",0.00812037832318399,0.22545421809612,0.623,0.544,1
"Tlr2",0.132930707693408,0.225453184209386,0.296,0.252,1
"Tpp1",0.0232558240134083,0.224598212101819,0.244,0.183,1
"Arrdc4",0.0279343796685324,0.22213153816973,0.163,0.108,1
"Stfa2",0.0268111291359661,0.221979181746519,0.072,0.038,1
"Atp5k",0.0157046480203972,0.221052260189241,0.304,0.227,1
"Nos2",0.00295525939259108,0.221036878137365,0.689,0.613,1
"Atp6v1d",0.0840594379356698,0.220297831136944,0.301,0.262,1
"Hp",0.468935918820262,0.219614966208371,0.494,0.473,1
"Smap1",0.0454583025005306,0.219490625640216,0.245,0.204,1
"Atp6ap1",0.0509875717041941,0.219075909969789,0.273,0.21,1
"Mea1",0.0330865437807539,0.218940000600295,0.12,0.079,1
"mt-Co3",0.0130764923287757,0.218789523458143,0.673,0.613,1
"Zdhhc18",0.0541394070354504,0.217346282637912,0.437,0.371,1
"Pim2",0.0117650337224128,0.217286700857788,0.08,0.04,1
"Il17ra",0.117836767589701,0.217214573886351,0.143,0.131,1
"Lmo4",0.114158441828217,0.216053103001433,0.215,0.171,1
"Il10",0.070380575199921,0.21537424718098,0.026,0.008,1
"Rhov",0.000189233807789028,0.213410244936078,0.354,0.246,1
"Gm5617",0.0298302830041015,0.21255886211362,0.201,0.144,1
"Foxp1",0.145411070722723,0.212433533824742,0.107,0.077,1
"Mpp1",0.0368599953446781,0.211867558565111,0.313,0.248,1
"Cnih4",0.128941489752032,0.210745724378545,0.242,0.208,1
"Retnlg",0.273067311365129,0.210605546888779,0.699,0.658,1
"Syk",0.133682707312538,0.210351833634395,0.391,0.36,1
"Smu1",0.0200706504795122,0.208684034146536,0.055,0.031,1
"Rbm22",0.0143048640363152,0.208561854640667,0.11,0.062,1
"Npc1",0.227206126854403,0.20811436883761,0.287,0.246,1
"Pira2",0.0932607643400206,0.207516513912088,0.198,0.196,1
"Atp6v1g1",0.000276229196836543,0.207316062089927,0.813,0.796,1
"Traf3",0.0302737624915965,0.205060590647926,0.17,0.115,1
"Lamp1",0.0479560670358007,0.204980609619298,0.59,0.527,1
"Suz12",0.0526516087314277,0.204619379522748,0.23,0.21,1
"D10Wsu102e",0.0465502788118831,0.202216164202983,0.06,0.029,1
"D8Ertd738e",0.162167772076169,0.201773022601081,0.463,0.429,1
"mt-Co2",0.0320224085878619,0.201429145723516,0.623,0.56,1
"Rab14",0.281945567451526,0.201145484828265,0.287,0.26,1
"Atp6v1f",0.0324211497891574,0.200855479754088,0.558,0.51,1
"Sh3gl1",0.0343346178502821,0.198837929575474,0.196,0.14,1
"Tifa",0.0510391596071973,0.197385972891358,0.083,0.05,1
"Cxcl2",0.0185029130705586,0.19632917257078,0.965,0.969,1
"Ncbp3",0.0337631988176193,0.196048393890884,0.084,0.06,1
"1810058I24Rik",0.0387951268319101,0.19568479803397,0.629,0.554,1
"Apoc2",0.0532987571870998,0.195071665860803,0.113,0.075,1
"Clta",0.0845223464881651,0.194555694042657,0.54,0.496,1
"Adgre1",0.0718992723287956,0.194547399288662,0.081,0.05,1
"Wsb2",0.113801970726477,0.194335610398182,0.184,0.152,1
"Stom",0.340955433400385,0.194053733889768,0.233,0.221,1
"Lyz2",0.746393520203388,0.19402973324473,0.42,0.398,1
"Ly75",0.0112513571415105,0.193889626047155,0.054,0.023,1
"Csf2rb",0.178106523374825,0.193701289514871,0.445,0.398,1
"Mfsd1",0.141434242640956,0.193615568819354,0.267,0.221,1
"St6galnac4",0.00819308477550088,0.193352172714163,0.063,0.025,1
"Lsm3",0.0536820440182888,0.193296467396844,0.126,0.085,1
"Aph1c",0.0342595402228358,0.193010003898862,0.084,0.046,1
"Commd3",0.0590504118025203,0.192744797111803,0.186,0.133,1
"Cyfip2",0.0412308974186432,0.191866109121334,0.117,0.077,1
"Setd5",0.170711073697966,0.190283273577968,0.247,0.227,1
"Mfsd7a",0.060809050485704,0.189888513514816,0.121,0.096,1
"Trir",0.075485357227081,0.189792479141248,0.278,0.221,1
"Rnf130",0.168625440594799,0.189364322669006,0.411,0.379,1
"Nrros",0.132705027229886,0.189152311323458,0.132,0.098,1
"Srpk2",0.0562796139823268,0.188961560892542,0.308,0.244,1
"Pex13",0.0496314336999183,0.188901035701681,0.123,0.081,1
"1110004F10Rik",0.0309366620325541,0.187920502147567,0.074,0.048,1
"Chkb",0.0998287306056513,0.187300008843509,0.097,0.065,1
"Hmox1",0.00276319073529857,0.187231096220174,0.791,0.704,1
"Gmfb",0.143013103953976,0.187079297314771,0.117,0.09,1
"1810037I17Rik",0.0708730240463385,0.187022077616163,0.497,0.462,1
"Ap3s1",0.115953857092162,0.18687723101359,0.469,0.41,1
"Slfn5",0.0901984817207795,0.186203551956714,0.061,0.033,1
"Orm1",0.0254414110369742,0.186083353377869,0.035,0.013,1
"Col4a3bp",0.270649743031727,0.186023718868653,0.267,0.235,1
"Anxa5",0.271254225248186,0.185542590112901,0.117,0.088,1
"Psmb5",0.202731137926145,0.185014698989412,0.331,0.285,1
"Tst",0.0058562266807248,0.184896864856637,0.107,0.056,1
"Nup54",0.00204606307278044,0.18448983607285,0.075,0.029,1
"Rasa3",0.219286095723369,0.183478894958575,0.077,0.054,1
"Agtrap",0.122751809868733,0.181205082410931,0.222,0.175,1
"Nudcd3",0.142914051270376,0.181100721527626,0.074,0.048,1
"Cldn1",0.0403500275774565,0.180901300198277,0.147,0.098,1
"Acap2",0.246606745520081,0.180557361818665,0.172,0.148,1
"Il12a",0.132177034113576,0.178414891579727,0.089,0.062,1
"Zfp869",0.335521208809772,0.176774279409742,0.169,0.14,1
"Tmem106b",0.0414034252058332,0.176709813734338,0.064,0.038,1
"Mirt1",0.213139567813498,0.176540634783279,0.363,0.317,1
"Rcsd1",0.149473260945014,0.175710912833983,0.106,0.073,1
"Osgin2",0.0438795845420962,0.175634805374408,0.092,0.06,1
"Cds2",0.260010123546157,0.17508036200589,0.123,0.096,1
"Rbx1",0.103515315113629,0.174566315441535,0.324,0.267,1
"Atp6v0b",0.00622815919539364,0.174442731216081,0.715,0.662,1
"Retreg3",0.169986589832038,0.174402562988154,0.078,0.052,1
"Zmynd11",0.234443056479296,0.17423567899894,0.103,0.077,1
"Ndufb7",0.0973136866947142,0.173685725104585,0.209,0.16,1
"Slc15a3",0.0829787996712224,0.173539482235086,0.555,0.494,1
"Cd9",0.0027750587582818,0.173345280596696,0.939,0.938,1
"Plk2",0.108603054133385,0.173109163850732,0.097,0.062,1
"Cited2",0.151257917758684,0.172404917989009,0.345,0.348,1
"Tbca",0.0858129362033507,0.172388880757438,0.09,0.058,1
"Ppib",0.188525227247369,0.171954832225408,0.212,0.175,1
"Clcn3",0.176784853705543,0.170213345352989,0.106,0.081,1
"Dpp8",0.108088279071106,0.170206514984045,0.06,0.046,1
"Taldo1",0.271523510255185,0.169881314299885,0.56,0.515,1
"Commd4",0.028611395810215,0.16954816399229,0.11,0.067,1
"Lrp8",0.00359225522852781,0.169231585321381,0.041,0.01,1
"Nfyb",0.076206453183974,0.169062726699347,0.178,0.129,1
"Ssr1",0.220628139855067,0.169028189182263,0.117,0.102,1
"Acp5",0.0281007253269178,0.168870208743013,0.026,0.006,1
"Aoah",0.137036338282752,0.168743795986331,0.112,0.079,1
"Kif1c",0.240125447461972,0.168532537690942,0.11,0.081,1
"Nmt1",0.137395672399379,0.168471707505569,0.281,0.252,1
"Grn",0.456802466249803,0.167691558413779,0.233,0.21,1
"Sap30bp",0.0341073331736076,0.167630614065567,0.061,0.029,1
"Ywhaq",0.177922059897393,0.166913594510207,0.072,0.05,1
"Uimc1",0.34968454317869,0.166831227727656,0.09,0.069,1
"Itgav",0.453376557910154,0.166665632323667,0.242,0.231,1
"Blm",0.185563208791186,0.165961851205429,0.095,0.077,1
"Dusp5",0.252517133145729,0.165738090237117,0.196,0.169,1
"Spcs1",0.0734929430265421,0.165391046091305,0.12,0.085,1
"Nxt1",0.432390995737959,0.165279824001335,0.15,0.138,1
"Dennd4b",0.133897048924669,0.165207349444113,0.063,0.04,1
"Stxbp5",0.183085197120191,0.165164442965393,0.149,0.112,1
"Cpd",0.412872769894378,0.164830106081598,0.345,0.317,1
"Med8",0.114721997347955,0.164604920529546,0.086,0.056,1
"Zfp507",0.100521348006395,0.164461483784443,0.04,0.031,1
"Uqcr10",0.185221557139869,0.164074249713939,0.298,0.262,1
"Eif3m",0.0727004581442651,0.163999364100258,0.08,0.048,1
"Optn",0.262052545187685,0.163377251466065,0.12,0.1,1
"Cdk6",0.176679676200888,0.163193201699914,0.055,0.046,1
"Rufy3",0.235762906327783,0.163100328983033,0.072,0.062,1
"0610012G03Rik",0.2276587961815,0.161626451221306,0.127,0.098,1
"Mien1",0.106737249742269,0.161437144521428,0.357,0.298,1
"Rac2",0.0801563424925015,0.160617595447516,0.785,0.765,1
"Atp6v0d2",0.232198084958048,0.160589575861916,0.029,0.015,1
"Ap2m1",0.1579098035148,0.16057664745101,0.098,0.075,1
"Cystm1",0.164273014863471,0.160518479237676,0.09,0.071,1
"Myo1f",0.218827231792992,0.160363798128656,0.275,0.231,1
"Top1",0.318627783786898,0.160141697449148,0.337,0.3,1
"Otub1",0.120232266494687,0.15981963584044,0.084,0.056,1
"Ttc7",0.021642555969006,0.159818126723044,0.084,0.044,1
"Dnajc10",0.155097521505802,0.159262358957861,0.097,0.067,1
"Slbp",0.304887350887495,0.15877907656785,0.141,0.117,1
"Wfdc21",0.0146886812639955,0.158721747434264,0.811,0.806,1
"Tyrobp",0.000714864552672252,0.158720264855281,0.971,0.967,1
"Fth1",0.00181414086703466,0.158514722430931,0.998,1,1
"mt-Cytb",0.249999148215409,0.158492085467728,0.39,0.342,1
"Manf",0.115956796141966,0.158366853367488,0.094,0.06,1
"Zfp407",0.171118934196093,0.158050401885449,0.101,0.083,1
"Mgat4a",0.083648926962187,0.157767477871515,0.09,0.06,1
"Znrf2",0.107601081362624,0.157589835276047,0.095,0.062,1
"Slfn2",0.072035010296701,0.15668978653346,0.764,0.727,1
"Ndufs6",0.187664224394973,0.156650790727286,0.08,0.058,1
"H3f3a",0.00030655177157175,0.156598018760696,0.975,0.956,1
"Arnt",0.179929172038381,0.15656700385759,0.113,0.085,1
"Ctsh",0.123864019105852,0.156374059956665,0.181,0.14,1
"Ngp",0.805990588079706,0.155934343698732,0.081,0.071,1
"Rabgap1",0.2264626668531,0.155699514687926,0.144,0.119,1
"Mrpl17",0.316175183292311,0.155695641324008,0.193,0.171,1
"B430306N03Rik",0.270501263603227,0.155595447752204,0.124,0.129,1
"Tspan14",0.194207490898419,0.155204432459501,0.095,0.067,1
"Keap1",0.00872843934029716,0.155021621928874,0.069,0.029,1
"Sirpa",0.238717484975177,0.155015826427469,0.222,0.188,1
"Gas2l3",0.299910974167703,0.154421520862908,0.071,0.056,1
"Gpr68",0.0626751285870748,0.154384347028375,0.049,0.025,1
"Mrps21",0.269318926585726,0.154242815540774,0.207,0.194,1
"Yif1b",0.0161516783998886,0.154066293856481,0.083,0.042,1
"Rpl22l1",0.222675431876745,0.154036508034289,0.311,0.273,1
"Ncl",0.384014139633214,0.154019899515745,0.189,0.158,1
"Cybb",0.442495433489045,0.153681439603001,0.229,0.198,1
"Trpm2",0.459968621893945,0.153135218195721,0.193,0.165,1
"Marf1",0.0720136867111312,0.153126909323118,0.204,0.152,1
"Psma2",0.215600413501638,0.153059709715669,0.284,0.238,1
"Cfap97",0.411460167117717,0.153019615405381,0.12,0.104,1
"Clec4e",0.0666564826363152,0.152530005540583,0.914,0.887,1
"Il1f6",0.174009795782867,0.152032123899776,0.026,0.015,1
"Mvp",0.302056219360469,0.151473437103644,0.135,0.119,1
"Plagl2",0.13662710290827,0.151365637640061,0.103,0.071,1
"Hk3",0.187474004800801,0.151329315726006,0.17,0.15,1
"Gabarapl1",0.186525170896903,0.150755873922617,0.058,0.044,1
"Hspa9",0.286638396135381,0.150538116406855,0.092,0.075,1
"Nrbf2",0.0764891803688865,0.150398326078479,0.164,0.117,1
"Vps28",0.0257187620956863,0.150371983102517,0.33,0.258,1
"Coa5",0.0566773028976084,0.149755644295515,0.09,0.056,1
"Ndufb9",0.105496971139702,0.149509475172223,0.457,0.417,1
"Psme1",0.120842673907632,0.148966622849084,0.143,0.102,1
"Polr2f",0.24800223358191,0.14894348851614,0.101,0.073,1
"Aff1",0.44488343516745,0.148561524707272,0.164,0.146,1
"Kdelr1",0.151842146294556,0.148274137275279,0.202,0.177,1
"Icam1",0.0475597969946614,0.148171815897137,0.235,0.177,1
"Hilpda",0.0833511144817142,0.147702402002053,0.894,0.869,1
"Cpne3",0.2073430160206,0.147504005544045,0.084,0.058,1
"Ubtd1",0.258576924619717,0.147384019942935,0.152,0.123,1
"Irf3",0.395819562596813,0.147248601607692,0.094,0.085,1
"Metap1",0.241381000129966,0.146944035771735,0.077,0.052,1
"Mapkapk3",0.366313401887105,0.146764720648294,0.1,0.088,1
"Dhx15",0.0150917756471646,0.146322208625401,0.089,0.102,1
"Mknk2",0.0814928966468177,0.146244751877555,0.15,0.146,1
"Jrkl",0.540472018107635,0.146236882898128,0.071,0.056,1
"Cox14",0.0807070801261485,0.14565928765883,0.227,0.175,1
"Rab4b",0.145198887552003,0.14524811960108,0.087,0.085,1
"Cdc42ep2",0.393885894576581,0.144961720466068,0.193,0.165,1
"Igf2r",0.193868133902187,0.144827643184788,0.215,0.173,1
"Polr2j",0.168087000856041,0.144811864153768,0.107,0.083,1
"Gbe1",0.374501221197093,0.144575399631061,0.282,0.254,1
"mt-Nd2",0.0475491195070986,0.144554444562085,0.176,0.127,1
"Naglu",0.297352330832528,0.144525572071496,0.074,0.052,1
"Ube2a",0.0656110151287176,0.14450340390794,0.331,0.323,1
"Rbm38",0.317278718458478,0.144483456943497,0.075,0.054,1
"Rab22a",0.300136467174397,0.144446653605081,0.124,0.1,1
"Mrps12",0.0363192776285775,0.144257576331725,0.058,0.027,1
"6530402F18Rik",0.383037390114093,0.143746614554983,0.298,0.26,1
"Prdx5",0.0110852584516437,0.143504703154098,0.956,0.958,1
"Hsd11b1",0.177545749504812,0.143108215738916,0.333,0.281,1
"Eloa",0.338493016062443,0.143052846590939,0.094,0.073,1
"Med11",0.130764838239751,0.142953186439828,0.067,0.048,1
"Emc7",0.155148431204968,0.142926270892531,0.12,0.11,1
"Smad7",0.302357648808512,0.142518450088007,0.192,0.173,1
"Sec14l1",0.109088157532143,0.142428231346425,0.239,0.188,1
"Spcs2",0.200391162058648,0.14239164340344,0.195,0.154,1
"Fcgr2b",0.599840653342619,0.142370308225982,0.106,0.094,1
"Aip",0.215554304863839,0.142015114061447,0.13,0.098,1
"Arhgap31",0.34507877666854,0.142014786463746,0.173,0.142,1
"Aurkaip1",0.313475049134924,0.141900081683935,0.235,0.208,1
"Zmat2",0.170853628397356,0.141762458239675,0.218,0.173,1
"Kctd20",0.251380020573178,0.141351604511791,0.104,0.092,1
"Akt1",0.36273812412467,0.14107279536898,0.126,0.106,1
"Dnajb14",0.0867913558776383,0.140979469725781,0.075,0.044,1
"Snrpe",0.222868283839724,0.140861449463765,0.176,0.14,1
"Lfng",0.357680080950588,0.140470098599009,0.089,0.069,1
"Gemin7",0.221699184278839,0.14044958170969,0.143,0.108,1
"Slc31a1",0.149786500416913,0.140402095203487,0.433,0.375,1
"Zeb2os",0.182853675213173,0.13995277858764,0.094,0.065,1
"Colgalt1",0.220770721279494,0.139911221910869,0.063,0.058,1
"Nupr1",0.169620893405225,0.139576384018186,0.083,0.054,1
"Ngdn",0.0893610316522697,0.139508037097145,0.06,0.04,1
"Zfp513",0.0844854364285339,0.139445016436211,0.038,0.019,1
"Kdm5a",0.524654429778076,0.139392538595659,0.101,0.094,1
"Prpf38b",0.212600124257873,0.139380109611632,0.124,0.094,1
"Zfp91",0.56168357942413,0.13925804801942,0.161,0.14,1
"Gzf1",0.162310702608754,0.137733091332708,0.112,0.079,1
"G6pdx",0.257252887156241,0.137600186385957,0.089,0.067,1
"Id1",0.501979660634017,0.137381146414155,0.193,0.173,1
"Sdf2",0.0995720401249563,0.136835997595708,0.066,0.038,1
"Mtdh",0.353111267550462,0.136783306095797,0.233,0.198,1
"Smim8",0.0464009703721708,0.136734767685208,0.078,0.044,1
"Pkig",0.197493551475583,0.136527338921324,0.098,0.073,1
"Zhx2",0.0802319398136012,0.136207216570026,0.055,0.031,1
"Ifnar2",0.171386311609164,0.136201599828736,0.644,0.598,1
"Naga",0.271420874176124,0.136162442975543,0.127,0.115,1
"Fbxo46",0.00196143534834056,0.136007050374311,0.035,0.006,1
"9330020H09Rik",0.106542855349718,0.135779761029717,0.054,0.029,1
"Atp5o",0.212850040625081,0.135737841215685,0.09,0.071,1
"Man2b1",0.225720046468991,0.135565888244098,0.071,0.048,1
"Klhl21",0.520637323630096,0.135510847717309,0.046,0.035,1
"Zfyve16",0.310058051782746,0.135414260114033,0.077,0.058,1
"Ugt1a7c",0.132490585662776,0.135347386796792,0.04,0.023,1
"Ninj1",0.040746075655802,0.134882838647132,0.778,0.719,1
"Unc93b1",0.377049778743888,0.134745510454822,0.124,0.098,1
"Rab20",0.245215886691967,0.134435737657848,0.443,0.4,1
"Ccdc59",0.10797447460404,0.134431845682452,0.153,0.11,1
"Hpgds",0.0242982813662858,0.134347597044527,0.031,0.008,1
"Imp4",0.101609374541219,0.134277321021751,0.035,0.017,1
"Tut7",0.212163887739545,0.134150828993349,0.365,0.358,1
"Adora2b",0.0248951323450246,0.134128492915862,0.089,0.05,1
"Ccdc127",0.253870276477239,0.133641607396235,0.067,0.046,1
"Vat1",0.232651340582883,0.133522441465903,0.038,0.031,1
"Cd82",0.146700205147943,0.133064306618852,0.268,0.248,1
"Stfa3",0.605444758441737,0.133044015164027,0.041,0.031,1
"Edf1",0.0932804737135804,0.132755756227632,0.363,0.302,1
"Gpr137b",0.0260400120952548,0.132580276692879,0.173,0.121,1
"Sri",0.25817565379205,0.132448804901593,0.454,0.41,1
"Atp6ap2",0.370356508894592,0.132281347161026,0.413,0.373,1
"Rab5a",0.0607827923076755,0.13205237474324,0.302,0.246,1
"Golga7",0.107468171066912,0.132007439678583,0.097,0.075,1
"B2m",0.0929227837088798,0.131999499842471,0.926,0.894,1
"Ap2b1",0.417942010716997,0.131969247873026,0.161,0.138,1
"Hnrnpm",0.738048698560318,0.131829386768637,0.242,0.229,1
"Ubxn6",0.251469240362946,0.131771330442532,0.075,0.054,1
"Nfx1",0.23432164077708,0.131731082779663,0.109,0.102,1
"Adgre5",0.779627729580943,0.131581036250436,0.25,0.233,1
"Galnt4",0.00421647668993487,0.131440623841855,0.028,0.004,1
"Hnrnpul1",0.475998348231108,0.131425900032927,0.189,0.162,1
"2310011J03Rik",0.357248015687039,0.131357975394882,0.135,0.115,1
"Mdm2",0.192789430446556,0.131286880806688,0.365,0.315,1
"Snrnp48",0.136852471394098,0.131276370099887,0.112,0.077,1
"Bcor",0.446460959397377,0.131256878165066,0.13,0.108,1
"Zfp787",0.24664757556589,0.131167017133181,0.144,0.144,1
"Rrm2b",0.209690251137553,0.131091886451517,0.098,0.069,1
"Cox8a",0.0136678849948441,0.130754167239753,0.822,0.819,1
"Slc8b1",0.311939497828357,0.130624596147641,0.121,0.112,1
